measurement,own_rate_2534,interpretation
production_whole_nodes,0.3504000828388528,unchanged model age_to_index aggregation
cells_start_at_node,0.3053185124690759,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3514743766236823,diagnostic uniform density within each four-year cell
