arm,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
S2,-3,-2,120556,11846,23054,Wp3,.8691766568014609,.2115891180999542,5.362519201228879,15500,1968 1969 1970 1971 1978,0,none,138.167
