age_group,family_group,household_mass,owner_rate,mean_rooms
all_ages,dependent_children,0.41159680821953454,0.6175966290601805,6.415638575654729
all_ages,no_dependent_children,0.7176508630279494,0.677581683548809,5.969448364873626
all_ages,childless_parity_zero,0.277485880971459,0.4681733614239862,4.959526127582801
young_whole_nodes_25_34,dependent_children,0.10719723788057134,0.3877292979912376,5.8322426421686195
young_whole_nodes_25_34,no_dependent_children,0.11728150955542227,0.3078920885360026,4.600674048293909
young_whole_nodes_25_34,childless_parity_zero,0.09184335229043626,0.29143781550441245,4.456787043379084
