projection,restriction,parameter,coordinate,centered_derivative,minus_derivative,plus_derivative,base_moment,target,base_gap
uniform_birth_time,cps_exactly_one,chi,log parameter,0.00039671156229223974,0.0002164674731351546,0.0005805971914307515,0.23323606686283196,0.21365532522014702,0.019580741642684946
uniform_birth_time,nchs_mean_age,chi,log parameter,0.018715912129251486,0.013660155651085066,0.02387381198109356,26.585140795182383,25.976263860992496,0.6088769341898868
uniform_birth_time,nchs_share30,chi,log parameter,0.0008994582390020419,0.0005870843821666411,0.001218143103838527,0.26516756649743256,0.2492780130410667,0.015889553456365862
uniform_birth_time,wealth_earnings,chi,log parameter,0.7421675814277926,0.6523560467957507,0.8337936126998373,6.096876962747856,6.14586139445743,-0.04898443170957467
uniform_birth_time,bequest_wealth,chi,log parameter,0.0007215920507451088,0.0007836837582873429,0.0006582458807870057,0.012368034993361301,0.0088,0.0035680349933613006
uniform_birth_time,old_dispersion,chi,log parameter,1.4288039372347732,0.35907610417239644,2.5201438891275574,3.7297557246748427,3.51593508651872,0.21382063815612273
uniform_birth_time,mean_rooms,chi,log parameter,-0.5083816661818735,-0.48752680286790545,-0.5296578682422057,6.246382336944046,5.561097376118652,0.6852849608253937
uniform_birth_time,ownership_30_55,chi,log parameter,3.328650153186891,3.911073869402176,2.734459508809647,0.5747683591158299,0.6483340343191493,-0.07356567520331936
uniform_birth_time,first_birth_rooms,chi,log parameter,-1.484990595944985,-1.4790053274960602,-1.4910967870519465,0.43884666342482603,0.7202462623815278,-0.28139959895670175
uniform_birth_time,family_rooms,chi,log parameter,-0.24655611226316673,-0.3818708195523586,-0.10850759040633498,0.16621534127109694,0.3470669317962507,-0.18085159052515376
uniform_birth_time,cps_childlessness,H0,log parameter,-0.006479027390473782,-0.0067824021589238575,-0.006169523426032692,0.18058501851824132,0.19827875100684264,-0.017693732488601316
uniform_birth_time,cps_exactly_one,H0,log parameter,0.0045716248186115985,0.004442508662988684,0.0047033495571020415,0.23323606686283196,0.21365532522014702,0.019580741642684946
uniform_birth_time,nchs_mean_age,H0,log parameter,-0.062436835355391934,-0.06595002800675182,-0.058852664334853935,26.585140795182383,25.976263860992496,0.6088769341898868
uniform_birth_time,nchs_share30,H0,log parameter,-0.0031277909636951025,-0.0032898359900657135,-0.0029624720799398814,0.26516756649743256,0.2492780130410667,0.015889553456365862
uniform_birth_time,wealth_earnings,H0,log parameter,0.05940666807063951,0.009005490636273001,0.11082611968862185,6.096876962747856,6.14586139445743,-0.04898443170957467
uniform_birth_time,bequest_wealth,H0,log parameter,0.0007810485676587423,0.0008616617134229056,0.000698806763808196,0.012368034993361301,0.0088,0.0035680349933613006
uniform_birth_time,old_dispersion,H0,log parameter,-1.7617181840553384,-3.1963920028091626,-0.29805910372803307,3.7297557246748427,3.51593508651872,0.21382063815612273
uniform_birth_time,mean_rooms,H0,log parameter,3.030969070329855,2.9733665834383034,3.0897353222026935,6.246382336944046,5.561097376118652,0.6852849608253937
uniform_birth_time,ownership_30_55,H0,log parameter,0.22391585944218295,0.2327404578322538,0.21491297432988046,0.5747683591158299,0.6483340343191493,-0.07356567520331936
uniform_birth_time,first_birth_rooms,H0,log parameter,-0.07419813387355298,-0.04441959306955184,-0.10457830187894147,0.43884666342482603,0.7202462623815278,-0.28139959895670175
uniform_birth_time,family_rooms,H0,log parameter,-0.15982824117022634,-0.2241221741972857,-0.09423535332708484,0.16621534127109694,0.3470669317962507,-0.18085159052515376
uniform_birth_time,cps_childlessness,theta0,log parameter,0.00011987591144186381,0.00012041936538859506,0.00011932147788806559,0.18058501851824132,0.19827875100684264,-0.017693732488601316
uniform_birth_time,cps_exactly_one,theta0,log parameter,0.0001469422332185528,0.00014853743002514187,0.0001453148080433298,0.23323606686283196,0.21365532522014702,0.019580741642684946
uniform_birth_time,nchs_mean_age,theta0,log parameter,-0.0006793626337986314,-0.0006449369564452274,-0.0007144838262230505,26.585140795182383,25.976263860992496,0.6088769341898868
uniform_birth_time,nchs_share30,theta0,log parameter,-3.2175363576468644e-05,-3.0201066114304916e-05,-3.418954852219603e-05,0.26516756649743256,0.2492780130410667,0.015889553456365862
uniform_birth_time,wealth_earnings,theta0,log parameter,0.5224950956503048,0.5163145940336459,0.5288004642950453,6.096876962747856,6.14586139445743,-0.04898443170957467
uniform_birth_time,bequest_wealth,theta0,log parameter,0.003473545519883552,0.0033971265415099383,0.0035515084199823597,0.012368034993361301,0.0088,0.0035680349933613006
uniform_birth_time,old_dispersion,theta0,log parameter,0.789486202978116,-0.5823082791915216,2.188995571535894,3.7297557246748427,3.51593508651872,0.21382063815612273
uniform_birth_time,mean_rooms,theta0,log parameter,-0.03810024320923982,-0.03756769555481148,-0.03864355012675792,6.246382336944046,5.561097376118652,0.6852849608253937
uniform_birth_time,ownership_30_55,theta0,log parameter,0.017312392770945043,0.016763758473955528,0.01787211133559078,0.5747683591158299,0.6483340343191493,-0.07356567520331936
uniform_birth_time,first_birth_rooms,theta0,log parameter,0.003159284015277328,0.0032224312254227464,0.0030948610179949475,0.43884666342482603,0.7202462623815278,-0.28139959895670175
uniform_birth_time,family_rooms,theta0,log parameter,0.004177679876939038,0.0052393200315758596,0.003094591001919327,0.16621534127109694,0.3470669317962507,-0.18085159052515376
uniform_birth_time,cps_childlessness,theta1,log parameter,-7.431461895265923e-06,-7.299931500192271e-06,-7.565649649006222e-06,0.18058501851824132,0.19827875100684264,-0.017693732488601316
uniform_birth_time,cps_exactly_one,theta1,log parameter,-9.495497467552259e-06,-9.345668439458869e-06,-9.648353548564455e-06,0.23323606686283196,0.21365532522014702,0.019580741642684946
uniform_birth_time,nchs_mean_age,theta1,log parameter,0.0002497300715773236,0.00024909383880072477,0.00025037915840702514,26.585140795182383,25.976263860992496,0.6088769341898868
uniform_birth_time,nchs_share30,theta1,log parameter,1.3947156649373495e-05,1.3913809553946237e-05,1.3981177468870322e-05,0.26516756649743256,0.2492780130410667,0.015889553456365862
uniform_birth_time,wealth_earnings,theta1,log parameter,-0.037333984801130954,-0.03700680636070266,-0.037667773352201166,6.096876962747856,6.14586139445743,-0.04898443170957467
uniform_birth_time,bequest_wealth,theta1,log parameter,-0.0002631372436808177,-0.00025960968926833273,-0.0002667360666186107,0.012368034993361301,0.0088,0.0035680349933613006
uniform_birth_time,old_dispersion,theta1,log parameter,-0.0049253736046203185,-0.004891017474478283,-0.004960423844744569,3.7297557246748427,3.51593508651872,0.21382063815612273
uniform_birth_time,mean_rooms,theta1,log parameter,0.005356708537167518,0.005305240864117323,0.005409216031218446,6.246382336944046,5.561097376118652,0.6852849608253937
uniform_birth_time,ownership_30_55,theta1,log parameter,-0.002129485967906694,-0.0021213737812007306,-0.0021377620482103048,0.5747683591158299,0.6483340343191493,-0.07356567520331936
uniform_birth_time,first_birth_rooms,theta1,log parameter,1.5532026906897866e-05,1.268800993015437e-05,1.8433502641801476e-05,0.43884666342482603,0.7202462623815278,-0.28139959895670175
uniform_birth_time,family_rooms,theta1,log parameter,-0.0003431077919977384,-0.0003066782845231428,-0.0003802732986864707,0.16621534127109694,0.3470669317962507,-0.18085159052515376
uniform_birth_time,cps_childlessness,first_birth_fixed_cost,log parameter,0.08454881306025445,0.08375316153061566,0.08536053944078024,0.18058501851824132,0.19827875100684264,-0.017693732488601316
uniform_birth_time,cps_exactly_one,first_birth_fixed_cost,log parameter,-0.08851501616273791,-0.08757422678881112,-0.08947481266269738,0.23323606686283196,0.21365532522014702,0.019580741642684946
uniform_birth_time,nchs_mean_age,first_birth_fixed_cost,log parameter,-0.5522228644028552,-0.541782323286348,-0.5628743397479481,26.585140795182383,25.976263860992496,0.6088769341898868
uniform_birth_time,nchs_share30,first_birth_fixed_cost,log parameter,-0.0367736527360982,-0.03612594348395993,-0.03743444790494549,0.26516756649743256,0.2492780130410667,0.015889553456365862
uniform_birth_time,wealth_earnings,first_birth_fixed_cost,log parameter,-0.0007760868639118708,-0.0007147471362518007,-0.0008386658614518497,6.096876962747856,6.14586139445743,-0.04898443170957467
uniform_birth_time,bequest_wealth,first_birth_fixed_cost,log parameter,1.2104821928451672e-05,1.1832515975475768e-05,1.2382629382306633e-05,0.012368034993361301,0.0088,0.0035680349933613006
uniform_birth_time,old_dispersion,first_birth_fixed_cost,log parameter,0.004727233743474645,0.004667437453296515,0.004788238120877399,3.7297557246748427,3.51593508651872,0.21382063815612273
uniform_birth_time,mean_rooms,first_birth_fixed_cost,log parameter,-0.005271309673124151,-0.005242596709256824,-0.005300602735936178,6.246382336944046,5.561097376118652,0.6852849608253937
uniform_birth_time,ownership_30_55,first_birth_fixed_cost,log parameter,0.00047511764078665377,0.00046648988367246045,0.00048391970776381297,0.5747683591158299,0.6483340343191493,-0.07356567520331936
uniform_birth_time,first_birth_rooms,first_birth_fixed_cost,log parameter,-0.004914787059420788,-0.0048696880659476775,-0.0049607972050355435,0.43884666342482603,0.7202462623815278,-0.28139959895670175
uniform_birth_time,family_rooms,first_birth_fixed_cost,log parameter,-0.0644306456304919,-0.06367044119809631,-0.06520620876256843,0.16621534127109694,0.3470669317962507,-0.18085159052515376
uniform_birth_time,cps_childlessness,h_P,log parameter,0.005781070028725031,0.005410667766895826,0.006158955668522244,0.18058501851824132,0.19827875100684264,-0.017693732488601316
uniform_birth_time,cps_exactly_one,h_P,log parameter,-0.004141732651008757,-0.004299761564173137,-0.003980511019524456,0.23323606686283196,0.21365532522014702,0.019580741642684946
uniform_birth_time,nchs_mean_age,h_P,log parameter,0.06051634848095505,0.05711338931539395,0.06398805892659698,26.585140795182383,25.976263860992496,0.6088769341898868
uniform_birth_time,nchs_share30,h_P,log parameter,0.0031007892698142127,0.0029051627224348743,0.0033003681348370405,0.26516756649743256,0.2492780130410667,0.015889553456365862
uniform_birth_time,wealth_earnings,h_P,log parameter,-0.028607583684859637,-0.031204270995581353,-0.025958434511419007,6.096876962747856,6.14586139445743,-0.04898443170957467
uniform_birth_time,bequest_wealth,h_P,log parameter,-4.9330587952101715e-05,-4.412804448727738e-05,-5.463824038399877e-05,0.012368034993361301,0.0088,0.0035680349933613006
uniform_birth_time,old_dispersion,h_P,log parameter,-0.07300082501543148,-0.0722355903933001,-0.07378151996408282,3.7297557246748427,3.51593508651872,0.21382063815612273
uniform_birth_time,mean_rooms,h_P,log parameter,0.07849263011111689,0.07750479919580566,0.07950041855063773,6.246382336944046,5.561097376118652,0.6852849608253937
uniform_birth_time,ownership_30_55,h_P,log parameter,-0.008462983705739089,-0.008748306174337481,-0.00817189675863902,0.5747683591158299,0.6483340343191493,-0.07356567520331936
uniform_birth_time,first_birth_rooms,h_P,log parameter,0.3276726266788338,0.3242455913646966,0.33116889969265123,0.43884666342482603,0.7202462623815278,-0.28139959895670175
uniform_birth_time,family_rooms,h_P,log parameter,-0.00403783554866045,-0.002834854141037106,-0.005265121247832321,0.16621534127109694,0.3470669317962507,-0.18085159052515376
constant_post_cell,cps_childlessness,beta_annual,log annual discount rate,0.0077843995268350825,0.007860197265882166,0.0077101028322064035,0.16737272770332093,0.19827875100684264,-0.030906023303521712
constant_post_cell,cps_exactly_one,beta_annual,log annual discount rate,0.0030332758993076117,0.0030624840653978363,0.0030046461509278992,0.2098417015211266,0.21365532522014702,-0.003813623699020413
constant_post_cell,nchs_mean_age,beta_annual,log annual discount rate,0.10720587608960651,0.108274200250306,0.10615870825940746,26.585140795182383,25.976263860992496,0.6088769341898868
constant_post_cell,nchs_share30,beta_annual,log annual discount rate,0.0066692091291235866,0.006734686973541965,0.006605027961283283,0.26516756649743256,0.2492780130410667,0.015889553456365862
constant_post_cell,wealth_earnings,beta_annual,log annual discount rate,-0.5673541962586041,-0.5710877328857269,-0.56369459593071,6.096876962747856,6.14586139445743,-0.04898443170957467
constant_post_cell,bequest_wealth,beta_annual,log annual discount rate,0.00023645954916875998,0.0002368523158576573,0.0002360745605515244,0.012368034993361301,0.0088,0.0035680349933613006
constant_post_cell,old_dispersion,beta_annual,log annual discount rate,-1.0544644157665533,0.010301867761275944,-2.0981448264584732,3.7297557246748427,3.51593508651872,0.21382063815612273
constant_post_cell,mean_rooms,beta_annual,log annual discount rate,-0.0017975845292939434,-0.0018042599324465528,-0.0017910413210691614,6.246382336944046,5.561097376118652,0.6852849608253937
constant_post_cell,ownership_30_55,beta_annual,log annual discount rate,-0.02176070722251635,-0.02173337245210648,-0.021787500674608967,0.5747683591158299,0.6483340343191493,-0.07356567520331936
constant_post_cell,first_birth_rooms,beta_annual,log annual discount rate,-0.03874860890811913,-0.039007102799733656,-0.03849523404535795,0.43884666342482603,0.7202462623815278,-0.28139959895670175
constant_post_cell,family_rooms,beta_annual,log annual discount rate,-0.014081509207828332,-0.014980068155256616,-0.013200744681574115,0.16621534127109694,0.3470669317962507,-0.18085159052515376
constant_post_cell,cps_childlessness,kappa_fert,log parameter,-0.016338505204291486,-0.016937670331689515,-0.0157272349156252,0.16737272770332093,0.19827875100684264,-0.030906023303521712
constant_post_cell,cps_exactly_one,kappa_fert,log parameter,0.039819242849919834,0.040340336913560954,0.039287620924445876,0.2098417015211266,0.21365532522014702,-0.003813623699020413
constant_post_cell,nchs_mean_age,kappa_fert,log parameter,2.5593810388414417,2.5737998696637785,2.5446708988884117,26.585140795182383,25.976263860992496,0.6088769341898868
constant_post_cell,nchs_share30,kappa_fert,log parameter,0.1548814086300399,0.1556740259932535,0.15407277771635922,0.26516756649743256,0.2492780130410667,0.015889553456365862
constant_post_cell,wealth_earnings,kappa_fert,log parameter,0.06548017658073099,0.06581982452945134,0.06513366659514354,6.096876962747856,6.14586139445743,-0.04898443170957467
constant_post_cell,bequest_wealth,kappa_fert,log parameter,-0.00010921042849059906,-0.0001098150715017587,-0.00010859356964639922,0.012368034993361301,0.0088,0.0035680349933613006
constant_post_cell,old_dispersion,kappa_fert,log parameter,-0.0039689188557473914,-0.004034729966170419,-0.0039017781383955136,3.7297557246748427,3.51593508651872,0.21382063815612273
constant_post_cell,mean_rooms,kappa_fert,log parameter,0.0026088306305977926,0.002663644469028078,0.0025529093673131737,6.246382336944046,5.561097376118652,0.6852849608253937
constant_post_cell,ownership_30_55,kappa_fert,log parameter,0.003267912336606846,0.0032841274719971336,0.003251369600660534,0.5747683591158299,0.6483340343191493,-0.07356567520331936
constant_post_cell,first_birth_rooms,kappa_fert,log parameter,0.011966898203764918,0.01219190197318014,0.011737348597500738,0.43884666342482603,0.7202462623815278,-0.28139959895670175
constant_post_cell,family_rooms,kappa_fert,log parameter,0.0039921193214717396,0.00513385878988427,0.0028273128557333035,0.16621534127109694,0.3470669317962507,-0.18085159052515376
constant_post_cell,cps_childlessness,kappa_fert_continuation,log parameter,-0.08079020370614222,-0.08085277228945412,-0.08072637102591167,0.16737272770332093,0.19827875100684264,-0.030906023303521712
constant_post_cell,cps_exactly_one,kappa_fert_continuation,log parameter,0.04721356291957085,0.04719772228848474,0.04722972358495989,0.2098417015211266,0.21365532522014702,-0.003813623699020413
constant_post_cell,nchs_mean_age,kappa_fert_continuation,log parameter,-2.1145741133360914,-2.1079046877134178,-2.121378283904753,26.585140795182383,25.976263860992496,0.6088769341898868
constant_post_cell,nchs_share30,kappa_fert_continuation,log parameter,-0.12350334390476525,-0.12314520109715463,-0.12386872240792114,0.26516756649743256,0.2492780130410667,0.015889553456365862
constant_post_cell,wealth_earnings,kappa_fert_continuation,log parameter,-0.04596302842468059,-0.04830467764432471,-0.043574069974005994,6.096876962747856,6.14586139445743,-0.04898443170957467
constant_post_cell,bequest_wealth,kappa_fert_continuation,log parameter,8.706463032770024e-05,9.038895164907382e-05,8.367314647656215e-05,0.012368034993361301,0.0088,0.0035680349933613006
constant_post_cell,old_dispersion,kappa_fert_continuation,log parameter,-0.0027060789214916857,-0.0024515597474051706,-0.002965740243389039,3.7297557246748427,3.51593508651872,0.21382063815612273
constant_post_cell,mean_rooms,kappa_fert_continuation,log parameter,0.0052492396656311675,0.005040619621142064,0.005462074540334604,6.246382336944046,5.561097376118652,0.6852849608253937
constant_post_cell,ownership_30_55,kappa_fert_continuation,log parameter,-0.005006305885551976,-0.0053731355808015425,-0.004632064990257667,0.5747683591158299,0.6483340343191493,-0.07356567520331936
constant_post_cell,first_birth_rooms,kappa_fert_continuation,log parameter,-0.006260665654208368,-0.006286620839660323,-0.006234186086259375,0.43884666342482603,0.7202462623815278,-0.28139959895670175
constant_post_cell,family_rooms,kappa_fert_continuation,log parameter,-0.050373142525310416,-0.049102965238542746,-0.05166898168756534,0.16621534127109694,0.3470669317962507,-0.18085159052515376
constant_post_cell,cps_childlessness,chi,log parameter,-0.0003771148211201135,-0.0008689770097835068,0.00012468464667263183,0.16737272770332093,0.19827875100684264,-0.030906023303521712
constant_post_cell,cps_exactly_one,chi,log parameter,0.00023529773588258862,6.286655243806736e-05,0.000411212612198784,0.2098417015211266,0.21365532522014702,-0.003813623699020413
constant_post_cell,nchs_mean_age,chi,log parameter,0.018715912129251486,0.013660155651085066,0.02387381198109356,26.585140795182383,25.976263860992496,0.6088769341898868
constant_post_cell,nchs_share30,chi,log parameter,0.0008994582390020419,0.0005870843821666411,0.001218143103838527,0.26516756649743256,0.2492780130410667,0.015889553456365862
constant_post_cell,wealth_earnings,chi,log parameter,0.7421675814277926,0.6523560467957507,0.8337936126998373,6.096876962747856,6.14586139445743,-0.04898443170957467
constant_post_cell,bequest_wealth,chi,log parameter,0.0007215920507451088,0.0007836837582873429,0.0006582458807870057,0.012368034993361301,0.0088,0.0035680349933613006
constant_post_cell,old_dispersion,chi,log parameter,1.4288039372347732,0.35907610417239644,2.5201438891275574,3.7297557246748427,3.51593508651872,0.21382063815612273
constant_post_cell,mean_rooms,chi,log parameter,-0.5083816661818735,-0.48752680286790545,-0.5296578682422057,6.246382336944046,5.561097376118652,0.6852849608253937
constant_post_cell,ownership_30_55,chi,log parameter,3.328650153186891,3.911073869402176,2.734459508809647,0.5747683591158299,0.6483340343191493,-0.07356567520331936
constant_post_cell,first_birth_rooms,chi,log parameter,-1.484990595944985,-1.4790053274960602,-1.4910967870519465,0.43884666342482603,0.7202462623815278,-0.28139959895670175
constant_post_cell,family_rooms,chi,log parameter,-0.24655611226316673,-0.3818708195523586,-0.10850759040633498,0.16621534127109694,0.3470669317962507,-0.18085159052515376
constant_post_cell,cps_childlessness,H0,log parameter,-0.006329409935361833,-0.006621281654846217,-0.006031641420365767,0.16737272770332093,0.19827875100684264,-0.030906023303521712
constant_post_cell,cps_exactly_one,H0,log parameter,0.003879347775735933,0.0037468017153972993,0.004014571714613388,0.2098417015211266,0.21365532522014702,-0.003813623699020413
constant_post_cell,nchs_mean_age,H0,log parameter,-0.062436835355391934,-0.06595002800675182,-0.058852664334853935,26.585140795182383,25.976263860992496,0.6088769341898868
constant_post_cell,nchs_share30,H0,log parameter,-0.0031277909636951025,-0.0032898359900657135,-0.0029624720799398814,0.26516756649743256,0.2492780130410667,0.015889553456365862
constant_post_cell,wealth_earnings,H0,log parameter,0.05940666807063951,0.009005490636273001,0.11082611968862185,6.096876962747856,6.14586139445743,-0.04898443170957467
constant_post_cell,bequest_wealth,H0,log parameter,0.0007810485676587423,0.0008616617134229056,0.000698806763808196,0.012368034993361301,0.0088,0.0035680349933613006
constant_post_cell,old_dispersion,H0,log parameter,-1.7617181840553384,-3.1963920028091626,-0.29805910372803307,3.7297557246748427,3.51593508651872,0.21382063815612273
constant_post_cell,mean_rooms,H0,log parameter,3.030969070329855,2.9733665834383034,3.0897353222026935,6.246382336944046,5.561097376118652,0.6852849608253937
constant_post_cell,ownership_30_55,H0,log parameter,0.22391585944218295,0.2327404578322538,0.21491297432988046,0.5747683591158299,0.6483340343191493,-0.07356567520331936
constant_post_cell,first_birth_rooms,H0,log parameter,-0.07419813387355298,-0.04441959306955184,-0.10457830187894147,0.43884666342482603,0.7202462623815278,-0.28139959895670175
constant_post_cell,family_rooms,H0,log parameter,-0.15982824117022634,-0.2241221741972857,-0.09423535332708484,0.16621534127109694,0.3470669317962507,-0.18085159052515376
constant_post_cell,cps_childlessness,theta0,log parameter,0.00011747849839607203,0.00011789261134210322,0.00011705601896847214,0.16737272770332093,0.19827875100684264,-0.030906023303521712
constant_post_cell,cps_exactly_one,theta0,log parameter,0.00014749551687566432,0.0001488490870791792,0.00014611459997780388,0.2098417015211266,0.21365532522014702,-0.003813623699020413
constant_post_cell,nchs_mean_age,theta0,log parameter,-0.0006793626337986314,-0.0006449369564452274,-0.0007144838262230505,26.585140795182383,25.976263860992496,0.6088769341898868
constant_post_cell,nchs_share30,theta0,log parameter,-3.2175363576468644e-05,-3.0201066114304916e-05,-3.418954852219603e-05,0.26516756649743256,0.2492780130410667,0.015889553456365862
constant_post_cell,wealth_earnings,theta0,log parameter,0.5224950956503048,0.5163145940336459,0.5288004642950453,6.096876962747856,6.14586139445743,-0.04898443170957467
constant_post_cell,bequest_wealth,theta0,log parameter,0.003473545519883552,0.0033971265415099383,0.0035515084199823597,0.012368034993361301,0.0088,0.0035680349933613006
constant_post_cell,old_dispersion,theta0,log parameter,0.789486202978116,-0.5823082791915216,2.188995571535894,3.7297557246748427,3.51593508651872,0.21382063815612273
constant_post_cell,mean_rooms,theta0,log parameter,-0.03810024320923982,-0.03756769555481148,-0.03864355012675792,6.246382336944046,5.561097376118652,0.6852849608253937
constant_post_cell,ownership_30_55,theta0,log parameter,0.017312392770945043,0.016763758473955528,0.01787211133559078,0.5747683591158299,0.6483340343191493,-0.07356567520331936
constant_post_cell,first_birth_rooms,theta0,log parameter,0.003159284015277328,0.0032224312254227464,0.0030948610179949475,0.43884666342482603,0.7202462623815278,-0.28139959895670175
constant_post_cell,family_rooms,theta0,log parameter,0.004177679876939038,0.0052393200315758596,0.003094591001919327,0.16621534127109694,0.3470669317962507,-0.18085159052515376
