age,tenure,mass,budget_excess_mass,budget_excess_share,consumption_floor_mass,weighted_positive_budget_gap,maximum_occupied_excess
18.0,0,0.012278551608879867,0.0,0.0,0.0,2.618777548073268e-19,1.7763568394002505e-15
18.0,1,0.000754951584137251,0.0,0.0,0.0,6.99727227332748e-21,1.1102230246251565e-16
18.0,2,0.0006247834879807183,0.0,0.0,0.0,0.0,0.0
18.0,3,0.0004118917498970451,0.0,0.0,0.0,0.0,0.0
18.0,4,2.6516559072399183e-05,0.0,0.0,0.0,3.0663115547163313e-21,4.440892098500626e-16
18.0,5,0.00024042705917195608,0.0,0.0,0.0,0.0,0.0
22.0,0,0.026194207028368503,0.0,0.0,0.0,8.234201088311023e-19,1.7763568394002505e-15
22.0,1,0.008680073238994328,0.0,0.0,0.0,3.4084639402677705e-19,1.7763568394002505e-15
22.0,2,0.004360976797674993,0.0,0.0,0.0,8.818870113428747e-20,1.7763568394002505e-15
22.0,3,0.003055347381313015,0.0,0.0,0.0,6.207985632523436e-20,8.881784197001252e-16
22.0,4,0.0007105742037363407,0.0,0.0,0.0,1.0655584239740217e-19,8.881784197001252e-16
22.0,5,0.0017400494777817881,0.0,0.0,0.0,3.462129175178416e-20,8.881784197001252e-16
26.0,0,0.03403633401914018,0.0,0.0,0.0,1.4475037258926756e-18,1.7763568394002505e-15
26.0,1,0.012510690746618544,0.0,0.0,0.0,1.6279639896680785e-19,2.220446049250313e-16
26.0,2,0.008415068439262336,0.0,0.0,0.0,1.3848473552906993e-19,1.7763568394002505e-15
26.0,3,0.005241322060570788,0.0,0.0,0.0,1.786076789010728e-19,1.7763568394002505e-15
26.0,4,0.0015317095438120553,0.0,0.0,0.0,1.6623943749808607e-19,8.881784197001252e-16
26.0,5,0.0033675905858678336,0.0,0.0,0.0,6.750932323359862e-20,8.881784197001252e-16
30.0,0,0.039168334566054494,0.0,0.0,0.0,1.2846001468772469e-18,1.7763568394002505e-15
30.0,1,0.010723330801105203,0.0,0.0,0.0,1.4296168154574734e-19,8.881784197001252e-16
30.0,2,0.010895655704649423,0.0,0.0,0.0,9.309202808519925e-20,1.7763568394002505e-15
30.0,3,0.008975012786819055,0.0,0.0,0.0,3.871900959527851e-19,1.7763568394002505e-15
30.0,4,0.002691344260434248,0.0,0.0,0.0,1.126067303511178e-19,8.881784197001252e-16
30.0,5,0.0053580020714505735,0.0,0.0,0.0,1.116392900298755e-19,7.105427357601002e-15
34.0,0,0.04070383040612053,0.0,0.0,0.0,1.0177496978719487e-18,1.7763568394002505e-15
34.0,1,0.008907384469903946,0.0,0.0,0.0,1.8983591424589627e-19,8.881784197001252e-16
34.0,2,0.010779346027995618,0.0,0.0,1.280661457473504e-10,6.265444012271926e-20,1.7763568394002505e-15
34.0,3,0.010848605193680732,0.0,0.0,0.0,5.211620888793953e-19,1.7763568394002505e-15
34.0,4,0.0038201434300122812,0.0,0.0,0.0,6.663485517015815e-20,8.881784197001252e-16
34.0,5,0.006505042322550823,0.0,0.0,0.0,4.644893304084608e-19,7.105427357601002e-15
38.0,0,0.04113055773925446,0.0,0.0,0.0,7.6787667051401635e-19,1.7763568394002505e-15
38.0,1,0.007158670141462682,0.0,0.0,0.0,1.4731251923940234e-19,8.881784197001252e-16
38.0,2,0.00991640164225696,0.0,0.0,4.619751719339173e-10,3.6624586406494664e-20,1.7763568394002505e-15
38.0,3,0.012359923115814296,0.0,0.0,0.0,5.130538207161753e-19,1.7763568394002505e-15
38.0,4,0.0047934653025145536,0.0,0.0,0.0,3.025189053577056e-20,3.552713678800501e-15
38.0,5,0.007452856639261874,0.0,0.0,0.0,8.204335838737771e-19,7.105427357601002e-15
42.0,0,0.04040576388597144,0.0,0.0,0.0,5.245875434041451e-19,1.7763568394002505e-15
42.0,1,0.0059955287792716845,0.0,0.0,0.0,9.318162967171225e-20,8.881784197001252e-16
42.0,2,0.009113151750169385,0.0,0.0,1.0323188870123843e-29,2.631989147811388e-20,1.7763568394002505e-15
42.0,3,0.012506288031345122,0.0,0.0,0.0,6.369569590399375e-19,1.7763568394002505e-15
42.0,4,0.005455104381256085,0.0,0.0,0.0,2.754941497576637e-20,3.552713678800501e-15
42.0,5,0.008003993245769576,0.0,0.0,0.0,1.326297412464994e-18,7.105427357601002e-15
46.0,0,0.037270956593405506,0.0,0.0,0.0,2.6157780994762515e-19,1.7763568394002505e-15
46.0,1,0.005122170917451959,0.0,0.0,0.0,4.8900897348582344e-20,8.881784197001252e-16
46.0,2,0.008119481483353145,0.0,0.0,1.703902611065613e-11,1.2968100445787665e-20,1.7763568394002505e-15
46.0,3,0.011354783382916662,0.0,0.0,0.0,6.64618832396269e-19,1.7763568394002505e-15
46.0,4,0.005431598110285925,0.0,0.0,0.0,2.2160418830170022e-20,3.552713678800501e-15
46.0,5,0.007863993932652752,0.0,0.0,0.0,1.9912415176334737e-18,7.105427357601002e-15
50.0,0,0.04001918750087412,0.0,0.0,0.0,2.168908086614749e-19,1.7763568394002505e-15
50.0,1,0.005057488682634614,0.0,0.0,7.971464309761779e-07,5.847433245167866e-20,8.881784197001252e-16
50.0,2,0.008575280814510311,0.0,0.0,5.244272124522207e-09,1.3192483154220767e-20,1.7763568394002505e-15
50.0,3,0.011706511958246634,0.0,0.0,0.0,7.26576350215144e-19,8.881784197001252e-16
50.0,4,0.006244720413304453,0.0,0.0,2.6207198504170534e-12,4.7238245931147105e-20,3.552713678800501e-15
50.0,5,0.009057007814284267,0.0,0.0,0.0,3.4007487355470294e-18,7.105427357601002e-15
54.0,0,0.03901072066000701,0.0,0.0,5.370047596220631e-10,1.2495593396430931e-19,1.7763568394002505e-15
54.0,1,0.004544121752970561,0.0,0.0,0.0,5.141409617630421e-20,8.881784197001252e-16
54.0,2,0.00825157150426236,0.0,0.0,0.0,1.1970168303408883e-20,4.440892098500626e-16
54.0,3,0.011010135998902297,0.0,0.0,0.0,5.101609613754831e-19,8.881784197001252e-16
54.0,4,0.0064713871346464315,0.0,0.0,1.5221333717737606e-12,5.554184288228028e-20,3.552713678800501e-15
54.0,5,0.009298465846132866,0.0,0.0,0.0,4.955534442631163e-18,7.105427357601002e-15
58.0,0,0.042953137362356154,2.2856140333426736e-10,5.3211806487173405e-09,1.3394153260969918e-08,7.622988683354746e-11,0.33352038292458086
58.0,1,0.0045097250683782215,0.0,0.0,0.0,7.284192091885342e-20,2.220446049250313e-16
58.0,2,0.009039308247473456,0.0,0.0,6.669872362325339e-08,3.3389328126051334e-20,4.440892098500626e-16
58.0,3,0.01170133456081025,0.0,0.0,0.0,8.051767198381736e-19,8.881784197001252e-16
58.0,4,0.007438733827152379,0.0,0.0,0.0,1.4825646839394485e-20,3.552713678800501e-15
58.0,5,0.010818786291759247,0.0,0.0,0.0,5.05351612093406e-18,7.105427357601002e-15
62.0,0,0.04370219168733741,1.4423825209189474e-10,3.300480971843052e-09,3.1924375817343283e-08,4.8106397179761595e-11,0.33352038292458086
62.0,1,0.004323697514055166,0.0,0.0,0.0,7.845663681326265e-20,2.220446049250313e-16
62.0,2,0.009176764372127269,0.0,0.0,4.846249824044819e-07,6.954929396161832e-20,2.220446049250313e-16
62.0,3,0.011693365482956715,0.0,0.0,0.0,4.2428068289230584e-19,8.881784197001252e-16
62.0,4,0.007680815586314406,0.0,0.0,0.0,2.8260138164227365e-20,3.552713678800501e-15
62.0,5,0.011492943313768603,0.0,0.0,0.0,6.218490642345205e-18,7.105427357601002e-15
66.0,0,0.03980554117867441,0.0,0.0,0.0,6.040784230262913e-20,2.220446049250313e-16
66.0,1,0.00398054158228933,0.0,0.0,0.0,3.8555203679903357e-19,2.220446049250313e-16
66.0,2,0.007877874085189059,0.0,0.0,0.0,0.0,0.0
66.0,3,0.01038409273427836,0.0,0.0,0.0,9.424809113051864e-19,8.881784197001252e-16
66.0,4,0.007189490274086695,0.0,0.0,0.0,5.801749184348813e-21,3.552713678800501e-15
66.0,5,0.010771468484615198,0.0,0.0,0.0,2.0375437078650727e-24,4.440892098500626e-16
70.0,0,0.0346098506465172,0.0,0.0,0.0,6.868059461189506e-20,1.7763568394002505e-15
70.0,1,0.0015492531340875386,0.0,0.0,0.0,1.578223606421965e-19,2.220446049250313e-16
70.0,2,0.00858949089112972,0.0,0.0,0.0,2.412479165678353e-24,4.440892098500626e-16
70.0,3,0.009161822221243305,0.0,0.0,0.0,7.84246452614031e-19,8.881784197001252e-16
70.0,4,0.0060524629921669395,0.0,0.0,0.0,9.494135513398943e-23,1.1102230246251565e-16
70.0,5,0.009664699600926483,0.0,0.0,0.0,1.1440963356533793e-20,8.881784197001252e-16
74.0,0,0.028399218521698757,0.0,0.0,0.0,1.639303013172448e-20,1.7763568394002505e-15
74.0,1,7.406267191714981e-06,0.0,0.0,0.0,5.328077310916975e-22,2.220446049250313e-16
74.0,2,0.008241841948311528,0.0,0.0,0.0,2.732198044585624e-20,4.440892098500626e-16
74.0,3,0.007511549779953735,0.0,0.0,0.0,3.0258874569024144e-19,8.881784197001252e-16
74.0,4,0.005143745048699353,0.0,0.0,0.0,2.6849921640093214e-22,1.1102230246251565e-16
74.0,5,0.007871733379617829,0.0,0.0,0.0,1.1083978511124215e-19,8.881784197001252e-16
78.0,0,0.01962699150561711,0.0,0.0,0.0,1.109214030803504e-18,1.7763568394002505e-15
78.0,1,0.0,0.0,0.0,0.0,0.0,0.0
78.0,2,0.005611660952516818,0.0,0.0,0.0,3.163622539564783e-20,4.440892098500626e-16
78.0,3,0.005161635021374811,0.0,0.0,0.0,2.3161541588445557e-19,8.881784197001252e-16
