age,tenure,income_index,parity,dependent_children,wealth,mass,consumption,saving,excess_expenditure,resources
58.0,0,0,3,3,-0.25581395348837255,2.2856140333426736e-10,0.04,-0.0,0.33352038292458086,0.10055199677601195
62.0,0,0,3,3,-0.25581395348837255,1.4423825209189474e-10,0.04,-0.0,0.33352038292458086,0.10055199677601195
