coefficient,estimate,standard_error
Wleft,-.0151366101615463,.024066294
Wm2,-.027805926666645,.022286989
Wm1,.027022404098913,.019268433
Wp1,-.0432556584136029,.01503454
Wp2,-.12179242280198,.016605293
Wp3,-.1587042225062316,.017069329
Wp4,-.1571520566213355,.018425759
Wp5,-.1404988357101973,.01919551
Wp6,-.1505646851062173,.019967409
Wright,-.085973444412068,.023846349
