arm,design,outcome,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
H_moved,H,moved,-3,-2,64355,63817,5315,3656,1659,16735,Wp3,-.1587042225062316,.0170693291664111,.5800679526853239,7441,1968 1969 1970 1985 1986,0,pw=IW,157.291
