moment,six_period,twentyfour_period,level_difference,percent_difference
fertility,1.973112232918695,1.9588715674166806,-0.014240665502014416,-0.7217362126912152
asset_price,0.7559106684272089,0.7527447575360174,-0.003165910891191448,-0.4188207712134351
renter_price,0.09865775372123217,0.09964831618367828,0.0009905624624461096,1.0040391404461113
housing_demand,6.95290412246621,6.934354901831128,-0.01854922063508191,-0.2667837828389641
