scenario,policy_case,period_from_2007,calendar_year,years_from_2023,psi_child,asset_price,asset_price_index,adult_population,population_index,population_index_2023,entry_flow_E,birth_children,birth_children_topcode_adjusted,topcode_adjusted_births_per_adult,effective_mature_entrant_flow_B,raw_state_scheduled_mature_entrant_flow_B,queue_B_over_current_E,outside_entry_flow_M,renewal_retention_rho,retained_mature_entrants,entrant_flow_next,adult_deaths,housing_demand,housing_demand_per_adult,housing_supply,relative_market_residual,mass_accounting_residual,owner_rate,dependent_child_owner_rate,parent_owner_rate,childless_owner_rate,birth_queue_scheduled_flows,birth_queue_raw_state_scheduled_flows,model_state_same_period_mature_flow_B,census_age_bridge_net_residual,census_age_bridge_maximum_target_gap,grid_resolution_fallback,feasibility_frontier_projection_mass,min_distribution_mass,nonfinite_distribution_count,adult_household_units,dependent_child_units,model_population_units,policy_label,supply_intercept_multiplier,dependent_child_ltv95,annual_property_tax_rate,housing_user_cost,property_tax_revenue_discarded,property_tax_revenue_discarded_per_adult,property_tax_lump_sum_transfer,purchase_grant
baseline,baseline,4,2023,0,-0.039235116812901205,0.6937334343958133,1.1370535337618235,1.1292476712477768,1.1292476712477615,1.0,0.014337122049139395,0.08325016432360084,0.09554187572006465,0.08460666172062539,0.06392233827639678,0.05559754931355344,4.458519503238365,0.0,1.0,0.06392233827639678,0.06392233827639678,0.04995973857292628,7.146550210171544,6.328594153552578,7.1466922524929055,1.9875253661900413e-05,1.3322676295501878e-15,0.637167316564105,0.6015952547308694,0.7048274186264879,0.4325914431031524,"[0.05657152752673661, 0.05200218534452615, 0.04803503819683584, 0.045496131295268874]","[0.04907732030558369, 0.045059631737043866, 0.04173557050617226, 0.039642935392190874]",0.05730527016563587,0.0,0.0,False,0.0,0.0,0,1.1292476712477768,0.5212077070593006,1.6504553783070774,No policy,1.0,False,0.01,0.11495958675719566,0.19831203285537707,0.17561429428168843,0.0,False
baseline,baseline,5,2027,4,-0.039235116812901205,0.6976356849642897,1.1434494598892337,1.1432102709512486,1.143210270951233,1.012364514941212,0.06392233827639679,0.0780509176511686,0.08890140538209756,0.07776470142113401,0.05657152752673661,0.04907732030558369,0.8850040385275697,0.0,1.0,0.05657152752673661,0.05657152752673661,0.060251780761320727,7.17212761359799,6.273673177927423,7.171992055674109,1.890101422705852e-05,-2.220446049250313e-16,0.6415316840646684,0.614406647063449,0.7235491104104788,0.41646818015947845,"[0.05200218534452615, 0.04803503819683584, 0.045496131295268874, 0.0423340025629036]","[0.045059631737043866, 0.04173557050617226, 0.039642935392190874, 0.03716710364341362]",0.05252791801095202,0.0,0.0,False,0.0,0.0,0,1.1432102709512486,0.4791878088343827,1.6223980797856314,No policy,1.0,False,0.01,0.11560623443270489,0.2001412864145492,0.17506953138905754,0.0,False
supply-plus-20,supply-plus-20,4,2023,0,-0.039235116812901205,0.5675267135285633,0.9301962729876199,1.1292476712477768,1.1292476712477615,1.0,0.014337122049139395,0.08445696608518859,0.09682527073528485,0.08574316618098182,0.06392233827639678,0.05559754931355344,4.458519503238365,0.0,1.0,0.06392233827639678,0.06392233827639678,0.04995973857292628,7.5570019277111875,6.692067754597165,7.556946495751222,7.335232556752174e-06,6.661338147750939e-16,0.6555302773535758,0.630039423131393,0.7221538142556848,0.45339305192318813,"[0.05657152752673661, 0.05200218534452615, 0.04803503819683584, 0.04610727177870707]","[0.04907732030558369, 0.045059631737043866, 0.04173557050617226, 0.04021760289770885]",0.057439359298439345,0.0,0.0,False,1.7641589411386356e-30,0.0,0,1.1292476712477768,0.5224145088208747,1.6516621800686515,Housing supply +20%,1.2,False,0.01,0.0940456855993025,0.17155201872651793,0.15191708877912194,0.0,False
supply-plus-20,supply-plus-20,5,2027,4,-0.039235116812901205,0.5799469026400624,0.9505534004072025,1.143210270951248,1.1432102709512324,1.0123645149412113,0.06392233827639679,0.07924004658886745,0.09018165046803128,0.07888456984644872,0.05657152752673661,0.04907732030558369,0.8850040385275697,0.0,1.0,0.05657152752673661,0.05657152752673661,0.06025178076132073,7.660900008217643,6.701216917726889,7.660719484722109,2.3564822585443127e-05,4.440892098500626e-16,0.6670890550613624,0.6517685452796902,0.7473372437550806,0.4455004044668598,"[0.05200218534452615, 0.04803503819683584, 0.04610727177870707, 0.042943643080014894]","[0.045059631737043866, 0.04173557050617226, 0.04021760289770885, 0.03773335551850831]",0.052764334947486204,0.0,0.0,False,0.0,0.0,0,1.143210270951248,0.48131556126804387,1.624525832219292,Housing supply +20%,1.2,False,0.01,0.09610385338668567,0.17771660924804203,0.15545399981423172,0.0,False
dependent-child-ltv95,dependent-child-ltv95,4,2023,0,-0.039235116812901205,0.6941527615026757,1.1377408256595758,1.1292476712477768,1.1292476712477615,1.0,0.014337122049139395,0.08326637543514395,0.0955590658513076,0.08462188436104401,0.06392233827639678,0.05559754931355344,4.458519503238365,0.0,1.0,0.06392233827639678,0.06392233827639678,0.04995973857292628,7.149678581905748,6.331364468527633,7.149413433236345,3.7086772485559125e-05,0.0,0.6444908319634506,0.6214880897666847,0.714424601757808,0.43303031040665413,"[0.05657152752673661, 0.05200218534452615, 0.04803503819683584, 0.045504317072051235]","[0.04907732030558369, 0.045059631737043866, 0.04173557050617226, 0.03965065496911616]",0.057307071395898405,0.0,0.0,False,0.0,0.0,0,1.1292476712477768,0.521223918170838,1.6504715894186148,5% down payment for dependent-child households,1.0,True,0.01,0.1150290740682159,0.1985187652594564,0.17579736519637215,0.0,False
dependent-child-ltv95,dependent-child-ltv95,5,2027,4,-0.039235116812901205,0.6984234279064518,1.1447405983174421,1.1432102709512473,1.1432102709512317,1.0123645149412106,0.06392233827639679,0.07806781406208656,0.08891944460519942,0.07778048086570369,0.05657152752673661,0.04907732030558369,0.8850040385275697,0.0,1.0,0.05657152752673661,0.05657152752673661,0.06025178076132072,7.177288801824234,6.27818782265849,7.177092940273004,2.728981676273828e-05,2.220446049250313e-16,0.6521811618619785,0.6441265726773877,0.7379076669578721,0.4169182183798763,"[0.05200218534452615, 0.04803503819683584, 0.045504317072051235, 0.04234259266914258]","[0.045059631737043866, 0.04173557050617226, 0.03965065496911616, 0.03717514955337455]",0.05253119637440402,0.0,0.0,False,0.0,0.0,0,1.1432102709512473,0.47921731389631406,1.6224275848475613,5% down payment for dependent-child households,1.0,True,0.01,0.11573677247312776,0.20051146592178684,0.17539333840570667,0.0,False
combined,combined,4,2023,0,-0.039235116812901205,0.5687459578147369,0.9321946573170706,1.1292476712477768,1.1292476712477615,1.0,0.014337122049139395,0.08447680660719262,0.09684651821731131,0.08576198178943287,0.06392233827639678,0.05559754931355344,4.458519503238365,0.0,1.0,0.06392233827639678,0.06392233827639678,0.04995973857292628,7.567335773045947,6.701218843058867,7.567170448749298,2.1847571396569467e-05,4.440892098500626e-16,0.6670511397892199,0.6611980846853387,0.7372458051412166,0.45406768715801593,"[0.05657152752673661, 0.05200218534452615, 0.04803503819683584, 0.0461173896272911]","[0.04907732030558369, 0.045059631737043866, 0.04173557050617226, 0.040227050765329814]",0.05744156375406224,0.0,0.0,False,1.7641589411386356e-30,0.0,0,1.1292476712477768,0.5224343493428807,1.6516820205906575,Supply +20% and family credit,1.2,True,0.01,0.0942477283614719,0.17215566529386958,0.15245164517690815,0.0,False
combined,combined,5,2027,4,-0.039235116812901205,0.5815927293032671,0.953250968277758,1.1432102709512477,1.1432102709512322,1.012364514941211,0.06392233827639679,0.07926086418344486,0.09020407880086997,0.07890418857574866,0.05657152752673661,0.04907732030558369,0.8850040385275697,0.0,1.0,0.05657152752673661,0.05657152752673661,0.06025178076132071,7.674486604619862,6.713101517391056,7.674408688744355,1.0152687805298964e-05,1.1102230246251565e-15,0.6824056853709658,0.6940762953770094,0.7678643072971498,0.44640455415644065,"[0.05200218534452615, 0.04803503819683584, 0.0461173896272911, 0.042954323238509506]","[0.045059631737043866, 0.04173557050617226, 0.040227050765329814, 0.03774326865878326]",0.05276836262103145,0.0,0.0,False,0.0,0.0,0,1.1432102709512477,0.48135181047338277,1.6245620814246304,Supply +20% and family credit,1.2,True,0.01,0.09637658574135555,0.17853702441528915,0.15617164134361144,0.0,False
property-tax-2pct-no-rebate,property-tax-2pct-no-rebate,4,2023,0,-0.039235116812901205,0.6403001955269467,1.0494745732218889,1.1292476712477768,1.1292476712477615,1.0,0.014337122049139395,0.08223231142955384,0.09444793007147712,0.083637923261879,0.06392233827639678,0.05559754931355344,4.458519503238365,0.0,1.0,0.06392233827639678,0.06392233827639678,0.04995973857292628,6.794692991695204,6.017008637429662,6.794780262591839,1.2843814407947777e-05,-4.440892098500626e-16,0.6138303587415375,0.5776265854325511,0.6766072606573166,0.42453832230506283,"[0.05657152752673661, 0.05200218534452615, 0.04803503819683584, 0.044975204795941484]","[0.04907732030558369, 0.045059631737043866, 0.04173557050617226, 0.039158243537882775]",0.05719217543324802,0.0,0.0,False,0.0,0.0,0,1.1292476712477768,0.5201898541652374,1.6494375254130142,Property tax: 1% to 2% (no rebate),1.0,False,0.02,0.13171709405270324,0.348051460090241,0.30821534456273647,0.0,False
property-tax-2pct-no-rebate,property-tax-2pct-no-rebate,5,2027,4,-0.039235116812901205,0.635387934857145,1.0414232049636734,1.1432102709512468,1.1432102709512313,1.0123645149412102,0.06392233827639679,0.07711349815584041,0.08788375059004612,0.07687452853001353,0.05657152752673661,0.04907732030558369,0.8850040385275697,0.0,1.0,0.05657152752673661,0.05657152752673661,0.060251780761320727,6.761824543523774,5.914768888401754,6.761892687479154,1.0077645199246718e-05,4.440892098500626e-16,0.6201184077713557,0.5875405052503472,0.6963686404414758,0.41189568949451166,"[0.05200218534452615, 0.04803503819683584, 0.044975204795941484, 0.0418494050428791]","[0.045059631737043866, 0.04173557050617226, 0.039158243537882775, 0.03672071340754305]",0.05233579769493834,0.0,0.0,False,0.0,0.0,0,1.1432102709512468,0.47745872590976557,1.6206689968610124,Property tax: 1% to 2% (no rebate),1.0,False,0.02,0.1307065856924439,0.3437105386060742,0.30065382313277067,0.0,False
