gap,loss_contribution,model,moment,target,weight
-0.10950481643104215,17.0964708372175,1.8084951835689578,tfr,1.918,1425.7389910084596
-0.07690868353082231,101.6231651170848,0.11109131646917769,childless_rate,0.188,17180.743822072007
-0.1868079019810409,0.558355075880931,25.12375289738096,mean_age_first_birth,25.310560799362,16.0
0.031068557227194316,15.082113252803877,0.3011309340785363,share_first_births_age30plus,0.270062376851342,15625.0
0.018540203999425797,0.31144689486945415,0.6829752039994258,housing_increment_0to1,0.664435,906.0558911497827
-0.00913855243885825,0.2470748783907494,0.35856100637114174,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,2958.514988007638
-0.0038964654134749643,0.21603994959545764,0.16376520458652505,own_family_gap,0.16766167,14229.590955975675
-0.053679232437486735,3.4803601759063825,0.5217927675625132,own_rate,0.575472,1207.8460856134493
-0.29768096876697925,1.0609890238818303,5.4822895131749885,aggregate_mean_occupied_rooms_18_85,5.779970481941968,11.973159013172177
-0.8926265775112814,5.009903122604421,5.980473422488719,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,6.287669427540395
0.0005993500346771364,1.855477603654362,0.009399350034677137,annual_bequest_flow_to_aggregate_wealth,0.0088,5165289.256198346
-1.433152773026566,116.9912065978632,2.014957981418954,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,56.95977216091135
