arm,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
S5,-3,-2,60178,5972,20049,Wp3,.8752549942846685,.065945787273758,4.694706308919507,5944,1970 1971 1978 1985 1986,0,none,51.536
