candidate,period,calendar_year,period_tfr_explicit_states,period_tfr_topcode_adjusted,period_first_birth_mean_age,period_first_birth_share_age30plus,role,denominator
task_001,0,2007.0,1.8829509609621056,2.100017748292333,29.727511019766112,0.4256033105778613,untargeted_current-rate_diagnostic,model pre-fertility adult-household mass by age
task_001,1,2011.0,1.7352341928691628,1.9411560573285302,29.89836048897686,0.44022663713775606,untargeted_current-rate_diagnostic,model pre-fertility adult-household mass by age
task_001,2,2015.0,1.5868269449191732,1.7786620680281526,30.114719447544633,0.4553467829898555,untargeted_current-rate_diagnostic,model pre-fertility adult-household mass by age
task_001,3,2019.0,1.4401506681767131,1.614036718333736,30.318262734976873,0.4666029205756863,untargeted_current-rate_diagnostic,model pre-fertility adult-household mass by age
task_001,4,2023.0,1.2971157375189284,1.4503026535131545,30.623589632117284,0.49028869821574755,untargeted_current-rate_diagnostic,model pre-fertility adult-household mass by age
