candidate,moment,target,model,gap,weight,loss_contribution,standardized_gap
task_001,tfr,1.918,1.9266749951766684,0.008674995176668476,1425.7389910084596,0.1072947595425591,0.3275587879183813
task_001,childless_rate,0.188,0.1876967120933536,-0.00030328790664641003,17180.743822072007,0.0015803458825805424,-0.0397535644009508
task_001,mean_age_first_birth,26.0446272574833,26.323911448088705,0.27928419060540577,44.44444444444444,3.4666515165385166,1.8618946040360385
task_001,share_first_births_age30plus,0.260327401666964,0.24178169967546825,-0.018545701991495744,10000.0,3.439430623573692,-1.8545701991495744
task_001,housing_increment_0to1,0.7202462623815278,0.5081530451410394,-0.21209321724048835,137.5652749002964,6.188172055538848,-2.4876036773446946
task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.364281663242247,-0.0034178955677530154,2958.514988007638,0.03456140200660318,-0.18590697137709275
task_001,own_family_gap,0.16766167,0.17274830365884608,0.005086633658846068,14229.590955975675,0.3681741878250727,0.6067735886021018
task_001,own_rate,0.575472,0.5719678593187212,-0.0035041406812788,1207.8460856134493,0.01483114439729813,-0.12178318602047711
task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.336030211574836,0.5560597296328682,11.973159013172177,3.702129776871832,1.9240919356599964
task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.051244452589396,0.17814445258939582,6.287669427540395,0.19954199351046809,0.44670123517902666
task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008531445433755742,-0.0002685545662442588,5165289.256198346,0.37252869344339856,-0.6103512869187699
task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.291352286762393,-0.15675846768312685,56.95977216091135,1.3996848524236052,-1.183082774966995
