date,price,user_cost,owner_housing,old_owner_housing,owner_adult_consumption,old_owner_consumption,old_owner_estate,housing_residual,transfer_residual,estate_slack,retention_slack,owner_saving,renter_saving,young_owner_grant,old_owner_grant,young_renter_grant,old_renter_grant,passive_grant
56,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
57,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
58,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
59,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
60,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
61,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
62,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
63,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
64,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
65,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
66,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
67,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
68,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
69,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
70,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
71,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
72,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
73,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
74,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
75,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
76,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
77,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
78,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
79,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
