date,price,user_cost,owner_housing,old_owner_housing,owner_adult_consumption,old_owner_consumption,old_owner_estate,housing_residual,transfer_residual,estate_slack,retention_slack,owner_saving,renter_saving,young_owner_grant,old_owner_grant,young_renter_grant,old_renter_grant,passive_grant
0,0.34285908382440744,0.18008877943247825,0.8759847650548308,0.6576548500128326,0.49329153028593326,0.3947875307555352,0.31583002460442816,4.440892098500626e-16,0.0,0.09046251739418967,0.21778836469956142,0.4226671156781649,0.3586354155312673,6.786679816760816e-05,-3.830717044171414e-05,7.794371655405422e-05,7.794371655405422e-05,-8.924073830413661e-05
1,0.34268356297507874,0.1799088705619163,0.8755844180178902,0.6580551970497732,0.4933697688370966,0.39463322422874664,0.31570657938299734,4.440892098500626e-16,0.0,0.09020187982371353,0.21792956800505758,0.42259313550027794,0.3586354155312672,9.677610366257139e-06,1.2637952648687605e-05,0.0,0.0,-2.4309710348346643e-05
2,0.34268356297507874,0.1799088705619163,0.8754800471093266,0.6581595679583369,0.49339017631968174,0.3946958150696773,0.3157566520557419,4.440892098500626e-16,0.0,0.09021618630164055,0.21742485005955337,0.4225736221725634,0.3586354155312672,2.5243714027525788e-06,-6.131841536099244e-05,0.0,0.0,6.404795513676221e-05
3,0.34268356297507874,0.1799088705619163,0.875452823349847,0.6581867917178165,0.4933955000611748,0.3947121410557454,0.3157697128445964,4.440892098500626e-16,0.0,0.09021991795559897,0.21729325539151012,0.42256853165944264,0.3586354155312672,6.585444235415738e-07,-1.5997300505977106e-05,0.0,0.0,1.6709446999756612e-05
4,0.34268356297507874,0.1799088705619163,0.8754457214323353,0.658193893635328,0.4933968889255746,0.3947164000489398,0.31577312003915187,4.440892098500626e-16,0.0,0.09022089143975767,0.217258929714519,0.4225672036378027,0.3586354155312672,1.7180234417046858e-07,-4.173466771956701e-06,0.0,0.0,4.359258293667859e-06
5,0.34268356297507874,0.1799088705619163,0.8754438686751317,0.6581957463925318,0.4933972512576157,0.3947175111404597,0.3157740089123678,4.440892098500626e-16,0.0,0.09022114540353368,0.2172499750398036,0.42256685717849773,0.3586354155312672,4.4820456200633796e-08,-1.0887941465009474e-06,0.0,0.0,1.1372645182870376e-06
6,0.34268356297507874,0.1799088705619163,0.8754433853210335,0.6581962297466298,0.4933973457843558,0.39471780100609255,0.31577424080487404,4.440892098500626e-16,0.0,0.09022121165853542,0.21724763892850185,0.42256676679269517,0.3586354155312672,1.1692955291520146e-08,-2.840496242167631e-07,0.0,0.0,2.966948101905012e-07
7,0.34268356297507874,0.1799088705619163,0.8754432592215391,0.6581963558461243,0.49339737044491344,0.39471787662748464,0.31577430130198775,4.440892098500626e-16,0.0,0.09022122894342505,0.21724702947490915,0.42256674321244314,0.3586354155312672,3.0505104831046737e-09,-7.41041553181318e-08,0.0,0.0,7.740308967230792e-08
8,0.34268356297507874,0.1799088705619163,0.8754432263241404,0.6581963887435229,0.4933973768784708,0.3947178963559308,0.3157743170847447,4.440892098500626e-16,0.0,0.09022123345278424,0.21724687047801616,0.42256673706072084,0.3586354155312672,7.958309219957549e-10,-1.9332627463307384e-08,0.0,0.0,2.0193268455908387e-08
9,0.34268356297507874,0.1799088705619163,0.875443217741719,0.6581963973259446,0.4933973785568863,0.39471790150277664,0.3157743212022213,4.440892098500626e-16,0.0,0.09022123462920603,0.2172468289981958,0.4225667354558315,0.3586354155312672,2.0761996982754383e-10,-5.043583279316921e-09,0.0,0.0,5.2681111935283915e-09
10,0.34268356297507874,0.1799088705619163,0.875443215502698,0.6581963995649655,0.49339737899475894,0.39471790284550906,0.3157743222764073,4.440892098500626e-16,0.0,0.09022123493611636,0.2172468181767535,0.4225667350371409,0.3586354155312672,5.416483234155223e-11,-1.3157929251370049e-09,0.0,0.0,1.3743687973570222e-09
11,0.34268356297507874,0.1799088705619163,0.8754432149185721,0.6581964001490913,0.4933973791089931,0.3947179031958072,0.3157743225566458,4.440892098500626e-16,0.0,0.09022123501618454,0.21724681535360668,0.4225667349279108,0.3586354155312672,1.4130766001763106e-11,-3.4326975203308185e-10,0.0,0.0,3.5855126798330894e-10
12,0.34268356297507874,0.1799088705619163,0.8754432147661827,0.6581964003014806,0.49339737913879506,0.3947179032871945,0.31577432262975563,4.440892098500626e-16,0.0,0.09022123503707305,0.2172468146170915,0.4225667348994146,0.3586354155312672,3.686495553267832e-12,-8.955385651793213e-11,0.0,0.0,9.354057847565737e-11
13,0.34268356297507874,0.1799088705619163,0.8754432147264267,0.6581964003412367,0.49339737914656995,0.39471790331103607,0.3157743226488289,4.440892098500626e-16,0.0,0.09022123504252255,0.21724681442494598,0.4225667348919801,0.3586354155312672,9.617515117632536e-13,-2.3363331234926843e-11,0.0,0.0,2.440341361993867e-11
14,0.34268356297507874,0.1799088705619163,0.8754432147160549,0.6581964003516085,0.49339737914859827,0.394717903317256,0.3157743226538048,4.440892098500626e-16,0.0,0.09022123504394419,0.2172468143748182,0.42256673489004076,0.3586354155312672,2.5090346467138147e-13,-6.094852920968119e-12,0.0,0.0,6.366172275277604e-12
15,0.34268356297507874,0.1799088705619163,0.8754432147133492,0.6581964003543144,0.4933973791491274,0.3947179033188786,0.3157743226551029,4.440892098500626e-16,0.0,0.09022123504431509,0.21724681436174054,0.4225667348895349,0.3586354155312672,6.546152508946079e-14,-1.58984544279539e-12,0.0,0.0,1.6606048197973635e-12
16,0.34268356297507874,0.1799088705619163,0.8754432147126432,0.6581964003550203,0.49339737914926546,0.39471790331930195,0.3157743226554416,4.440892098500626e-16,0.0,0.09022123504441187,0.21724681435832893,0.4225667348894029,0.3586354155312672,1.707661789751569e-14,-4.1471600459308533e-13,0.0,0.0,4.331729523108981e-13
17,0.34268356297507874,0.1799088705619163,0.8754432147124591,0.6581964003552044,0.4933973791493015,0.39471790331941237,0.3157743226555299,4.440892098500626e-16,0.0,0.09022123504443708,0.21724681435743876,0.42256673488936836,0.3586354155312672,4.461708780212348e-15,-1.078919939501155e-13,0.0,0.0,1.1267294811443344e-13
18,0.34268356297507874,0.1799088705619163,0.875443214712411,0.6581964003552524,0.49339737914931087,0.39471790331944123,0.315774322655553,4.440892098500626e-16,0.0,0.09022123504444374,0.21724681435720672,0.42256673488935925,0.3586354155312672,1.1657341758564144e-15,-2.803920290395112e-14,0.0,0.0,2.927491636208451e-14
19,0.34268356297507874,0.1799088705619163,0.8754432147123985,0.6581964003552649,0.4933973791493133,0.3947179033194487,0.315774322655559,4.440892098500626e-16,0.0,0.09022123504444543,0.2172468143571461,0.4225667348893569,0.3586354155312672,3.0531133177191805e-16,-7.236398980037251e-15,0.0,0.0,7.550458530465651e-15
20,0.34268356297507874,0.1799088705619163,0.8754432147123953,0.6581964003552682,0.493397379149314,0.39471790331945067,0.31577432265556055,4.440892098500626e-16,0.0,0.09022123504444587,0.21724681435713034,0.42256673488935625,0.3586354155312672,8.326672684688674e-17,-1.9628396130677572e-15,0.0,0.0,2.0475339301112586e-15
21,0.34268356297507874,0.1799088705619163,0.8754432147123944,0.658196400355269,0.49339737914931414,0.3947179033194512,0.315774322655561,4.440892098500626e-16,0.0,0.09022123504444601,0.21724681435712623,0.42256673488935625,0.3586354155312672,2.0816681711721685e-17,-1.8648277366750676e-16,0.0,0.0,1.8047022641958948e-16
22,0.34268356297507874,0.1799088705619163,0.8754432147123942,0.6581964003552693,0.4933973791493142,0.39471790331945134,0.3157743226555611,4.440892098500626e-16,0.0,0.09022123504444604,0.21724681435712512,0.42256673488935614,0.3586354155312672,6.938893903907228e-18,-6.158268339717665e-17,0.0,0.0,5.952682860960281e-17
23,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712478,0.42256673488935614,0.3586354155312672,0.0,-3.382710778154774e-17,0.0,0.0,3.6849941520230314e-17
24,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
25,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
26,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
27,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
28,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
29,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
30,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
31,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
32,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
33,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
34,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
35,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
36,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
37,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
38,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
39,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
40,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
41,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
42,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
43,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
44,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
45,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
46,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
47,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
48,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
49,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
50,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
51,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
52,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
53,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
54,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
55,0.34268356297507874,0.1799088705619163,0.8754432147123941,0.6581964003552694,0.4933973791493142,0.3947179033194514,0.31577432265556116,4.440892098500626e-16,0.0,0.09022123504444607,0.21724681435712467,0.42256673488935614,0.3586354155312672,0.0,-1.9949319973733282e-17,0.0,0.0,2.173201679398198e-17
