date,price,next_price,transfer,gain_tax_per_unit,next_gain_tax_per_unit,rent,rental_user_cost,incumbent_user_cost,owner_user_cost,owner_access_wedge,gross_marginal_value_gap,young_mass,old_mass,previous_owner_share,young_owner_share,average_fertility,renter_fertility,owner_fertility,average_young_housing,renter_housing,owner_housing,average_old_housing,old_renter_housing,old_owner_housing,old_owner_sales,renter_saving,owner_saving,renter_old_branch,owner_old_branch,renter_normalized_euler_residual,owner_normalized_euler_residual,renter_budget_residual,owner_budget_residual,renter_fertility_foc_residual,owner_fertility_foc_residual,renter_child_price_identity_residual,owner_child_price_identity_residual,owner_unconstrained_housing,owner_size_limit_slack,renter_unconstrained_housing,old_owner_retention_slack,old_owner_estate_slack,old_renter_cap_shadow_wedge,housing_residual,government_residual
0.0,0.354031009287766,0.3527500174853289,0.006081903808008327,0.0,0.0,0.3730135515545913,0.18650677577729566,0.18650677577729566,0.18650677577729566,0.13070313423805838,0.13070313423805838,1.4552639291234173,1.4552639291234173,0.74856612661182,0.7437582851006548,0.5018911984510438,0.35241586555810944,0.5533888642961409,0.7787281650304954,0.45,0.8919825252581997,0.59559298728509,0.45,0.6444958262325827,0.23094738846691387,0.35821857944177826,0.42724013569902497,renter_cap,interior,0.0,2.1668831245878247e-16,2.220446049250313e-16,0.0,-2.220446049250313e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-2.7755575615628914e-17,1.2600971655995894,1.1080174747418003,1.2741739213308922,0.23094738846691387,0.09319498883407015,0.11798116982836379,-1.899369550528718e-12,-1.4350462354550487e-13
1.0,0.3527500174853289,0.35476431453659757,0.006048458795475476,0.0,0.0,0.36837322130832667,0.18418661065416334,0.18418661065416334,0.18418661065416334,0.13222051108248975,0.13222051108248975,1.4607683149006536,1.4552639291234173,0.7437582851006548,0.748325718918613,0.5039715168819913,0.35246278860112035,0.5549264009700932,0.783170855850028,0.45,0.8952217095137195,0.588188033445664,0.45,0.6357969668559222,0.2561855584022774,0.35879829113213735,0.4262567823826347,renter_cap,interior,-1.2689777552727856e-16,0.0,0.0,0.0,0.0,1.1102230246251565e-16,-5.551115123125783e-17,2.7755575615628914e-17,1.2734596047589366,1.1047782904862804,1.287255603990085,0.2561855584022774,0.08672269390728354,0.12038560024329312,-2.5695001681924623e-12,-5.040209943819702e-13
2.0,0.35476431453659757,0.3558547860286471,0.006047518487537413,0.0,0.0,0.3714120587713778,0.1857060293856889,0.1857060293856889,0.1857060293856889,0.1327690809982904,0.1327690809982904,1.4723712469472654,1.4607683149006536,0.748325718918613,0.7432434332528168,0.5014804001771134,0.35239796834983883,0.5529815526202211,0.7771302570227571,0.45,0.890138778745836,0.585839483021255,0.45,0.6315245415025335,0.26369716801118603,0.3587087373581,0.4266265104708339,renter_cap,interior,0.0,0.0,-2.220446049250313e-16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17,1.2646379584583676,1.1098612212541639,1.2780503567943406,0.26369716801118603,0.08801007624391827,0.11909225038966917,-5.862865748440527e-12,-1.5286362073325519e-12
3.0,0.3558547860286471,0.3560355949690748,0.006033273843281471,0.0,0.0,0.3734667163896518,0.1867333581948259,0.1867333581948259,0.1867333581948259,0.13277634734529176,0.13277634734529176,1.4767306442567802,1.4723712469472654,0.7432434332528168,0.7402711513160865,0.500062462548875,0.352360632862449,0.5518845902986333,0.7738027906663894,0.45,0.8874110622718696,0.5822592013875463,0.45,0.627948698192612,0.262190080553224,0.3585744797858214,0.4269303341306173,renter_cap,interior,0.0,0.0,0.0,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.2587350182379282,1.1125889377281304,1.2720205807662048,0.262190080553224,0.08911849612913911,0.11775270722032166,-9.014011759234108e-12,-3.319714294138269e-12
4.0,0.3560355949690748,0.35595136021774393,0.006027053052122264,0.0,0.0,0.3739216094688593,0.18696080473442964,0.18696080473442964,0.18696080473442964,0.13269653188509364,0.13269653188509364,1.4769151249768644,1.4767306442567802,0.7402711513160865,0.739718404932761,0.49980597471605787,0.3523538287213177,0.5516893393851943,0.7732276500157842,0.45,0.8869603998769844,0.5810188824594168,0.45,0.6269876919105732,0.26042337036129637,0.3585282480455206,0.42700984860964686,renter_cap,interior,0.0,2.168794329427253e-16,-2.220446049250313e-16,0.0,1.1102230246251565e-16,0.0,-5.551115123125783e-17,0.0,1.2574331145879967,1.1130396001230156,1.2707197246647897,0.26042337036129637,0.0894152073931368,0.11734569550046167,-1.0860978783000519e-11,-5.962071166813108e-12
5.0,0.35595136021774393,0.355887206888391,0.006026420055564957,0.0,0.0,0.37381308155798404,0.18690654077899202,0.18690654077899202,0.18690654077899202,0.13266030885872535,0.13266030885872535,1.4763420072239002,1.4769151249768644,0.739718404932761,0.7399222186037333,0.49990532146179295,0.3523564439808,0.551767779079541,0.7734720154865933,0.45,0.8871702962197832,0.5810020884677013,0.45,0.6270972407799008,0.2598631590970836,0.3585280740746902,0.42699933832879833,renter_cap,interior,-1.266846485566316e-16,0.0,0.0,2.220446049250313e-16,-2.220446049250313e-16,0.0,-1.1102230246251565e-16,0.0,1.257741259009791,1.1128297037802168,1.2710472547835834,0.2598631590970836,0.08938031721468265,0.11736725579056026,-1.1956435841398161e-11,-8.556658158008805e-12
6.0,0.355887206888391,0.3558716458637793,0.0060270740657329056,0.0,0.0,0.3736971282574222,0.1868485641287111,0.1868485641287111,0.1868485641287111,0.1326563634890442,0.1326563634890442,1.476062451417625,1.4763420072239002,0.7399222186037333,0.7400947187188016,0.49998748849611363,0.35235861416798375,0.5518315607979696,0.7736657863676472,0.45,0.8873302202830928,0.5811803623904015,0.45,0.6272893948744298,0.25988090134535335,0.35853493400952124,0.4269827872048765,renter_cap,interior,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,-3.3306690738754696e-16,0.0,-2.220446049250313e-16,2.7755575615628914e-17,1.25807204980017,1.1126697797169072,1.2713864158566348,0.25988090134535335,0.08932048454768995,0.1174378017556666,-1.2833512030852035e-11,-1.0509958862735528e-11
7.0,0.3558716458637793,0.35587442370186856,0.006027456664570261,0.0,0.0,0.37366245031887896,0.18683122515943948,0.18683122515943948,0.18683122515943948,0.1326600585922645,0.1326600585922645,1.47602551589543,1.476062451417625,0.7400947187188016,0.7401399605855774,0.5000086980722751,0.35235917571964404,0.5518478268064129,0.7737142893245685,0.45,0.8873690201356716,0.5812612915484056,0.45,0.6273574222710785,0.25997279801201434,0.35853797392738246,0.42697709056737043,renter_cap,interior,-1.2669011507815262e-16,0.0,0.0,-2.220446049250313e-16,1.1102230246251565e-16,-1.1102230246251565e-16,5.551115123125783e-17,-2.7755575615628914e-17,1.2581712098216449,1.1126309798643284,1.2714863475301483,0.25997279801201434,0.08929942106958597,0.11746557167954383,-1.3461676218184948e-11,-1.1813784158453994e-11
8.0,0.35587442370186856,0.35587797796305726,0.006027526700426557,0.0,0.0,0.37366459062577323,0.18683229531288661,0.18683229531288661,0.18683229531288661,0.13266227431384467,0.13266227431384467,1.4760511930486644,1.47602551589543,0.7401399605855774,0.7401339880799895,0.5000056997636695,0.35235909720983705,0.5518454131090005,0.7737065505907876,0.45,0.8873620936264899,0.5812701160404906,0.45,0.6273585038384274,0.26001051629724425,0.35853828174524344,0.42697706832847704,renter_cap,interior,0.0,0.0,0.0,0.0,1.1102230246251565e-16,-5.551115123125783e-17,5.551115123125783e-17,-2.7755575615628914e-17,1.2581651863318641,1.1126379063735101,1.271479407852861,0.26001051629724425,0.08929913554589636,0.11746720071777653,-1.3819612121324099e-11,-1.267520185794318e-11
9.0,0.35587797796305726,0.35587912403943034,0.006027500116959096,0.0,0.0,0.3736707307848369,0.18683536539241846,0.18683536539241846,0.18683536539241846,0.13266269440291067,0.13266269440291067,1.4760680193345932,1.4760511930486644,0.7401339880799895,0.7401245793593332,0.500001201637398,0.3523589785012162,0.5518419132038901,0.773695876326938,0.45,0.8873532312724106,0.5812618588537573,0.45,0.6273487786910972,0.2600133149353927,0.3585379612981583,0.42697791266062457,renter_cap,interior,0.0,0.0,0.0,4.440892098500626e-16,0.0,5.551115123125783e-17,1.1102230246251565e-16,0.0,1.2581476704427401,1.1126467687275894,1.2714613734942166,0.2600133149353927,0.08930216829284224,0.11746375326513275,-1.3990697489418835e-11,-1.3239666375829371e-11
