date,price,next_price,transfer,gain_tax_per_unit,next_gain_tax_per_unit,rent,rental_user_cost,incumbent_user_cost,owner_user_cost,owner_access_wedge,gross_marginal_value_gap,young_mass,old_mass,previous_owner_share,young_owner_share,average_fertility,renter_fertility,owner_fertility,average_young_housing,renter_housing,owner_housing,average_old_housing,old_renter_housing,old_owner_housing,old_owner_sales,renter_saving,owner_saving,renter_old_branch,owner_old_branch,renter_normalized_euler_residual,owner_normalized_euler_residual,renter_budget_residual,owner_budget_residual,renter_fertility_foc_residual,owner_fertility_foc_residual,renter_child_price_identity_residual,owner_child_price_identity_residual,owner_unconstrained_housing,owner_size_limit_slack,renter_unconstrained_housing,old_owner_retention_slack,old_owner_estate_slack,old_renter_cap_shadow_wedge,housing_residual,government_residual
0.0,0.40816910677398754,0.39894663387602897,0.007011942964528988,0.0,0.0,0.4378000350106454,0.2189000175053227,0.2189000175053227,0.2189000175053227,0.044947270300597,0.044947270300597,1.4552639291234173,1.4552639291234173,0.74856612661182,0.6999412091276419,0.5038928848746502,0.3511395588867452,0.5693769251053826,0.8209590240476665,0.45,0.9799859748363782,0.5533621282703707,0.45,0.5880801569771946,0.287363057722302,0.356075970481403,0.4529744971130868,renter_cap,interior,0.0,4.0734607428095404e-16,-2.220446049250313e-16,0.0,-2.220446049250313e-16,5.551115123125783e-17,-1.6653345369377348e-16,8.326672684688674e-17,1.102063308080649,1.0200140251636218,1.1094677200290226,0.287363057722302,0.10866941867623706,0.07908939494743608,-1.1535217225855376e-13,6.517201306722404e-15
1.0,0.39894663387602897,0.40873997721937533,0.0068269335035979675,0.0,0.0,0.40910062222648397,0.20455031111324198,0.20455031111324198,0.20455031111324198,0.05532817043026286,0.05532817043026286,1.4665942790000346,1.4552639291234173,0.6999412091276419,0.734622313775766,0.5187690704846067,0.3514828908239942,0.5792001497795594,0.8559819461909749,0.45,1.0026403684967506,0.5116747277842913,0.45,0.5381141544175666,0.44187182041881157,0.3592941236277028,0.44668733908187785,renter_cap,interior,-1.2495842943745774e-16,0.0,-2.220446049250313e-16,0.0,1.1102230246251565e-16,1.6653345369377348e-16,5.551115123125783e-17,5.551115123125783e-17,1.1667872040454808,0.9973596315032494,1.1728483797860538,0.44187182041881157,0.07357501331674685,0.09398837196554141,-2.389199948993337e-13,-3.525973014662634e-14
2.0,0.40873997721937533,0.41510308232161497,0.006839138316165499,0.0,0.0,0.4228138709781044,0.2114069354890522,0.2114069354890522,0.2114069354890522,0.0557774122716167,0.0557774122716167,1.52164750178978,1.4665942790000346,0.734622313775766,0.7129808569388935,0.5080983731844453,0.3511616907143569,0.5712751495018469,0.8268939930299546,0.45,0.9786172684188301,0.5057696132331115,0.45,0.5259160349302083,0.4767243335665423,0.3590790553776026,0.448264547230769,renter_cap,interior,-1.2433447790479406e-16,0.0,-2.220446049250313e-16,0.0,2.220446049250313e-16,-1.1102230246251565e-16,1.6653345369377348e-16,-8.326672684688674e-17,1.1347309950559892,1.0213827315811699,1.1391504026503363,0.4767243335665423,0.07817675890917161,0.0887331905116609,-6.261657858885883e-13,-1.2148731666633813e-13
3.0,0.41510308232161497,0.4164001997685633,0.006765174382408843,0.0,0.0,0.4345611189907473,0.21728055949537364,0.21728055949537364,0.21728055949537364,0.054101286664028275,0.054101286664028275,1.546293240439125,1.52164750178978,0.7129808569388935,0.696221311977353,0.5005257558410869,0.35093523438842456,0.5657958238004424,0.8075904527132025,0.45,0.963616067996543,0.4936940658334257,0.45,0.5112836451472504,0.4673336232715797,0.3583617377403012,0.45005942602323346,renter_cap,interior,0.0,2.0509655076011294e-16,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,5.551115123125783e-17,1.1086864363917996,1.036383932003457,1.1126017015882705,0.4673336232715797,0.08334671196476218,0.08136088496400531,-1.2654322034677534e-12,-2.596854059140158e-13
4.0,0.4164001997685633,0.415812221716091,0.006728694452763855,0.0,0.0,0.43780818780946373,0.21890409390473187,0.21890409390473187,0.21890409390473187,0.0531647179948464,0.0531647179948464,1.5479191858455132,1.546293240439125,0.696221311977353,0.6919963474163194,0.49874856225100406,0.35088443260914126,0.5645620483854925,0.8033432531056232,0.45,0.9606143326115629,0.4892277518328259,0.45,0.5063437963733318,0.45727227162321116,0.35804155635977153,0.45066104396139606,renter_cap,interior,-1.2380044343995681e-16,2.048953643345648e-16,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,-5.551115123125783e-17,5.551115123125783e-17,-1.1102230246251565e-16,1.10170142231372,1.0393856673884372,1.1056729365904696,0.45727227162321116,0.08503134094287498,0.07868891927442856,-1.964650664376677e-12,-6.612452710436038e-13
5.0,0.415812221716091,0.41528685415795824,0.006724079019293798,0.0,0.0,0.43712820036002825,0.21856410018001413,0.21856410018001413,0.21856410018001413,0.053034836860114815,0.053034836860114815,1.544044936842389,1.5479191858455132,0.6919963474163194,0.693164163333329,0.49930633328766383,0.3509032446201459,0.564998399155932,0.8048811188810183,0.45,0.9619726864909531,0.48919051495126803,0.45,0.5066339910573114,0.4539803415542515,0.35802452767289145,0.45061362716461073,renter_cap,interior,0.0,0.0,-2.220446049250313e-16,0.0,-2.220446049250313e-16,-5.551115123125783e-17,-1.1102230246251565e-16,-2.7755575615628914e-17,1.1031455129676306,1.0380273135090468,1.107236829942834,0.4539803415542515,0.08488690331378629,0.07879463632371472,-2.5062174557888284e-12,-1.4291052711561537e-12
6.0,0.41528685415795824,0.4151501157733534,0.006728676006629381,0.0,0.0,0.4361879352504609,0.21809396762523045,0.21809396762523045,0.21809396762523045,0.0531517367548853,0.0531517367548853,1.5419028316923113,1.544044936842389,0.693164163333329,0.6945219363563248,0.4999095260943054,0.3509218026790326,0.5654401866438474,0.8064214699276994,0.45,0.9631896507079326,0.4899963944846383,0.45,0.5077011862418006,0.4542715002491525,0.3580774220707012,0.4504765370040684,renter_cap,interior,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,2.7755575615628914e-17,1.1051588355125865,1.0368103492920673,1.1092964281402449,0.4542715002491525,0.0844986366214753,0.07935148281336887,-2.986277891636746e-12,-2.263474146142435e-12
7.0,0.4151501157733534,0.41518482967642445,0.006731741956907247,0.0,0.0,0.43587290765895004,0.21793645382947502,0.21793645382947502,0.21793645382947502,0.05323138428686702,0.05323138428686702,1.5416238277495418,1.5419028316923113,0.6945219363563248,0.6949416384887555,0.5000886992936515,0.3509270054080864,0.5655661716694971,0.8068573246476793,0.45,0.9635068973902815,0.4903872716104116,0.45,0.5081511821243482,0.45503846858358443,0.3581055837421072,0.45042080537190754,renter_cap,interior,0.0,0.0,-2.220446049250313e-16,0.0,1.1102230246251565e-16,5.551115123125783e-17,-1.1102230246251565e-16,2.7755575615628914e-17,1.1058365156114944,1.0364931026097186,1.1099732834540657,0.45503846858358443,0.08434244904365851,0.0795945851586421,-3.4647840152501885e-12,-2.9335761266541487e-12
8.0,0.41518482967642445,0.4152271371548239,0.006732316906162905,0.0,0.0,0.43590176368184613,0.21795088184092307,0.21795088184092307,0.21795088184092307,0.053246943196713054,0.053246943196713054,1.5418973096387372,1.5416238277495418,0.6949416384887555,0.6948833093429183,0.5000591251551553,0.3509259564213518,0.5655420894161474,0.8067713927723983,0.45,0.9634263378836387,0.4904188339425571,0.45,0.5081614796178472,0.4553454177724343,0.3581088979991681,0.45042041571982133,renter_cap,interior,-1.2388015693595745e-16,0.0,0.0,2.220446049250313e-16,-2.220446049250313e-16,-1.1102230246251565e-16,-2.220446049250313e-16,-2.7755575615628914e-17,1.1057751554494235,1.0365736621163613,1.1099027560675638,0.4553454177724343,0.08434221054005006,0.0796041598552493,-3.875122445151646e-12,-3.4412493976752426e-12
9.0,0.4152271371548239,0.4152406100872867,0.0067320077939084545,0.0,0.0,0.4359750210801023,0.21798751054005114,0.21798751054005114,0.21798751054005114,0.053239246785538014,0.053239246785538014,1.542079639474069,1.5418973096387372,0.6948833093429183,0.6947762948954226,0.5000112225661966,0.3509244752930487,0.5655068500351061,0.8066482470805934,0.45,0.9633281744079595,0.49035960905097964,0.45,0.5080811317646177,0.4553452061190211,0.3581051406144011,0.450430774301554,renter_cap,interior,-1.2387731199548546e-16,0.0,-2.220446049250313e-16,0.0,-1.1102230246251565e-16,0.0,-5.551115123125783e-17,0.0,1.1056178589254433,1.0366718255920406,1.109741274802799,0.4553452061190211,0.08437165704752961,0.07956269138814961,-4.1802117323186394e-12,-3.842140831901577e-12
10.0,0.4152406100872867,0.41523898475417764,0.006731752683899024,0.0,0.0,0.43600426592476005,0.21800213296238002,0.21800213296238002,0.21800213296238002,0.053232655367279724,0.053232655367279724,1.5421142516557378,1.542079639474069,0.6947762948954226,0.6947366353731739,0.499994127438097,0.35092397215408433,0.5654947140639888,0.8066061738833468,0.45,0.9632969181793585,0.49032559954560617,0.45,0.5080411275426086,0.45528704686535093,0.3581027331573102,0.4504357551601804,renter_cap,interior,-1.2387634559694162e-16,2.0493464277310038e-16,0.0,0.0,-1.1102230246251565e-16,2.220446049250313e-16,-1.6653345369377348e-16,8.326672684688674e-17,1.1055549630293902,1.0367030818206415,1.109678131558362,0.45528704686535093,0.08438564981757618,0.07954123564696769,-4.394928865281145e-12,-4.155969140979133e-12
11.0,0.41523898475417764,0.41523566496391023,0.006731690321217799,0.0,0.0,0.43600425378215385,0.21800212689107692,0.21800212689107692,0.21800212689107692,0.053230989708139415,0.053230989708139415,1.542096139332929,1.5421142516557378,0.6947366353731739,0.694738103199877,0.49999509456984875,0.3509240141557538,0.5654956343497408,0.8066095468573872,0.45,0.9633006887270009,0.49032069512437115,0.45,0.5080373814642913,0.45525953671506714,0.3581023039043697,0.45043615426468053,renter_cap,interior,0.0,2.0493437653715862e-16,0.0,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,-2.220446049250313e-16,8.326672684688674e-17,1.105554934268609,1.036699311272999,1.1096787775049468,0.45525953671506714,0.0843867059461883,0.0795389205064724,-4.5494719103089665e-12,-4.388248879859752e-12
12.0,0.41523566496391023,0.41523440024458197,0.006731709056433784,0.0,0.0,0.43599871293143394,0.21799935646571697,0.21799935646571697,0.21799935646571697,0.0532314483443396,0.0532314483443396,1.542081010043133,1.542096139332929,0.694738103199877,0.6947463046863653,0.4999987881048648,0.35092412927601435,0.5654983671284177,0.8066191073061327,0.45,0.9633083902722217,0.49032480724776567,0.45,0.5080431777989931,0.4552575109280078,0.3581025562495113,0.4504354005964014,renter_cap,interior,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,-5.551115123125783e-17,-2.7755575615628914e-17,1.105566824188677,1.0366916097277783,1.1096910338041956,0.4552575109280078,0.08438455794689242,0.07954188470361664,-4.663269770333045e-12,-4.553685528415013e-12
13.0,0.41523440024458197,0.41523442954252304,0.006731729733384564,0.0,0.0,0.4359960909588699,0.21799804547943494,0.21799804547943494,0.21799804547943494,0.05323198080483346,0.05323198080483346,1.5420772723621847,1.542081010043133,0.6947463046863653,0.6947499112920426,0.5000003544246049,0.3509241758503727,0.5654994872699766,0.8066229970317871,0.45,0.9633113243131863,0.490327683162358,0.45,0.5080466321164003,0.45526175815582137,0.3581027570056302,0.45043496810436096,renter_cap,interior,-1.238767368426547e-16,-2.0493466414463024e-16,-2.220446049250313e-16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,2.7755575615628914e-17,1.1055724610617301,1.0366886756868137,1.1096967165097442,0.45526175815582137,0.08438334070223921,0.07954372679040386,-4.746425474877469e-12,-4.669992505581136e-12
14.0,0.41523442954252304,0.41523468277857145,0.0067317359806366725,0.0,0.0,0.4359958977836007,0.21799794889180035,0.21799794889180035,0.21799794889180035,0.0532321461899406,0.0532321461899406,1.5420783654624406,1.5420772723621847,0.6947499112920426,0.6947500672641692,0.5000003972293059,0.3509241761216476,0.5654995005900569,0.8066230298726298,0.45,0.9633112563442598,0.4903282670016874,0.45,0.5080471711420416,0.45526415317114477,0.3581028043300374,0.4504349059053635,renter_cap,interior,0.0,0.0,-2.220446049250313e-16,0.0,0.0,-5.551115123125783e-17,-1.1102230246251565e-16,-5.551115123125783e-17,1.105572880513555,1.0366887436557402,1.1096970883274186,0.45526415317114477,0.08438317071894122,0.07954403824657436,-4.807265696626928e-12,-4.753045045310393e-12
15.0,0.41523468277857145,0.4152347971740948,0.006731735026136839,0.0,0.0,0.4359963025219766,0.2179981512609883,0.2179981512609883,0.2179981512609883,0.05323212374840078,0.05323212374840078,1.542079590579878,1.5420783654624406,0.6947500672641692,0.6947494585546322,0.5000001210617517,0.3509241674355078,0.5654992949014348,0.8066223092586333,0.45,0.9633106688568797,0.4903279992190281,0.45,0.5080467726729905,0.45526448367126937,0.35810278874939616,0.4504349582992616,renter_cap,interior,-1.2387672067992072e-16,0.0,0.0,0.0,1.1102230246251565e-16,-1.6653345369377348e-16,-5.551115123125783e-17,-5.551115123125783e-17,1.1055720123433526,1.0366893311431205,1.1096961889219843,0.45526448367126937,0.08438332058570677,0.0795438371289007,-4.851674617611934e-12,-4.8115327493450815e-12
16.0,0.4152347971740948,0.4152348034279933,0.006731733391706615,0.0,0.0,0.43599653077890094,0.21799826538945047,0.21799826538945047,0.21799826538945047,0.05323208181866937,0.05323208181866937,1.5420799639535911,1.542079590579878,0.6947494585546322,0.6947491407316856,0.4999999821591708,0.35092416327014075,0.5654991949600376,0.8066219617384788,0.45,0.963310403468649,0.4903277618920143,0.45,0.5080464819302095,0.45526418692667014,0.358102772413322,0.450434994886366,renter_cap,interior,-1.2387671267935177e-16,2.0493467334740556e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,-5.551115123125783e-17,1.1055715217664228,1.036689596531351,1.1096956925663155,0.45526418692667014,0.08438342373808846,0.07954368292733352,-4.8832049515112885e-12,-4.8543123271533105e-12
17.0,0.4152348034279933,0.41523478473957076,0.00673173279823825,0.0,0.0,0.43599656228781547,0.21799828114390774,0.21799828114390774,0.21799828114390774,0.053232066206720385,0.053232066206720385,1.5420799089296207,1.5420799639535911,0.6947491407316856,0.6947491054050327,0.49999996863793184,0.3509241629412301,0.5654991865532315,0.806621933525154,0.45,0.9633103889601218,0.49032770016707106,0.45,0.5080464196394677,0.4552639838291813,0.35810276762483634,0.4504350022991108,renter_cap,interior,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,-1.6653345369377348e-16,-2.7755575615628914e-17,1.1055714537233818,1.0366896110398782,1.1096956276978491,0.4552639838291813,0.0843834442305505,0.07954364795615126,-4.905853501213642e-12,-4.885895687332042e-12
18.0,0.41523478473957076,0.4152347747045506,0.006731732826484571,0.0,0.0,0.43599653401156935,0.21799826700578467,0.21799826700578467,0.21799826700578467,0.05323206674803033,0.05323206674803033,1.5420798122039903,1.5420799089296207,0.6947491054050327,0.6947491488243195,0.49999998852250843,0.35092416357378386,0.5654992014863833,0.8066219859339885,0.45,0.9633104323157178,0.4903277158485889,0.45,0.5080464451624996,0.45526394379762214,0.35810276844862277,0.4504349988855518,renter_cap,interior,-2.477534265251396e-16,2.0493467088565932e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0,8.326672684688674e-17,1.1055715143424953,1.0366895676842822,1.10969569091422,0.45526394379762214,0.08438343441383322,0.07954366057686013,-4.9221737796756315e-12,-4.90845523031685e-12
