arm,design,outcome,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
A2h_moved_space,A2h,moved_space,-3,-2,118205,116697,9245,3255,5990,57375,Wp3,.009927141953336,.006333275710267,.0644292803310159,0,,0,pw=IW,328.336
