coefficient_i,coefficient_j,covariance
Wleft,Wleft,.0000362982532457
Wleft,Wm2,.0000227458511392
Wleft,Wm1,.0000187549343428
Wleft,Wp1,.0000135993524361
Wleft,Wp2,.0000138495029238
Wleft,Wp3,.0000126516465184
Wleft,Wp4,.0000126086632056
Wleft,Wp5,.0000123590312194
Wleft,Wp6,.000011212488236
Wleft,Wright,5.18216055180e-06
Wm2,Wleft,.0000227458511392
Wm2,Wm2,.0000389145508704
Wm2,Wm1,.0000181761146584
Wm2,Wp1,.0000141446672249
Wm2,Wp2,.0000145597655673
Wm2,Wp3,.0000135049461091
Wm2,Wp4,.000012834431962
Wm2,Wp5,.000012983769171
Wm2,Wp6,.0000126603440467
Wm2,Wright,9.04481457344e-06
Wm1,Wleft,.0000187549343428
Wm1,Wm2,.0000181761146584
Wm1,Wm1,.0000376651175114
Wm1,Wp1,.0000128537568253
Wm1,Wp2,.0000136492483044
Wm1,Wp3,.0000133391557234
Wm1,Wp4,.0000135849751906
Wm1,Wp5,.0000133361243694
Wm1,Wp6,.0000147691840437
Wm1,Wright,.0000111987732751
Wp1,Wleft,.0000135993524361
Wp1,Wm2,.0000141446672249
Wp1,Wm1,.0000128537568253
Wp1,Wp1,.0000339154293765
Wp1,Wp2,.0000152505649245
Wp1,Wp3,.0000148746740384
Wp1,Wp4,.0000137753244817
Wp1,Wp5,.0000156046926172
Wp1,Wp6,.0000157109905615
Wp1,Wright,.0000153792120372
Wp2,Wleft,.0000138495029238
Wp2,Wm2,.0000145597655673
Wp2,Wm1,.0000136492483044
Wp2,Wp1,.0000152505649245
Wp2,Wp2,.0000392108697854
Wp2,Wp3,.0000175710571694
Wp2,Wp4,.0000174160379637
Wp2,Wp5,.0000172624394519
Wp2,Wp6,.0000175021875463
Wp2,Wright,.0000176774249557
Wp3,Wleft,.0000126516465184
Wp3,Wm2,.0000135049461091
Wp3,Wm1,.0000133391557234
Wp3,Wp1,.0000148746740384
Wp3,Wp2,.0000175710571694
Wp3,Wp3,.0000401103812223
Wp3,Wp4,.0000198039770835
Wp3,Wp5,.0000194038561275
Wp3,Wp6,.0000196962735929
Wp3,Wright,.0000194635333979
Wp4,Wleft,.0000126086632056
Wp4,Wm2,.000012834431962
Wp4,Wm1,.0000135849751906
Wp4,Wp1,.0000137753244817
Wp4,Wp2,.0000174160379637
Wp4,Wp3,.0000198039770835
Wp4,Wp4,.0000415643026074
Wp4,Wp5,.0000209358088382
Wp4,Wp6,.00002030428804
Wp4,Wright,.0000207728829014
Wp5,Wleft,.0000123590312194
Wp5,Wm2,.000012983769171
Wp5,Wm1,.0000133361243694
Wp5,Wp1,.0000156046926172
Wp5,Wp2,.0000172624394519
Wp5,Wp3,.0000194038561275
Wp5,Wp4,.0000209358088382
Wp5,Wp5,.0000399173474978
Wp5,Wp6,.0000235478271546
Wp5,Wright,.0000225368413838
Wp6,Wleft,.000011212488236
Wp6,Wm2,.0000126603440467
Wp6,Wm1,.0000147691840437
Wp6,Wp1,.0000157109905615
Wp6,Wp2,.0000175021875463
Wp6,Wp3,.0000196962735929
Wp6,Wp4,.00002030428804
Wp6,Wp5,.0000235478271546
Wp6,Wp6,.0000425158322253
Wp6,Wright,.0000257117767177
Wright,Wleft,5.18216055180e-06
Wright,Wm2,9.04481457344e-06
Wright,Wm1,.0000111987732751
Wright,Wp1,.0000153792120372
Wright,Wp2,.0000176774249557
Wright,Wp3,.0000194635333979
Wright,Wp4,.0000207728829014
Wright,Wp5,.0000225368413838
Wright,Wp6,.0000257117767177
Wright,Wright,.0000364815620907
