stage,case_id,label,rejection_type,error,unit_vector,source_sha256,target_fingerprint,elapsed_seconds
initial_population,24,initial_23,market_nonconvergence,"{'elapsed_seconds': 3356.4377760887146, 'error': 'Housing market did not clear: residual=1.286e-03.', 'traceback': 'Traceback (most recent call last):\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_open_population_transition.py"", line 1154, in run_birth_vintage_scenario\n    evaluation = calendar.clear_scalar_housing_market(\n        g_pre,\n    ...<8 lines>...\n        initial_policy=initial_policy,\n    )\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_dynamic_population_transition.py"", line 613, in clear_scalar_housing_market\n    raise RuntimeError(\n        f""Housing market did not clear: residual={final.relative_market_residual:.3e}.""\n    )\nRuntimeError: Housing market did not clear: residual=3.226e-03.\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_joint_overnight_case.py"", line 291, in run_case\n    calibration.main()\n    ~~~~~~~~~~~~~~~~^^\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_transition_calibration.py"", line 2263, in main\n    paths, ages, children, scenario_summary = transition.run_birth_vintage_scenario(\n                                              ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^\n        label=label,\n        ^^^^^^^^^^^^\n    ...<24 lines>...\n        period_observer=observer,\n        ^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_joint_overnight_case.py"", line 270, in observed_scenario\n    return original(**kwargs)\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_open_population_transition.py"", line 1176, in run_birth_vintage_scenario\n    evaluation = calendar.clear_scalar_housing_market(\n        g_pre,\n    ...<8 lines>...\n        initial_policy=initial_policy,\n    )\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_dynamic_population_transition.py"", line 613, in clear_scalar_housing_market\n    raise RuntimeError(\n        f""Housing market did not clear: residual={final.relative_market_residual:.3e}.""\n    )\nRuntimeError: Housing market did not clear: residual=1.286e-03.\n', 'type': 'RuntimeError'}","[0.7446577679709152, 0.6970642492453764, 0.8228161798644421, 0.6182489886626905, 0.6360626478686228, 0.2583441352150616, 0.25830063263473874, 0.377856380741309, 0.8547432201584155, 0.4092043143545593, 0.8070874013496203]",0afcb82d4735bd15aaa143ea04e3105a5d43df152122d02b983372102f20eef6,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,3364.6942433742806
initial_population,23,initial_22,market_nonconvergence,"{'elapsed_seconds': 3475.418865919113, 'error': 'Housing market did not clear: residual=4.361e-03.', 'traceback': 'Traceback (most recent call last):\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_open_population_transition.py"", line 1154, in run_birth_vintage_scenario\n    evaluation = calendar.clear_scalar_housing_market(\n        g_pre,\n    ...<8 lines>...\n        initial_policy=initial_policy,\n    )\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_dynamic_population_transition.py"", line 613, in clear_scalar_housing_market\n    raise RuntimeError(\n        f""Housing market did not clear: residual={final.relative_market_residual:.3e}.""\n    )\nRuntimeError: Housing market did not clear: residual=4.361e-03.\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_joint_overnight_case.py"", line 291, in run_case\n    calibration.main()\n    ~~~~~~~~~~~~~~~~^^\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_transition_calibration.py"", line 2263, in main\n    paths, ages, children, scenario_summary = transition.run_birth_vintage_scenario(\n                                              ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^\n        label=label,\n        ^^^^^^^^^^^^\n    ...<24 lines>...\n        period_observer=observer,\n        ^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_joint_overnight_case.py"", line 270, in observed_scenario\n    return original(**kwargs)\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_open_population_transition.py"", line 1176, in run_birth_vintage_scenario\n    evaluation = calendar.clear_scalar_housing_market(\n        g_pre,\n    ...<8 lines>...\n        initial_policy=initial_policy,\n    )\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_dynamic_population_transition.py"", line 613, in clear_scalar_housing_market\n    raise RuntimeError(\n        f""Housing market did not clear: residual={final.relative_market_residual:.3e}.""\n    )\nRuntimeError: Housing market did not clear: residual=4.361e-03.\n', 'type': 'RuntimeError'}","[0.6914492204410917, 0.6970642492453764, 0.588591910067779, 0.7224212496776243, 0.634124429356879, 0.2749733502674125, 0.23630729316932636, 0.36427380410061416, 0.7732009039766257, 0.5064462597244639, 0.8343525072357022]",0afcb82d4735bd15aaa143ea04e3105a5d43df152122d02b983372102f20eef6,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,3480.5872775474563
initial_population,27,initial_26,market_nonconvergence,"{'elapsed_seconds': 3540.8577950000763, 'error': 'Housing market did not clear: residual=2.696e-03.', 'traceback': 'Traceback (most recent call last):\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_open_population_transition.py"", line 1154, in run_birth_vintage_scenario\n    evaluation = calendar.clear_scalar_housing_market(\n        g_pre,\n    ...<8 lines>...\n        initial_policy=initial_policy,\n    )\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_dynamic_population_transition.py"", line 613, in clear_scalar_housing_market\n    raise RuntimeError(\n        f""Housing market did not clear: residual={final.relative_market_residual:.3e}.""\n    )\nRuntimeError: Housing market did not clear: residual=2.696e-03.\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_joint_overnight_case.py"", line 291, in run_case\n    calibration.main()\n    ~~~~~~~~~~~~~~~~^^\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_transition_calibration.py"", line 2263, in main\n    paths, ages, children, scenario_summary = transition.run_birth_vintage_scenario(\n                                              ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^\n        label=label,\n        ^^^^^^^^^^^^\n    ...<24 lines>...\n        period_observer=observer,\n        ^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_joint_overnight_case.py"", line 270, in observed_scenario\n    return original(**kwargs)\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_open_population_transition.py"", line 1176, in run_birth_vintage_scenario\n    evaluation = calendar.clear_scalar_housing_market(\n        g_pre,\n    ...<8 lines>...\n        initial_policy=initial_policy,\n    )\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_dynamic_population_transition.py"", line 613, in clear_scalar_housing_market\n    raise RuntimeError(\n        f""Housing market did not clear: residual={final.relative_market_residual:.3e}.""\n    )\nRuntimeError: Housing market did not clear: residual=2.696e-03.\n', 'type': 'RuntimeError'}","[0.8169087651520288, 0.7882569969815056, 0.588591910067779, 0.6082961131675695, 0.6626402047443702, 0.19627385745262682, 0.15812288755353687, 0.3810846163707303, 0.8382485741337071, 0.46834588308379255, 0.8056074342276929]",0afcb82d4735bd15aaa143ea04e3105a5d43df152122d02b983372102f20eef6,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,3545.486071197316
initial_population,5,initial_4,timeout,case timeout,"[0.8300519418901632, 0.09119274773612923, 1.0, 0.6986356307747774, 0.7543039448925253, 0.2539815492462087, 0.22996491232717198, 0.29827597636936887, 0.7694852041423429, 0.4139989569281465, 0.8558076910963559]",0afcb82d4735bd15aaa143ea04e3105a5d43df152122d02b983372102f20eef6,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,3602.7087958715856
initial_population,10,initial_9,timeout,case timeout,"[0.8353983210968049, 0.3941284984907528, 0.23422426979666316, 0.6666188109510948, 0.748083691127667, 0.3389370015641895, 0.15774082842690018, 0.4390744498024366, 0.8634763475877747, 0.3745456763207888, 0.8567679193577352]",0afcb82d4735bd15aaa143ea04e3105a5d43df152122d02b983372102f20eef6,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,3603.0592391248792
final_joint_verification,9,jacobian_4_minus,market_nonconvergence,"{'elapsed_seconds': 3192.0679507255554, 'error': 'Housing market did not clear: residual=2.028e-04.', 'traceback': 'Traceback (most recent call last):\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_open_population_transition.py"", line 1154, in run_birth_vintage_scenario\n    evaluation = calendar.clear_scalar_housing_market(\n        g_pre,\n    ...<8 lines>...\n        initial_policy=initial_policy,\n    )\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_dynamic_population_transition.py"", line 613, in clear_scalar_housing_market\n    raise RuntimeError(\n        f""Housing market did not clear: residual={final.relative_market_residual:.3e}.""\n    )\nRuntimeError: Housing market did not clear: residual=3.392e-04.\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_joint_overnight_case.py"", line 291, in run_case\n    calibration.main()\n    ~~~~~~~~~~~~~~~~^^\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_transition_calibration.py"", line 2263, in main\n    paths, ages, children, scenario_summary = transition.run_birth_vintage_scenario(\n                                              ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^\n        label=label,\n        ^^^^^^^^^^^^\n    ...<24 lines>...\n        period_observer=observer,\n        ^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_joint_overnight_case.py"", line 270, in observed_scenario\n    return original(**kwargs)\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_e5f_open_population_transition.py"", line 1176, in run_birth_vintage_scenario\n    evaluation = calendar.clear_scalar_housing_market(\n        g_pre,\n    ...<8 lines>...\n        initial_policy=initial_policy,\n    )\n  File ""/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/code/model/tools/run_dynamic_population_transition.py"", line 613, in clear_scalar_housing_market\n    raise RuntimeError(\n        f""Housing market did not clear: residual={final.relative_market_residual:.3e}.""\n    )\nRuntimeError: Housing market did not clear: residual=2.028e-04.\n', 'type': 'RuntimeError'}","[0.7683658588095569, 0.7907569969815056, 0.99875, 0.6459741522995076, 0.6750782822070025, 0.2728298748873614, 0.22971005973834888, 0.37207742890620704, 0.7842191123714463, 0.4446598852075433, 0.5915936716051217]",0afcb82d4735bd15aaa143ea04e3105a5d43df152122d02b983372102f20eef6,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,6803.902397504076
