"window","cohort_range","mean_age_first_birth","share_30plus","n_first_births","truncation_estimated_share"
"primary_1979_1984","1979-1984",25.1627284234773,0.260327401666964,10578871,0.00689079272081804
"sensitivity_1975_1980","1975-1980",24.9937339638721,0.250397460163499,10029307,0.000946290204907154
