group,risk_mass,expected_births,risk_share_negative_interior,risk_share_positive_interior,risk_share_tied_interior,risk_share_zero_try,risk_share_zero_wait,risk_share_unavailable,birth_share_negative_interior,birth_share_positive_interior,birth_share_boundary,gap_over_kappa_p10,gap_over_kappa_median,gap_over_kappa_p90
first_birth,0.20542682237640617,0.05130251249311631,0.7137343131560326,0.23754178071017457,0.0,0.04872390613377125,0.0,2.1520942439528104e-14,0.4534569261785705,0.5465430738214297,0.0,-13.325555858779163,-1.0312381352558726,0.48893990157474815
later_births,0.19258001860012375,0.06454726541715392,0.720026942798905,0.2799274522446414,0.0,4.5604956451316604e-05,0.0,2.71208811550926e-15,0.7023697618037787,0.29763023819622175,0.0,-0.8326632050634857,-0.22444083277459603,0.21633305619510174
all_births,0.39800684097653005,0.11584977791027029,0.7167790717101686,0.25805055737456273,0.0,0.025170370915255987,0.0,1.2420069935228194e-14,0.5921420678909772,0.40785793210902255,0.0,-5.189855820514692,-0.3642711589705188,0.28620796220388234
first_birth_nonpositive_liquid_wealth,0.13102745463517876,0.025744274622946275,0.7467675545132213,0.17877701197569223,0.0,0.07445543351105272,0.0,3.374085860255153e-14,0.4747903575993114,0.5252096424006885,0.0,-23.45311913572831,-1.6713634549766025,0.4364884484637967
