measurement,own_rate_2534,interpretation
production_whole_nodes,0.5989914347500094,unchanged model age_to_index aggregation
cells_start_at_node,0.5501073556369261,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.5991430047385593,diagnostic uniform density within each four-year cell
