draw,existing_family_rooms,under18_candidate,candidate_minus_existing
271,0.3271868317739388,0.3294003712962841,0.0022135395223452647
272,0.3392240009004155,0.3339586529212948,-0.005265347979120705
273,0.369406825360433,0.36017220554246343,-0.00923461981796958
274,0.3449754469441819,0.3373847620377095,-0.007590684906472411
275,0.4125490661347486,0.396964264657905,-0.015584801476843602
276,0.44922342736664156,0.4288740270004423,-0.020349400366199255
277,0.42089366278707896,0.4033399127376205,-0.017553750049458472
278,0.3713977116491778,0.36126197805520643,-0.010135733593971352
279,0.3606071107656419,0.34725122122937613,-0.013355889536265764
280,0.38053504971006635,0.3725931775117859,-0.007941872198280464
281,0.2984484445612221,0.30376193557312803,0.005313491011905924
282,0.3316112917846592,0.32582975809883497,-0.005781533685824236
283,0.3620444054458778,0.3579272931612074,-0.004117112284670377
284,0.2864734982376591,0.26420458417198844,-0.022268914065670664
285,0.3826444125671893,0.3744165208271859,-0.008227891740003379
286,0.24864737973032458,0.23195992261815235,-0.016687457112172233
287,0.35221382553934344,0.3462321719470003,-0.00598165359234315
288,0.3534380001886648,0.3444456147532202,-0.008992385435444561
289,0.39419621502001423,0.3787851691937574,-0.015411045826256853
290,0.36719758284450155,0.3558822349428299,-0.011315347901671657
291,0.3217904635139446,0.3099917223022848,-0.011798741211659802
292,0.3159086489129743,0.3027926566994239,-0.01311599221355042
293,0.3953124484638524,0.36699302622938035,-0.028319422234472036
294,0.34188940872433893,0.3265973483719833,-0.015292060352355641
295,0.4256529789049379,0.4020056009551318,-0.023647377949806092
296,0.3628733502772228,0.3582635176067317,-0.0046098326704910875
297,0.3328422889588092,0.32062165508689144,-0.012220633871917741
298,0.2898859834827947,0.27298632325590333,-0.016899660226891378
299,0.3785636608874432,0.36499683622634826,-0.013566824661094934
300,0.40046704288004165,0.3817271766070789,-0.018739866272962757
301,0.30299039653695825,0.2964023903747979,-0.006588006162160376
302,0.3147550976154143,0.2917899599919389,-0.022965137623475407
303,0.3494389693033746,0.3367106968506759,-0.012728272452698697
304,0.34550892007837675,0.3223642068461867,-0.02314471323219003
305,0.30932753330720075,0.3041474442467855,-0.005180089060415227
306,0.30554205627828246,0.30015704879033844,-0.005385007487944016
307,0.38575294746612876,0.3702209376610668,-0.015532009805061975
308,0.3457006531102902,0.3386637623918958,-0.007036890718394417
309,0.329594756696479,0.3165637137231556,-0.013031042973323359
310,0.26964217535787505,0.25746584607641587,-0.012176329281459175
311,0.3574766932631439,0.3446186720593003,-0.012858021203843606
312,0.31317512775974077,0.29916914646719306,-0.014005981292547709
313,0.36363863144472486,0.34226480868924636,-0.0213738227554785
314,0.398491436037717,0.387781302805541,-0.010710133232175956
315,0.38509061142732204,0.3754408968794287,-0.009649714547893318
316,0.4441940960380535,0.42762987027191635,-0.01656422576613714
317,0.32650237381250946,0.3191786465047288,-0.007323727307780636
318,0.3184369436431256,0.3025796221653687,-0.01585732147775687
319,0.2922697084687673,0.28520808942156783,-0.0070616190471994855
320,0.30520165224150997,0.29190900771116635,-0.013292644530343622
321,0.41065539453098143,0.3822460028417183,-0.028409391689263153
322,0.3064024301183901,0.3014764349379311,-0.004925995180458997
323,0.3385590658777442,0.32172640401637764,-0.01683266186136656
324,0.4244454563957678,0.40015550583034365,-0.024289950565424157
325,0.3085388301377492,0.2971994047068671,-0.011339425430882066
326,0.31097848009412754,0.3004759165231077,-0.010502563571019863
327,0.4234891907289695,0.39745256346651736,-0.02603662726245215
328,0.32745319774644077,0.3349218240870542,0.007468626340613405
329,0.2704968271352097,0.26297591437585055,-0.007520912759359177
330,0.4270855781093461,0.42121869725512884,-0.005866880854217271
331,0.41921906002615383,0.38270042716660857,-0.036518632859545264
332,0.19163891480120032,0.18281612600778452,-0.008822788793415803
333,0.35588369480970616,0.34059480283508403,-0.015288891974622132
334,0.2856434383897133,0.27138395913418556,-0.01425947925552773
335,0.37836532304144477,0.3726137929538105,-0.005751530087634293
336,0.30792496022161764,0.2984571446939155,-0.00946781552770215
337,0.2954052171284607,0.2760907719053458,-0.019314445223114873
338,0.38334876813223406,0.3637310089987791,-0.01961775913345498
339,0.40509891899755424,0.39921306990676264,-0.005885849090791595
340,0.4068633463147453,0.3962902338580774,-0.010573112456667921
341,0.3619886788332476,0.3572998703835504,-0.004688808449697213
342,0.3647546479161985,0.3619690501634665,-0.0027855977527320164
343,0.26944480876674337,0.2664328866797572,-0.0030119220869861962
344,0.4167525055553094,0.4055145949707297,-0.01123791058457968
345,0.25897536925299836,0.24816701800965202,-0.010808351243346337
346,0.404273895381702,0.38802388714800706,-0.016250008233694935
347,0.4281233169992422,0.42060182487121534,-0.007521492128026885
348,0.3884366585214334,0.3726281508064879,-0.015808507714945463
349,0.39422802774727383,0.3580276111098639,-0.036200416637409916
350,0.32978338859105527,0.3253920288850525,-0.004391359706002795
351,0.3186947145571706,0.30300188065271705,-0.01569283390445353
352,0.3336571273561493,0.3317346192127406,-0.0019225081434086633
353,0.3708205428607263,0.36456456143775284,-0.006255981422973456
354,0.36283798020436286,0.3586462552073222,-0.00419172499704068
