measurement,own_rate_2534,interpretation
production_whole_nodes,0.49091560455419564,unchanged model age_to_index aggregation
cells_start_at_node,0.48287060098393075,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.49130704289931953,diagnostic uniform density within each four-year cell
