candidate,moment,target,model,gap,weight,loss_contribution,standardized_gap
task_001,tfr,1.918,2.0825058882279133,0.16450588822791334,1425.7389910084596,38.583615560913586,6.211571102459795
task_001,childless_rate,0.188,0.40801516770860224,0.22001516770860224,17180.743822072007,831.6626656478562,28.838562128647403
task_001,mean_age_first_birth,26.0446272574833,23.25271126575567,-2.7919159917276275,44.44444444444444,346.4353291050872,-18.612773278184182
task_001,share_first_births_age30plus,0.260327401666964,0.023430582271304422,-0.23689681939565957,10000.0,561.2010303977975,-23.689681939565958
task_001,housing_increment_0to1,0.7202462623815278,0.3682073138084885,-0.3520389485730393,137.5652749002964,17.048660041626274,-4.129002305839302
task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.08198529282608202,-0.28571426598391797,2958.514988007638,241.51139423669642,-15.540636867152402
task_001,own_family_gap,0.16766167,0.0013090484829249016,-0.1663526215170751,14229.590955975675,393.778240821214,-19.84384642203255
task_001,own_rate,0.575472,0.5008550190206557,-0.07461698097934433,1207.8460856134493,6.724917223186477,-2.593244535940735
task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,5.442376788528917,-0.33759369341305057,11.973159013172177,1.3645749680897241,-1.168150233527231
task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,6.800542258031187,-0.07255774196881326,6.287669427540395,0.033102227442186674,-0.1819401754483783
task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.007842997255560136,-0.0009570027444398641,5165289.256198346,4.730652132569378,-2.175006237363327
task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.092610837438423,-0.35549991700709693,56.95977216091135,7.198586884559789,-2.6830182415629955
