measurement,own_rate_2534,interpretation
production_whole_nodes,0.49259320313062427,unchanged model age_to_index aggregation
cells_start_at_node,0.4875473854598178,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.49287822102111867,diagnostic uniform density within each four-year cell
