arm,age_index,age_years,surviving_mass,explicit_birth_flow,exact_first_birth_flow,childless_share,mean_rooms,ownership
baseline,0,18.0,1.0000000000000002,0.2650256087541274,0.2650256087541272,0.7349743912458729,4.468463891930524,0.05710714188627095
baseline,1,22.0,0.9999999999999893,0.29636588597286145,0.21135354928488037,0.5236208419609979,5.1782216906612915,0.1694432613189349
baseline,2,26.0,0.9999999999999872,0.3138239584345483,0.15360679635860575,0.37001404560239454,5.717792088003396,0.24970418426486501
baseline,3,30.0,0.9999999999999892,0.30849086675190357,0.0939094826748379,0.2761045629275596,6.170564556589436,0.361143020687351
baseline,4,34.0,0.9999999999999956,0.28643680314046055,0.050894267446561614,0.2252102954809982,6.503785839514937,0.44035304356506727
baseline,5,38.0,0.9999999999999899,0.24124566626607985,0.027668279179010352,0.19754201630198776,6.758029959909542,0.5184243157901502
baseline,6,42.0,0.9999999999999909,0.16102197433569254,0.01800205514434633,0.17953996115764043,6.92802665682875,0.5808969481522684
baseline,7,46.0,0.9999999999999879,0.0,0.0,0.17953996115764043,6.982292375497541,0.6199542174968612
baseline,8,50.0,0.9999999999999825,0.0,0.0,0.17953996115764181,7.0247372996522754,0.64980529294753
baseline,9,54.0,0.999999999999983,0.0,0.0,0.17953996115763984,7.062464699722638,0.6774965655446284
baseline,10,58.0,0.9999999999999861,0.0,0.0,0.17953996115763707,7.091606974995031,0.7069569220708318
baseline,11,62.0,0.9999999999999907,0.0,0.0,0.1795399611576345,7.120771174798051,0.7348126993227735
baseline,12,66.0,0.9999999999999892,0.0,0.0,0.17953996115763232,7.314526724091343,0.7588372787752249
baseline,13,70.0,0.939126306370998,0.0,0.0,0.17953996115763327,7.335188519016121,0.7702991207810139
baseline,14,74.0,0.8625852907341047,0.0,0.0,0.17953996115763646,7.308114660469845,0.7927278639188211
baseline,15,78.0,0.7633467444960319,0.0,0.0,0.1795399611576364,7.23635504015346,0.8636334392205272
baseline,16,82.0,0.633613527216943,0.0,0.0,0.17953996115762838,7.132682708918779,0.9212539426572522
