measurement,own_rate_2534,interpretation
production_whole_nodes,0.38941079139894075,unchanged model age_to_index aggregation
cells_start_at_node,0.3421970392338531,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.38980884460250603,diagnostic uniform density within each four-year cell
