repetition,moment,target,model,gap,weight,loss_contribution,target_fingerprint,interpretation
1,tfr,1.918,1.3999865145926393,-0.5180134854073606,1425.7389910084596,382.57990811387606,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
1,childless_rate,0.188,0.33434017787306597,0.14634017787306597,17180.743822072007,367.93332008008707,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
1,mean_age_first_birth,26.0446272574833,28.633656533801908,2.589029276318609,44.44444444444444,297.91433749488266,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
1,share_first_births_age30plus,0.260327401666964,0.38364195348084884,0.12331455181388484,10000.0,152.0647868905929,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
1,housing_increment_0to1,0.7202462623815278,0.3617047737632395,-0.3585414886182883,137.5652749002964,17.68429108975658,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
1,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.38385909757553716,0.016159538765537163,2958.514988007638,0.7725590694092496,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
1,own_family_gap,0.16766167,0.11335392623475782,-0.054307743765242195,14229.590955975675,41.96777419152246,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
1,own_rate,0.575472,0.5883970205889419,0.01292502058894196,1207.8460856134493,0.20177812558132613,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
1,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.447987925119078,0.66801744317711,11.973159013172177,5.342989934647547,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
1,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,6.209544505316846,-0.6635554946831537,6.287669427540395,2.7684979117656683,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
1,annual_bequest_flow_to_aggregate_wealth,0.0088,0.012326923891721525,0.0035269238917215243,5165289.256198346,64.25202550617819,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
1,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.6463053215007153,0.19819456705519523,56.95977216091135,2.2374417321578512,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
2,tfr,1.918,1.3999865145926393,-0.5180134854073606,1425.7389910084596,382.57990811387606,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
2,childless_rate,0.188,0.33434017787306597,0.14634017787306597,17180.743822072007,367.93332008008707,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
2,mean_age_first_birth,26.0446272574833,28.633656533801908,2.589029276318609,44.44444444444444,297.91433749488266,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
2,share_first_births_age30plus,0.260327401666964,0.38364195348084884,0.12331455181388484,10000.0,152.0647868905929,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
2,housing_increment_0to1,0.7202462623815278,0.3617047737632395,-0.3585414886182883,137.5652749002964,17.68429108975658,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
2,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.38385909757553716,0.016159538765537163,2958.514988007638,0.7725590694092496,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
2,own_family_gap,0.16766167,0.11335392623475782,-0.054307743765242195,14229.590955975675,41.96777419152246,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
2,own_rate,0.575472,0.5883970205889419,0.01292502058894196,1207.8460856134493,0.20177812558132613,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
2,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.447987925119078,0.66801744317711,11.973159013172177,5.342989934647547,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
2,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,6.209544505316846,-0.6635554946831537,6.287669427540395,2.7684979117656683,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
2,annual_bequest_flow_to_aggregate_wealth,0.0088,0.012326923891721525,0.0035269238917215243,5165289.256198346,64.25202550617819,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
2,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.6463053215007153,0.19819456705519523,56.95977216091135,2.2374417321578512,3726c17e62c8233ce62d5f4c95f44fd2cc2ea6cfa3d2492795461b4569300497,fixed-parameter stationary diagnostic
