measurement,own_rate_2534,interpretation
production_whole_nodes,0.4888920446306708,unchanged model age_to_index aggregation
cells_start_at_node,0.48359232614208003,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.48912420133266704,diagnostic uniform density within each four-year cell
