event_time,observations,mean_birth_year,post1997_weight_share,birth2007plus_weight_share,no_kminus2_cohort_weight_share,scope
-2,1106,1995.082361968076,0.37546050557173366,0.22612416273405586,0.0,pre_regression_input_sample_not_final_estimation_sample
-1,1355,1994.6393942656,0.38617898809921414,0.21388371897443523,0.419136149004718,pre_regression_input_sample_not_final_estimation_sample
0,1671,1994.0820684194518,0.4072603224415197,0.21207015575016727,0.10170936939244916,pre_regression_input_sample_not_final_estimation_sample
1,1466,1993.5474588738828,0.38783790697695386,0.19952435276142103,0.460713408899194,pre_regression_input_sample_not_final_estimation_sample
2,1462,1993.7085467119355,0.4275430558140973,0.20253741047215448,0.12493265971120286,pre_regression_input_sample_not_final_estimation_sample
3,1344,1992.974307490303,0.4165275051143079,0.1804944608788391,0.4600969867803591,pre_regression_input_sample_not_final_estimation_sample
4,1329,1992.9047881049366,0.4575044403269554,0.16982548098948488,0.11039694232998136,pre_regression_input_sample_not_final_estimation_sample
