stage,case_id,label,parameter,value,lower_bound,upper_bound,transform,is_free_parameter,status,near_bound
round1,4,coordinate_1_minus,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,4,coordinate_1_minus,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,4,coordinate_1_minus,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,4,coordinate_1_minus,theta0,0.5284284711333161,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,4,coordinate_1_minus,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
round1,4,coordinate_1_minus,hbar_child_rooms,0.2822101230841891,0.1,1.8,log,True,estimated_free_transition_parameter,False
round1,4,coordinate_1_minus,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,4,coordinate_1_minus,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
round1,4,coordinate_1_minus,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
round1,4,coordinate_1_minus,psi_child_2007,0.28006376251242354,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
round1,4,coordinate_1_minus,psi_child_2023,-0.048650144383140026,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
round1,4,coordinate_1_minus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,4,coordinate_1_minus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,5,coordinate_1_plus,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
round1,5,coordinate_1_plus,kappa_fert,2.254673392865173,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,5,coordinate_1_plus,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,5,coordinate_1_plus,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,5,coordinate_1_plus,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,5,coordinate_1_plus,theta0,0.5284284711333161,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,5,coordinate_1_plus,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
round1,5,coordinate_1_plus,hbar_child_rooms,0.2822101230841891,0.1,1.8,log,True,estimated_free_transition_parameter,False
round1,5,coordinate_1_plus,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,5,coordinate_1_plus,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
round1,5,coordinate_1_plus,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
round1,5,coordinate_1_plus,psi_child_2007,0.2934851367103635,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
round1,5,coordinate_1_plus,psi_child_2023,-0.03522877018520004,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
round1,5,coordinate_1_plus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,5,coordinate_1_plus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,6,coordinate_2_minus,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
round1,6,coordinate_2_minus,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,6,coordinate_2_minus,kappa_fert_continuation,1.669851109053586,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,6,coordinate_2_minus,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,6,coordinate_2_minus,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,6,coordinate_2_minus,theta0,0.5284284711333161,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,6,coordinate_2_minus,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
round1,6,coordinate_2_minus,hbar_child_rooms,0.2822101230841891,0.1,1.8,log,True,estimated_free_transition_parameter,False
round1,6,coordinate_2_minus,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,6,coordinate_2_minus,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
round1,6,coordinate_2_minus,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
round1,6,coordinate_2_minus,psi_child_2007,0.2989066138900931,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
round1,6,coordinate_2_minus,psi_child_2023,-0.02980729300547047,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
round1,6,coordinate_2_minus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,6,coordinate_2_minus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,7,coordinate_2_plus,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
round1,7,coordinate_2_plus,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,7,coordinate_2_plus,kappa_fert_continuation,1.8057480287692833,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,7,coordinate_2_plus,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,7,coordinate_2_plus,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,7,coordinate_2_plus,theta0,0.5284284711333161,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,7,coordinate_2_plus,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
round1,7,coordinate_2_plus,hbar_child_rooms,0.2822101230841891,0.1,1.8,log,True,estimated_free_transition_parameter,False
round1,7,coordinate_2_plus,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,7,coordinate_2_plus,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
round1,7,coordinate_2_plus,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
round1,7,coordinate_2_plus,psi_child_2007,0.27363792445761737,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
round1,7,coordinate_2_plus,psi_child_2023,-0.0550759824379462,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
round1,7,coordinate_2_plus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,7,coordinate_2_plus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,8,coordinate_3_minus,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
round1,8,coordinate_3_minus,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,8,coordinate_3_minus,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,8,coordinate_3_minus,chi,1.02325963014413,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,8,coordinate_3_minus,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,8,coordinate_3_minus,theta0,0.5284284711333161,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,8,coordinate_3_minus,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
round1,8,coordinate_3_minus,hbar_child_rooms,0.2822101230841891,0.1,1.8,log,True,estimated_free_transition_parameter,False
round1,8,coordinate_3_minus,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,8,coordinate_3_minus,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
round1,8,coordinate_3_minus,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
round1,8,coordinate_3_minus,psi_child_2007,0.28686846836576696,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
round1,8,coordinate_3_minus,psi_child_2023,-0.04184543852979661,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
round1,8,coordinate_3_minus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,8,coordinate_3_minus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,9,coordinate_3_plus,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
round1,9,coordinate_3_plus,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,9,coordinate_3_plus,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,9,coordinate_3_plus,chi,1.0640830876115333,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,9,coordinate_3_plus,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,9,coordinate_3_plus,theta0,0.5284284711333161,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,9,coordinate_3_plus,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
round1,9,coordinate_3_plus,hbar_child_rooms,0.2822101230841891,0.1,1.8,log,True,estimated_free_transition_parameter,False
round1,9,coordinate_3_plus,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,9,coordinate_3_plus,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
round1,9,coordinate_3_plus,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
round1,9,coordinate_3_plus,psi_child_2007,0.28646651889598185,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
round1,9,coordinate_3_plus,psi_child_2023,-0.04224738799958172,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
round1,9,coordinate_3_plus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,9,coordinate_3_plus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,10,coordinate_4_minus,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
round1,10,coordinate_4_minus,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,10,coordinate_4_minus,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,10,coordinate_4_minus,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,10,coordinate_4_minus,H0,14.133161805994787,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,10,coordinate_4_minus,theta0,0.5284284711333161,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,10,coordinate_4_minus,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
round1,10,coordinate_4_minus,hbar_child_rooms,0.2822101230841891,0.1,1.8,log,True,estimated_free_transition_parameter,False
round1,10,coordinate_4_minus,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,10,coordinate_4_minus,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
round1,10,coordinate_4_minus,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
round1,10,coordinate_4_minus,psi_child_2007,0.28769963308950774,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
round1,10,coordinate_4_minus,psi_child_2023,-0.04101427380605582,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
round1,10,coordinate_4_minus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,10,coordinate_4_minus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,11,coordinate_4_plus,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
round1,11,coordinate_4_plus,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,11,coordinate_4_plus,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,11,coordinate_4_plus,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,11,coordinate_4_plus,H0,15.005826853898865,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,11,coordinate_4_plus,theta0,0.5284284711333161,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,11,coordinate_4_plus,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
round1,11,coordinate_4_plus,hbar_child_rooms,0.2822101230841891,0.1,1.8,log,True,estimated_free_transition_parameter,False
round1,11,coordinate_4_plus,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,11,coordinate_4_plus,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
round1,11,coordinate_4_plus,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
round1,11,coordinate_4_plus,psi_child_2007,0.2856629849400627,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
round1,11,coordinate_4_plus,psi_child_2023,-0.043050921955500865,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
round1,11,coordinate_4_plus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,11,coordinate_4_plus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,12,coordinate_5_minus,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
round1,12,coordinate_5_minus,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,12,coordinate_5_minus,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,12,coordinate_5_minus,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,12,coordinate_5_minus,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,12,coordinate_5_minus,theta0,0.5080677615904367,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,12,coordinate_5_minus,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
round1,12,coordinate_5_minus,hbar_child_rooms,0.2822101230841891,0.1,1.8,log,True,estimated_free_transition_parameter,False
round1,12,coordinate_5_minus,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,12,coordinate_5_minus,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
round1,12,coordinate_5_minus,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
round1,12,coordinate_5_minus,psi_child_2007,0.28663851332853874,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
round1,12,coordinate_5_minus,psi_child_2023,-0.04207539356702483,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
round1,12,coordinate_5_minus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,12,coordinate_5_minus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,13,coordinate_5_plus,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
round1,13,coordinate_5_plus,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,13,coordinate_5_plus,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,13,coordinate_5_plus,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,13,coordinate_5_plus,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,13,coordinate_5_plus,theta0,0.5491891806761955,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,13,coordinate_5_plus,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
round1,13,coordinate_5_plus,hbar_child_rooms,0.2822101230841891,0.1,1.8,log,True,estimated_free_transition_parameter,False
round1,13,coordinate_5_plus,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,13,coordinate_5_plus,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
round1,13,coordinate_5_plus,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
round1,13,coordinate_5_plus,psi_child_2007,0.2867148280780101,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
round1,13,coordinate_5_plus,psi_child_2023,-0.04199907881755349,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
round1,13,coordinate_5_plus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,13,coordinate_5_plus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,14,coordinate_6_minus,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
round1,14,coordinate_6_minus,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,14,coordinate_6_minus,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,14,coordinate_6_minus,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,14,coordinate_6_minus,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,14,coordinate_6_minus,theta0,0.5284284711333161,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,14,coordinate_6_minus,theta1,0.10372395059042465,0.02,16.0,log,True,estimated_free_transition_parameter,True
round1,14,coordinate_6_minus,hbar_child_rooms,0.2822101230841891,0.1,1.8,log,True,estimated_free_transition_parameter,False
round1,14,coordinate_6_minus,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,14,coordinate_6_minus,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
round1,14,coordinate_6_minus,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
round1,14,coordinate_6_minus,psi_child_2007,0.2866812953694975,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
round1,14,coordinate_6_minus,psi_child_2023,-0.04203261152606608,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
round1,14,coordinate_6_minus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,14,coordinate_6_minus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,15,coordinate_6_plus,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
round1,15,coordinate_6_plus,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,15,coordinate_6_plus,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,15,coordinate_6_plus,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,15,coordinate_6_plus,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,15,coordinate_6_plus,theta0,0.5284284711333161,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,15,coordinate_6_plus,theta1,0.11089448528629754,0.02,16.0,log,True,estimated_free_transition_parameter,True
round1,15,coordinate_6_plus,hbar_child_rooms,0.2822101230841891,0.1,1.8,log,True,estimated_free_transition_parameter,False
round1,15,coordinate_6_plus,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,15,coordinate_6_plus,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
round1,15,coordinate_6_plus,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
round1,15,coordinate_6_plus,psi_child_2007,0.2866724187829749,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
round1,15,coordinate_6_plus,psi_child_2023,-0.042041488112588676,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
round1,15,coordinate_6_plus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,15,coordinate_6_plus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
round1,16,coordinate_7_minus,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
round1,16,coordinate_7_minus,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,16,coordinate_7_minus,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
round1,16,coordinate_7_minus,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
round1,16,coordinate_7_minus,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
round1,16,coordinate_7_minus,theta0,0.5284284711333161,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
round1,16,coordinate_7_minus,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
