f_c_y,control,K,rows,unsupported
1970,0,-2,32,0
1970,0,-1,30,0
1970,0,0,27,0
1970,0,1,28,0
1970,0,2,30,0
1970,0,3,31,0
1970,0,4,31,0
1970,0,5,31,0
1970,0,6,31,0
1970,0,7,31,0
1970,0,8,30,0
1970,0,9,30,0
1970,0,10,28,0
1970,0,11,30,0
1970,0,12,29,0
1970,0,13,30,0
1970,0,14,30,0
1970,0,15,30,0
1970,0,16,29,0
1970,0,17,28,0
1970,0,18,28,0
1970,0,19,26,0
1970,0,20,26,0
1970,0,21,25,0
1970,0,22,25,0
1970,0,23,21,0
1970,0,24,24,0
1970,0,25,23,0
1970,0,26,24,0
1970,0,27,16,0
1970,0,29,15,0
1970,0,31,14,0
1970,0,33,11,0
1970,0,35,14,0
1970,0,37,10,0
1970,0,39,9,0
1970,0,41,10,0
1970,0,43,11,0
1970,0,45,10,0
1970,0,47,9,0
1970,0,49,10,0
1971,0,-3,15,0
1971,0,-2,13,0
1971,0,-1,11,0
1971,0,0,12,0
1971,0,1,14,0
1971,0,2,14,0
1971,0,3,14,0
1971,0,4,14,0
1971,0,5,12,0
1971,0,6,12,0
1971,0,7,12,0
1971,0,8,12,0
1971,0,9,13,0
1971,0,10,13,0
1971,0,11,13,0
1971,0,12,13,0
1971,0,13,13,0
1971,0,14,13,0
1971,0,15,13,0
1971,0,16,12,0
1971,0,17,11,0
1971,0,18,11,0
1971,0,19,11,0
1971,0,20,11,0
1971,0,21,11,0
1971,0,22,12,0
1971,0,23,14,0
1971,0,24,15,0
1971,0,25,14,0
1971,0,26,13,0
1971,0,28,11,0
1971,0,30,10,0
1971,0,32,11,0
1971,0,34,10,0
1971,0,36,11,0
1971,0,38,10,0
1971,0,40,8,0
1971,0,42,10,0
1971,0,44,8,0
1971,0,46,8,0
1971,0,48,8,0
1972,0,-4,8,0
1972,0,-3,11,0
1972,0,-2,16,0
1972,0,-1,16,0
1972,0,0,17,0
1972,0,1,17,0
1972,0,2,17,0
1972,0,3,18,0
1972,0,4,19,0
1972,0,5,19,0
1972,0,6,19,0
1972,0,7,18,0
1972,0,8,18,0
1972,0,9,19,0
1972,0,10,19,0
1972,0,11,19,0
1972,0,12,19,0
1972,0,13,18,0
1972,0,14,18,0
1972,0,15,18,0
1972,0,16,16,0
1972,0,17,16,0
1972,0,18,14,0
1972,0,19,14,0
1972,0,20,14,0
1972,0,21,14,0
1972,0,22,14,0
1972,0,23,14,0
1972,0,24,13,0
1972,0,25,7,0
1972,0,27,7,0
1972,0,29,6,0
1972,0,31,6,0
1972,0,33,6,0
1972,0,35,6,0
1972,0,37,6,0
1972,0,39,6,0
1972,0,41,6,0
1972,0,43,5,0
1972,0,45,5,0
1972,0,47,4,0
1973,0,-5,2,0
1973,0,-4,3,0
1973,0,-3,10,0
1973,0,-2,19,0
1973,0,-1,19,0
1973,0,0,19,0
1973,0,1,18,0
1973,0,2,19,0
1973,0,3,19,0
1973,0,4,18,0
1973,0,5,19,0
1973,0,6,19,0
1973,0,7,19,0
1973,0,8,18,0
1973,0,9,18,0
1973,0,10,17,0
1973,0,11,18,0
1973,0,12,17,0
1973,0,13,18,0
1973,0,14,17,0
1973,0,15,17,0
1973,0,16,17,0
1973,0,17,17,0
1973,0,18,16,0
1973,0,19,16,0
1973,0,20,15,0
1973,0,21,16,0
1973,0,22,16,0
1973,0,23,15,0
1973,0,24,10,0
1973,0,26,11,0
1973,0,28,7,0
1973,0,30,10,0
1973,0,32,8,0
1973,0,34,8,0
1973,0,36,8,0
1973,0,38,8,0
1973,0,40,8,0
1973,0,42,6,0
1973,0,44,5,0
1973,0,46,4,0
1974,0,-6,5,0
1974,0,-5,6,0
1974,0,-4,10,0
1974,0,-3,16,0
1974,0,-2,23,0
1974,0,-1,20,0
1974,0,0,20,0
1974,0,1,21,0
1974,0,2,22,0
1974,0,3,22,0
1974,0,4,22,0
1974,0,5,22,0
1974,0,6,22,0
1974,0,7,21,0
1974,0,8,21,0
1974,0,9,22,0
1974,0,10,22,0
1974,0,11,19,0
1974,0,12,17,0
1974,0,13,17,0
1974,0,14,18,0
1974,0,15,18,0
1974,0,16,18,0
1974,0,17,18,0
1974,0,18,18,0
1974,0,19,18,0
1974,0,20,20,0
1974,0,21,18,0
1974,0,22,17,0
1974,0,23,13,0
1974,0,25,12,0
1974,0,27,13,0
1974,0,29,11,0
1974,0,31,12,0
1974,0,33,11,0
1974,0,35,12,0
1974,0,37,11,0
