coefficient_i,coefficient_j,covariance
Wleft,Wleft,.0166991171771666
Wleft,Wm2,.0039445663508468
Wleft,Wm1,.001455728342442
Wleft,Wp1,.0002178982567068
Wleft,Wp2,-.0001767866475318
Wleft,Wp3,-.0006783457180208
Wleft,Wp4,-.000712548588433
Wleft,Wp5,-.0011583120035863
Wleft,Wp6,-.000835010110447
Wleft,Wright,-.0013753744959763
Wm2,Wleft,.0039445663508468
Wm2,Wm2,.0084249921025495
Wm2,Wm1,.0017688203937355
Wm2,Wp1,.0006048358776129
Wm2,Wp2,.000313401883313
Wm2,Wp3,.0001367429191865
Wm2,Wp4,-5.58292241279e-06
Wm2,Wp5,-.0004888634716515
Wm2,Wp6,-.0003074730869824
Wm2,Wright,-.0005536312789265
Wm1,Wleft,.001455728342442
Wm1,Wm2,.0017688203937355
Wm1,Wm1,.0032722008667454
Wm1,Wp1,.0000846488700524
Wm1,Wp2,-.0001717683558829
Wm1,Wp3,-.0004305117032326
Wm1,Wp4,-.0003167703467043
Wm1,Wp5,-.0003856755663658
Wm1,Wp6,-.0006353332938304
Wm1,Wright,-.0008047429818806
Wp1,Wleft,.0002178982567068
Wp1,Wm2,.0006048358776129
Wp1,Wm1,.0000846488700524
Wp1,Wp1,.0040466538327602
Wp1,Wp2,.0026711051189929
Wp1,Wp3,.0024656711523095
Wp1,Wp4,.0020291380134618
Wp1,Wp5,.0021016089642343
Wp1,Wp6,.0019399540670046
Wp1,Wright,.0019880446334948
Wp2,Wleft,-.0001767866475318
Wp2,Wm2,.000313401883313
Wp2,Wm1,-.0001717683558829
Wp2,Wp1,.0026711051189929
Wp2,Wp2,.0048305187028395
Wp2,Wp3,.0037624511787333
Wp2,Wp4,.0030316014167451
Wp2,Wp5,.0029732502693371
Wp2,Wp6,.0029273952713112
Wp2,Wright,.0029782749960519
Wp3,Wleft,-.0006783457180208
Wp3,Wm2,.0001367429191865
Wp3,Wm1,-.0004305117032326
Wp3,Wp1,.0024656711523095
Wp3,Wp2,.0037624511787333
Wp3,Wp3,.0057677784519049
Wp3,Wp4,.004382219429766
Wp3,Wp5,.004149744028114
Wp3,Wp6,.0041341369508857
Wp3,Wright,.0039932778509129
Wp4,Wleft,-.000712548588433
Wp4,Wm2,-5.58292241279e-06
Wp4,Wm1,-.0003167703467043
Wp4,Wp1,.0020291380134618
Wp4,Wp2,.0030316014167451
Wp4,Wp3,.004382219429766
Wp4,Wp4,.0063917414651236
Wp4,Wp5,.0051459558882583
Wp4,Wp6,.0051172998437275
Wp4,Wright,.0045700326241303
Wp5,Wleft,-.0011583120035863
Wp5,Wm2,-.0004888634716515
Wp5,Wm1,-.0003856755663658
Wp5,Wp1,.0021016089642343
Wp5,Wp2,.0029732502693371
Wp5,Wp3,.004149744028114
Wp5,Wp4,.0051459558882583
Wp5,Wp5,.0076509269384139
Wp5,Wp6,.0062385750219066
Wp5,Wright,.0057324112724592
Wp6,Wleft,-.000835010110447
Wp6,Wm2,-.0003074730869824
Wp6,Wm1,-.0006353332938304
Wp6,Wp1,.0019399540670046
Wp6,Wp2,.0029273952713112
Wp6,Wp3,.0041341369508857
Wp6,Wp4,.0051172998437275
Wp6,Wp5,.0062385750219066
Wp6,Wp6,.0087665366041286
Wp6,Wright,.0070630125346998
Wright,Wleft,-.0013753744959763
Wright,Wm2,-.0005536312789265
Wright,Wm1,-.0008047429818806
Wright,Wp1,.0019880446334948
Wright,Wp2,.0029782749960519
Wright,Wp3,.0039932778509129
Wright,Wp4,.0045700326241303
Wright,Wp5,.0057324112724592
Wright,Wp6,.0070630125346998
Wright,Wright,.0119280215727592
