decision_year,fertility_window_end,metric,baseline,reform,absolute_change,percent_change,percentage_point_change
2023,2027,asset_price,0.8308240945176688,0.7731162631084311,-0.05770783140923774,-6.9458543378836115,
2023,2027,renter_price,0.1264089069886059,0.15385101033965196,0.02744210335104605,21.70899504219239,
2023,2027,housing_demand,7.379207350828603,7.051633268720861,-0.3275740821077413,-4.439149986359421,
2023,2027,resident_persons,2.9659779384078715,2.9659779384078715,0.0,0.0,
2023,2027,household_heads,1.1292476712475517,1.1292476712475854,3.375077994860476e-14,2.988784551693441e-12,
2023,2027,birth_children_topcode_adjusted,0.10791201250700792,0.10762807589704915,-0.00028393660995877645,-0.2631186309682968,
2023,2027,owner_rate,0.5609866063525532,0.5477141664023362,-0.013272439950216985,-2.3659103087170488,-1.3272439950216985
2023,2027,pension_period_units,2.329995130019906,2.3299951300198263,-7.993605777301127e-14,-3.4307392639197638e-12,
2023,2027,equal_transfer_period_units,0.21716488111199866,0.38622050457833873,0.16905562346634007,77.84666774880273,
2023,2027,period_tfr_topcode_adjusted,1.6389881148949141,1.634917703356158,-0.004070411538756202,-0.24834905767557577,
2023,2027,rooms_per_head,6.534622597606354,6.2445408994558855,-0.2900816981504688,-4.439149986362278,
2027,2031,asset_price,0.8420922690104465,0.7783041352381538,-0.06378813377229275,-7.574957771225119,
2027,2031,renter_price,0.13240517912221816,0.15531909353877812,0.02291391441655996,17.305904926429655,
2027,2031,housing_demand,7.441150873704198,7.082052011592916,-0.3590988621112823,-4.825851111019379,
2027,2031,resident_persons,2.9989993997574906,2.9987170198804307,-0.00028237987705992396,-0.00941580305360375,
2027,2031,household_heads,1.1675894573994374,1.1675894573994179,-1.9539925233402755e-14,-1.6735270355150236e-12,
2027,2031,birth_children_topcode_adjusted,0.11010061067848462,0.11018108970206308,8.047902357846692e-05,0.07309589209589533,
2027,2031,owner_rate,0.5625446236440755,0.5547917362362162,-0.007752887407859288,-1.3781817622995494,-0.7752887407859288
2027,2031,pension_period_units,2.0860746950448323,2.086074695044931,9.85878045867139e-14,4.725995901340202e-12,
2027,2031,equal_transfer_period_units,0.21466914564814152,0.3776663524303375,0.162997206782196,75.92949899253821,
2027,2031,period_tfr_topcode_adjusted,1.6256673613491808,1.6290228592257023,0.0033554978765215626,0.20640740881558658,
2027,2031,rooms_per_head,6.373088440073631,6.065532680782192,-0.3075557592914393,-4.825851111017784,
2031,2035,asset_price,0.8492314371218038,0.7830911289674022,-0.06614030815440164,-7.788254798781695,
2031,2035,renter_price,0.1365100765447678,0.1578848770140225,0.021374800469254718,15.658038593396405,
2031,2035,housing_demand,7.481725362530117,7.109155367692898,-0.3725699948372192,-4.979733641428748,
2031,2035,resident_persons,3.0275989614463796,3.027396872954757,-0.00020208849162273168,-0.006674876501020718,
2031,2035,household_heads,1.1980653417678833,1.198065341767881,-2.220446049250313e-15,-1.8533597224119591e-13,
2031,2035,birth_children_topcode_adjusted,0.11153367910444907,0.11183949039693251,0.0003058112924834433,0.2741873978684565,
2031,2035,owner_rate,0.5652225433233683,0.5633474573101405,-0.0018750860132278335,-0.33174296308190276,-0.18750860132278335
2031,2035,pension_period_units,1.9524729585452827,1.9524729585452942,1.1546319456101628e-14,5.913689818631022e-13,
2031,2035,equal_transfer_period_units,0.21213255768715059,0.3717404444925485,0.15960788680539792,75.23969377712632,
2031,2035,period_tfr_topcode_adjusted,1.6157239101198,1.6228424371640686,0.00711852704426863,0.44057818292364176,
2031,2035,rooms_per_head,6.244839160016072,5.933862803511647,-0.31097635650442523,-4.979733641428563,
2035,2039,asset_price,0.8534487498483454,0.7862970787352622,-0.06715167111308318,-7.868272245406157,
2035,2039,renter_price,0.13868784058717495,0.15939954414474733,0.020711703557572375,14.93404430401642,
2035,2039,housing_demand,7.505222686997822,7.1278587695021045,-0.3773639174957175,-5.028017598324821,
2035,2039,resident_persons,3.049879380346784,3.0499815780629014,0.00010219771611730266,0.003350877309307962,
2035,2039,household_heads,1.2184540815705542,1.2184540815705636,9.325873406851315e-15,7.653857086539131e-13,
