age_group,family_group,household_mass,owner_rate,mean_rooms
all_ages,dependent_children,0.4112146993029965,0.6193737626221466,6.607689859759585
all_ages,no_dependent_children,0.7180329719444847,0.6761918402430224,6.1634952231983755
all_ages,childless_parity_zero,0.27780947879138135,0.45570950775141306,5.1662901117715005
young_whole_nodes_25_34,dependent_children,0.10698445827441977,0.38666459882571036,6.042318447612305
young_whole_nodes_25_34,no_dependent_children,0.11749428916156514,0.2853925146028811,4.855093912595276
young_whole_nodes_25_34,childless_parity_zero,0.09202161152411366,0.26667156346275983,4.705712616175566
