age,tenure,mass,budget_excess_mass,budget_excess_share,consumption_floor_mass,weighted_positive_budget_gap,maximum_occupied_excess
18.0,0,0.012283996036532237,0.0,0.0,0.0,1.2252547208854805e-19,8.881784197001252e-16
18.0,1,0.0007078639971094124,0.0,0.0,0.0,2.4998442253826576e-21,4.440892098500626e-16
18.0,2,0.00091777017516683,0.0,0.0,0.0,0.0,0.0
18.0,3,0.00012876780189564183,0.0,0.0,0.0,8.934694956441291e-23,4.440892098500626e-16
18.0,4,8.498537993637475e-05,0.0,0.0,0.0,0.0,0.0
18.0,5,0.00021373865849873104,0.0,0.0,0.0,0.0,0.0
22.0,0,0.026195551623120296,0.0,0.0,0.0,3.5066035616262157e-19,1.7763568394002505e-15
22.0,1,0.007223540878480211,0.0,0.0,5.191501718254485e-08,2.1931394427839056e-20,4.440892098500626e-16
22.0,2,0.007198663180579619,0.0,0.0,0.0,4.361038511183485e-20,1.7763568394002505e-15
22.0,3,0.0016285462428800759,0.0,0.0,0.0,1.3590661821920319e-19,4.440892098500626e-16
22.0,4,0.0006977757815419484,0.0,0.0,0.0,5.85430137952424e-23,8.881784197001252e-16
22.0,5,0.00179715042126682,0.0,0.0,0.0,1.1155662574334306e-21,1.7763568394002505e-15
26.0,0,0.03408179605928433,0.0,0.0,0.0,9.656838115549719e-19,8.881784197001252e-16
26.0,1,0.0099037488453842,0.0,0.0,0.0,2.3557442042255375e-20,4.440892098500626e-16
26.0,2,0.012410067743664342,0.0,0.0,0.0,1.647175317163516e-19,1.7763568394002505e-15
26.0,3,0.004114736293617576,0.0,0.0,0.0,2.2624656295183057e-19,4.440892098500626e-16
26.0,4,0.0006965075774912974,0.0,0.0,0.0,1.1095807205264205e-20,8.881784197001252e-16
26.0,5,0.00389585887582999,0.0,0.0,0.0,5.51282898663457e-21,1.7763568394002505e-15
30.0,0,0.03926413645378457,0.0,0.0,0.0,1.0833119256946308e-18,8.881784197001252e-16
30.0,1,0.009046112019425484,0.0,0.0,0.0,4.1958584101458705e-21,2.220446049250313e-16
30.0,2,0.01601194827494169,0.0,0.0,0.0,1.6895742247882558e-19,1.7763568394002505e-15
30.0,3,0.006973975036117721,0.0,0.0,0.0,3.207446852591167e-19,4.440892098500626e-16
30.0,4,0.0011364335805119944,0.0,0.0,0.0,9.972992616624798e-21,8.881784197001252e-16
30.0,5,0.005379074825731485,0.0,0.0,0.0,1.5074884766243904e-20,1.7763568394002505e-15
34.0,0,0.04075901851262294,0.0,0.0,0.0,1.9813497379938205e-18,7.105427357601002e-15
34.0,1,0.007992799564480443,0.0,0.0,0.0,1.520448537865981e-20,8.881784197001252e-16
34.0,2,0.015227894959678445,0.0,0.0,0.0,1.0513387910764303e-19,1.7763568394002505e-15
34.0,3,0.00975642333322859,0.0,0.0,0.0,2.808907259150448e-19,4.440892098500626e-16
34.0,4,0.0018289766190501032,0.0,0.0,0.0,2.4038642065321635e-20,8.881784197001252e-16
34.0,5,0.00599923886120296,0.0,0.0,0.0,2.0007243353335932e-20,1.7763568394002505e-15
38.0,0,0.041190058572699605,0.0,0.0,0.0,1.850523443798692e-18,7.105427357601002e-15
38.0,1,0.00709002785665643,0.0,0.0,0.0,2.7206431411712396e-20,8.881784197001252e-16
38.0,2,0.013677135551443332,0.0,0.0,0.0,1.5236204660854968e-19,1.7763568394002505e-15
38.0,3,0.011789277950631463,0.0,0.0,0.0,2.944130209895226e-19,3.552713678800501e-15
38.0,4,0.0025822018041538205,0.0,0.0,0.0,1.2459959617352055e-20,8.881784197001252e-16
38.0,5,0.006483172844979403,0.0,0.0,0.0,3.31099794892465e-20,1.7763568394002505e-15
42.0,0,0.040465199733525394,0.0,0.0,0.0,1.625222521997207e-18,7.105427357601002e-15
42.0,1,0.006386068377292308,0.0,0.0,0.0,5.0682721250157473e-20,8.881784197001252e-16
42.0,2,0.012074672110675689,0.0,0.0,0.0,7.65244493021147e-20,1.7763568394002505e-15
42.0,3,0.012508888409464772,0.0,0.0,0.0,2.237688109975309e-19,3.552713678800501e-15
42.0,4,0.003331670582536958,0.0,0.0,0.0,7.824764730538588e-21,8.881784197001252e-16
42.0,5,0.006713330860288074,0.0,0.0,0.0,5.673991460143769e-20,1.7763568394002505e-15
46.0,0,0.03731531084836993,0.0,0.0,0.0,2.04152984615731e-18,8.881784197001252e-16
46.0,1,0.005610099870831937,0.0,0.0,0.0,4.114895649741515e-20,8.881784197001252e-16
46.0,2,0.010557237131414637,0.0,0.0,0.0,7.756449590858471e-20,1.7763568394002505e-15
46.0,3,0.011439488722642267,0.0,0.0,0.0,2.7810766073884047e-19,3.552713678800501e-15
46.0,4,0.003784326612860978,0.0,0.0,0.0,7.41755361174435e-21,8.881784197001252e-16
46.0,5,0.006456521233946243,0.0,0.0,0.0,6.47776899612697e-20,1.7763568394002505e-15
50.0,0,0.04004886832092097,0.0,0.0,1.2340859170219948e-11,1.8423797707455178e-18,8.881784197001252e-16
50.0,1,0.005817115267067118,0.0,0.0,0.0,1.7561585052207163e-20,8.881784197001252e-16
50.0,2,0.010807888547422075,0.0,0.0,0.0,7.78563888836741e-20,1.7763568394002505e-15
50.0,3,0.012025859543686184,0.0,0.0,0.0,1.7938293278780858e-19,3.552713678800501e-15
50.0,4,0.004693743507220511,0.0,0.0,0.0,7.045700471592451e-21,8.881784197001252e-16
50.0,5,0.007266721997539232,0.0,0.0,0.0,7.725876065034318e-20,1.7763568394002505e-15
54.0,0,0.03902856629834692,0.0,0.0,0.0,1.3274308166934822e-18,8.881784197001252e-16
54.0,1,0.005316261681643879,0.0,0.0,0.0,6.753897507823203e-20,8.881784197001252e-16
54.0,2,0.010265338393541547,0.0,0.0,0.0,1.8399249833714738e-20,4.440892098500626e-16
54.0,3,0.011541164831429017,0.0,0.0,0.0,8.923262272819882e-20,3.552713678800501e-15
54.0,4,0.004977566721829866,0.0,0.0,0.0,7.670608227134142e-21,8.881784197001252e-16
54.0,5,0.0074575049701293425,0.0,0.0,0.0,6.110671536391731e-20,8.881784197001252e-16
58.0,0,0.042948817685938785,0.0,0.0,0.0,2.865616905255591e-18,7.105427357601002e-15
58.0,1,0.005374281081717366,0.0,0.0,0.0,7.57630681853638e-20,1.1102230246251565e-16
58.0,2,0.011127103008557883,0.0,0.0,0.0,3.9244171888122187e-20,4.440892098500626e-16
58.0,3,0.012384231335567888,0.0,0.0,0.0,6.776692501382767e-20,3.552713678800501e-15
58.0,4,0.006014873602099198,0.0,0.0,0.0,7.326141750979693e-21,8.881784197001252e-16
58.0,5,0.008611718644048477,0.0,0.0,0.0,5.57801130952844e-20,8.881784197001252e-16
62.0,0,0.04369985768990665,0.0,0.0,0.0,2.8019961706564916e-18,7.105427357601002e-15
62.0,1,0.004849409349344559,0.0,0.0,0.0,5.0857925985741086e-20,1.1102230246251565e-16
62.0,2,0.011497369758708723,0.0,0.0,0.0,2.4755236804766904e-20,4.440892098500626e-16
62.0,3,0.012341406878235796,0.0,0.0,0.0,6.728302988125808e-20,4.440892098500626e-16
62.0,4,0.006455423711699773,0.0,0.0,0.0,4.7420298727718095e-21,4.440892098500626e-16
62.0,5,0.009226310568664717,0.0,0.0,0.0,3.34721295683317e-20,8.881784197001252e-16
66.0,0,0.03978698507915087,0.0,0.0,0.0,1.3812372455498228e-18,8.881784197001252e-16
66.0,1,0.0036268406134993356,0.0,0.0,0.0,0.0,0.0
66.0,2,0.010738517248002845,0.0,0.0,0.0,1.0594106326654573e-20,4.440892098500626e-16
66.0,3,0.01097252003134287,0.0,0.0,0.0,8.643768080206247e-20,4.440892098500626e-16
