window,n_unweighted,sum_supplement_weights,share_0,share_1,share_2,share_3plus,childless_share,exactly_one_among_mothers,mean_uncapped,mean_capped3,mean_capped5,mean_3plus_uncapped,mean_3plus_capped5,mean_topbin_3_602359422009,observed_3plus_share_among_2plus,required_3plus_share_among_2plus_if_same_population_mean_2_1
2004,5600,11534656.993600009,0.19283861219576473,0.1736284899855469,0.34475417737228076,0.28877872044640557,0.19283861219576473,0.2151100047759691,1.8946580625003218,1.7294730060693302,1.8712915395903162,3.5720125644148815,3.4910975895376355,1.9034215892059205,0.4558227701208541,0.6494679582484588
2006,5272,11234864.996399973,0.20386405489820464,0.16889319169460607,0.3435779575310337,0.2836647958761592,0.20386405489820464,0.21214114591071642,1.8616754439151708,1.7070434943851436,1.8415328894676959,3.545122101078554,3.474113802762015,1.8779116568734153,0.4522408498707835,0.6732092509376209
2004+2006 pooled weighted records,10872,22769521.989999805,0.19827875100684264,0.17129201418953638,0.3441738107256618,0.2862554240779669,0.19827875100684264,0.2136553252201481,1.8783838839209661,1.7184059078747502,1.8566081212581498,3.558864435709847,3.4827933438416117,1.890834559669306,0.4540643235987178,0.6611231014804959
