evaluation,price,log_price,phase,status,housing_residual,mapping_valid,endpoint_accepted,endpoint_gates,elapsed_seconds
1,0.7106073580037877,-0.3416352408135987,search,evaluated,-0.4390072390863856,True,False,"{'finite_positive_state': True, 'nonnegative_flows': True, 'inner_converged': True, 'distribution': True, 'birth_rate': True, 'person_one_step': True, 'head_one_step': True, 'age_head_identity': True, 'household_person_identity': True, 'returned_head_identity': True, 'inherited_supply': True, 'housing_market': False, 'fiscal_regime': True}",55.351122522726655
2,0.5504340926482243,-0.5970480526965941,search,evaluated,-0.20203837506836445,True,False,"{'finite_positive_state': True, 'nonnegative_flows': True, 'inner_converged': True, 'distribution': True, 'birth_rate': True, 'person_one_step': True, 'head_one_step': True, 'age_head_identity': True, 'household_person_identity': True, 'returned_head_identity': True, 'inherited_supply': True, 'housing_market': False, 'fiscal_regime': True}",45.03577010706067
3,0.42636441480227255,-0.8524608645795895,search,evaluated,0.10489333682074911,True,False,"{'finite_positive_state': True, 'nonnegative_flows': True, 'inner_converged': True, 'distribution': True, 'birth_rate': True, 'person_one_step': True, 'head_one_step': True, 'age_head_identity': True, 'household_person_identity': True, 'returned_head_identity': True, 'inherited_supply': True, 'housing_market': False, 'fiscal_regime': True}",43.104480784386396
4,0.46525296284183,-0.765174015201,search,evaluated,-0.003465424236438796,True,False,"{'finite_positive_state': True, 'nonnegative_flows': True, 'inner_converged': True, 'distribution': True, 'birth_rate': True, 'person_one_step': True, 'head_one_step': True, 'age_head_identity': True, 'household_person_identity': True, 'returned_head_identity': True, 'inherited_supply': True, 'housing_market': False, 'fiscal_regime': True}",42.67863881774247
5,0.44538444880471556,-0.8088174398902948,search,evaluated,0.04780200414194823,True,False,"{'finite_positive_state': True, 'nonnegative_flows': True, 'inner_converged': True, 'distribution': True, 'birth_rate': True, 'person_one_step': True, 'head_one_step': True, 'age_head_identity': True, 'household_person_identity': True, 'returned_head_identity': True, 'inherited_supply': True, 'housing_market': False, 'fiscal_regime': True}",42.70873367693275
6,0.4552103188747694,-0.7869957275456474,search,evaluated,0.022701838870171985,True,False,"{'finite_positive_state': True, 'nonnegative_flows': True, 'inner_converged': True, 'distribution': True, 'birth_rate': True, 'person_one_step': True, 'head_one_step': True, 'age_head_identity': True, 'household_person_identity': True, 'returned_head_identity': True, 'inherited_supply': True, 'housing_market': False, 'fiscal_regime': True}",42.744233805686235
7,0.4639103565047823,-0.7680639426088317,search,evaluated,-1.9911758497835883e-05,True,True,"{'finite_positive_state': True, 'nonnegative_flows': True, 'inner_converged': True, 'distribution': True, 'birth_rate': True, 'person_one_step': True, 'head_one_step': True, 'age_head_identity': True, 'household_person_identity': True, 'returned_head_identity': True, 'inherited_supply': True, 'housing_market': True, 'fiscal_regime': True}",43.084133787080646
8,0.4639103565047823,-0.7680639426088317,final_replay,evaluated,-1.9911758497835883e-05,True,True,"{'finite_positive_state': True, 'nonnegative_flows': True, 'inner_converged': True, 'distribution': True, 'birth_rate': True, 'person_one_step': True, 'head_one_step': True, 'age_head_identity': True, 'household_person_identity': True, 'returned_head_identity': True, 'inherited_supply': True, 'housing_market': True, 'fiscal_regime': True}",42.96469662245363
