policy,adjusted_births,adult_households,asset_price,births_per_household,dependent_renter_at_cap_share,explicit_births,feasibility_projection,market_residual,ownership,renter_at_cap_share,renter_mass,rooms_per_household,young_mean_rooms_whole_nodes,young_ownership_whole_nodes,equal_transfer_outlays,equal_transfer_period_units,government_budget_residual,implied_equal_transfer,property_tax_revenue,scaled_government_budget_residual
tax1-equal-rebate,0.09901100109807542,1.1292476712477795,0.7305283514614223,0.08767872949312501,0.22517707037242415,0.08640126766021197,0.0,1.5084310151580914e-05,0.6555015795511123,0.14301541361142425,0.38902403904034194,6.325248369611199,5.420913952040736,0.3336578367888509,0.20871437198403417,0.18482603710262005,5.525927037314249e-06,0.1848309305614936,0.20871989791107148,2.6475324550362994e-05
tax2-equal-rebate,0.09951522794958113,1.1292476712477795,0.6954510343808845,0.08812524522598329,0.1290406128410451,0.08688377252346575,0.0,3.402875095796245e-07,0.6557178731580205,0.09268231458222326,0.38877978998843665,6.132079177662121,5.18879543186262,0.34601742748878717,0.3852549452462882,0.3411607170468595,4.6835706140058164e-06,0.3411648645609375,0.38525962881690223,1.2156920330294254e-05
