age,tenure,income_index,parity,dependent_children,wealth,mass,consumption,saving,excess_expenditure,resources
50.0,0,0,1,1,-0.39534883720930214,3.994415292841093e-12,0.04,-0.15813953488372087,0.005856664434948755,-0.03030038318995104
50.0,0,0,2,1,-0.39534883720930214,7.074863252270637e-12,0.04,-0.15813953488372087,0.005856664434948755,-0.03030038318995104
50.0,0,0,3,1,-0.39534883720930214,2.1540052801569975e-12,0.04,-0.15813953488372087,0.005856664434948755,-0.03030038318995104
