measurement,own_rate_2534,interpretation
production_whole_nodes,0.26527319406300576,unchanged model age_to_index aggregation
cells_start_at_node,0.22954509340839027,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.2644825908518446,diagnostic uniform density within each four-year cell
