arm,codes_cleaned,entry_rule_applied,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
S4a,0,0,-3,-2,101890,11113,20259,Wp3,1.058029657790339,.1981828980393651,5.214388489208633,18205,1968 1969 1970 1971 1978 1985 1986,0,none,115.811
