coefficient_i,coefficient_j,covariance
Wleft,Wleft,.2701561185900628
Wleft,Wm2,.0614649242282932
Wleft,Wm1,.0359772838296426
Wleft,Wp1,.0232167460417525
Wleft,Wp2,.0232064740659958
Wleft,Wp3,.0230639876270452
Wleft,Wp4,.0184429221589688
Wleft,Wp5,.0175035432395707
Wleft,Wp6,.0133229579753652
Wleft,Wright,-.0036184214130821
Wm2,Wleft,.0614649242282932
Wm2,Wm2,.1627942009818367
Wm2,Wm1,.0356650818233022
Wm2,Wp1,.0211634472615936
Wm2,Wp2,.0217461741339571
Wm2,Wp3,.0221048967395341
Wm2,Wp4,.0195398496485591
Wm2,Wp5,.0205955482114267
Wm2,Wp6,.0175197326544476
Wm2,Wright,.0022110484723395
Wm1,Wleft,.0359772838296426
Wm1,Wm2,.0356650818233022
Wm1,Wm1,.0868497553025931
Wm1,Wp1,.0178013430155077
Wm1,Wp2,.0193745496673285
Wm1,Wp3,.0204662935891153
Wm1,Wp4,.017945865607742
Wm1,Wp5,.0191202911162615
Wm1,Wp6,.0166923152388681
Wm1,Wright,.0059370151317924
Wp1,Wleft,.0232167460417525
Wp1,Wm2,.0211634472615936
Wp1,Wm1,.0178013430155077
Wp1,Wp1,.0317934782941087
Wp1,Wp2,.0208053737499308
Wp1,Wp3,.0210134866611241
Wp1,Wp4,.0201508977045147
Wp1,Wp5,.0204332966230572
Wp1,Wp6,.0198104538789339
Wp1,Wright,.0143309291864117
Wp2,Wleft,.0232064740659958
Wp2,Wm2,.0217461741339571
Wp2,Wm1,.0193745496673285
Wp2,Wp1,.0208053737499308
Wp2,Wp2,.0365277514747146
Wp2,Wp3,.0275082555383171
Wp2,Wp4,.0247920920856838
Wp2,Wp5,.0244307297167911
Wp2,Wp6,.0245179873170988
Wp2,Wright,.02023145459877
Wp3,Wleft,.0230639876270452
Wp3,Wm2,.0221048967395341
Wp3,Wm1,.0204662935891153
Wp3,Wp1,.0210134866611241
Wp3,Wp2,.0275082555383171
Wp3,Wp3,.0392764610752814
Wp3,Wp4,.0294726841790585
Wp3,Wp5,.0288092522859509
Wp3,Wp6,.0290418535839895
Wp3,Wright,.026340880824529
Wp4,Wleft,.0184429221589688
Wp4,Wm2,.0195398496485591
Wp4,Wm1,.017945865607742
Wp4,Wp1,.0201508977045147
Wp4,Wp2,.0247920920856838
Wp4,Wp3,.0294726841790585
Wp4,Wp4,.039245167937138
Wp4,Wp5,.0315497706392978
Wp4,Wp6,.0309095751646814
Wp4,Wright,.0285069303438811
Wp5,Wleft,.0175035432395707
Wp5,Wm2,.0205955482114267
Wp5,Wm1,.0191202911162615
Wp5,Wp1,.0204332966230572
Wp5,Wp2,.0244307297167911
Wp5,Wp3,.0288092522859509
Wp5,Wp4,.0315497706392978
Wp5,Wp5,.0456032440134572
Wp5,Wp6,.0366945474069492
Wp5,Wright,.0326949721621277
Wp6,Wleft,.0133229579753652
Wp6,Wm2,.0175197326544476
Wp6,Wm1,.0166923152388681
Wp6,Wp1,.0198104538789339
Wp6,Wp2,.0245179873170988
Wp6,Wp3,.0290418535839895
Wp6,Wp4,.0309095751646814
Wp6,Wp5,.0366945474069492
Wp6,Wp6,.0480630110738196
Wp6,Wright,.0367285481239017
Wright,Wleft,-.0036184214130821
Wright,Wm2,.0022110484723395
Wright,Wm1,.0059370151317924
Wright,Wp1,.0143309291864117
Wright,Wp2,.02023145459877
Wright,Wp3,.026340880824529
Wright,Wp4,.0285069303438811
Wright,Wp5,.0326949721621277
Wright,Wp6,.0367285481239017
Wright,Wright,.0484056228560871
