age,tenure,mass,budget_excess_mass,budget_excess_share,consumption_floor_mass,weighted_positive_budget_gap,maximum_occupied_excess
18.0,0,0.054321932047509264,0.0,0.0,0.0,9.683849307368383e-19,8.881784197001252e-16
18.0,1,0.002828857031688887,0.0,0.0,0.0,1.4817896483566558e-20,2.220446049250313e-16
18.0,2,0.0019378881791003685,0.0,0.0,0.0,1.8786442674987101e-19,8.881784197001252e-16
18.0,3,0.0028951717329060004,0.0,0.0,0.0,1.1479752426932972e-20,2.220446049250313e-16
18.0,4,0.0003299070899277444,0.0,0.0,0.0,0.0,0.0
18.0,5,0.0010609142670354927,0.0,0.0,0.0,2.1955113909219333e-20,4.440892098500626e-16
22.0,0,0.008418772859782847,0.0,0.0,0.0,2.0288366008595607e-19,1.7763568394002505e-15
22.0,1,0.00206212917624413,0.0,0.0,0.0,2.607925399720562e-20,2.220446049250313e-16
22.0,2,0.0014877735604362286,0.0,0.0,0.0,6.387806284926618e-20,8.881784197001252e-16
22.0,3,0.001416264803164369,0.0,0.0,0.0,1.6640121147195517e-20,8.881784197001252e-16
22.0,4,0.00023722405153344135,0.0,0.0,0.0,2.6410765510725524e-20,8.881784197001252e-16
22.0,5,0.0007149575979782313,0.0,0.0,0.0,2.0990644208272142e-20,8.881784197001252e-16
26.0,0,0.02354556551362256,0.0,0.0,0.0,1.0956619777589523e-18,8.881784197001252e-16
26.0,1,0.006914242356286085,0.0,0.0,0.0,5.000178130099197e-20,4.440892098500626e-16
26.0,2,0.005090582222103254,0.0,0.0,0.0,4.563142800249764e-19,4.440892098500626e-16
26.0,3,0.004719734867106399,0.0,0.0,0.0,1.4269879093599587e-19,8.881784197001252e-16
26.0,4,0.0015820806588314558,0.0,0.0,0.0,1.2276403501535722e-19,8.881784197001252e-16
26.0,5,0.002889022509919269,0.0,0.0,0.0,2.967138141911166e-20,8.881784197001252e-16
30.0,0,0.03306563695079731,0.0,0.0,0.0,1.5918647415193796e-18,1.7763568394002505e-15
30.0,1,0.006690313699058372,0.0,0.0,0.0,7.473993323095103e-20,2.220446049250313e-16
30.0,2,0.007363745228698743,0.0,0.0,0.0,6.589932425009569e-19,4.440892098500626e-16
30.0,3,0.009177148754098115,0.0,0.0,0.0,1.871239963181776e-19,8.881784197001252e-16
30.0,4,0.0037007815820928477,0.0,0.0,0.0,3.9617651104013964e-19,8.881784197001252e-16
30.0,5,0.0051050891805264785,0.0,0.0,0.0,9.946717261775862e-20,7.105427357601002e-15
34.0,0,0.039187973288928854,0.0,0.0,0.0,2.56052737032995e-18,8.881784197001252e-16
34.0,1,0.006782687424190866,0.0,0.0,0.0,1.6723515717944637e-19,2.220446049250313e-16
34.0,2,0.008261355556696737,0.0,0.0,0.0,3.8874987636322634e-19,8.881784197001252e-16
34.0,3,0.010582584888737562,0.0,0.0,0.0,3.228441661935803e-19,8.881784197001252e-16
34.0,4,0.005655210067797708,0.0,0.0,0.0,6.126773668738988e-19,8.881784197001252e-16
34.0,5,0.007341868964161414,0.0,0.0,0.0,5.37123446453493e-19,7.105427357601002e-15
38.0,0,0.04085709309461627,0.0,0.0,0.0,2.1359711814359624e-18,8.881784197001252e-16
38.0,1,0.005670294658310687,0.0,0.0,0.0,1.586538628807357e-19,2.220446049250313e-16
38.0,2,0.007677826338989354,0.0,0.0,0.0,3.75531737566698e-19,8.881784197001252e-16
38.0,3,0.011141301057844744,0.0,0.0,0.0,4.426022473819103e-19,8.881784197001252e-16
38.0,4,0.007254271901345054,0.0,0.0,0.0,7.830856407957419e-19,8.881784197001252e-16
38.0,5,0.008963564799157973,0.0,0.0,0.0,9.360319707305249e-19,7.105427357601002e-15
42.0,0,0.04139239230467306,0.0,0.0,0.0,1.975673655485665e-18,8.881784197001252e-16
42.0,1,0.00495120466962948,0.0,0.0,0.0,9.731964003499148e-20,2.220446049250313e-16
42.0,2,0.006962966717617374,0.0,0.0,1.9631281465897907e-10,3.4890807316047035e-19,8.881784197001252e-16
42.0,3,0.011211402368855303,0.0,0.0,0.0,3.941075239240974e-19,8.881784197001252e-16
42.0,4,0.008009721825994173,0.0,0.0,0.0,9.196255760256202e-19,8.881784197001252e-16
42.0,5,0.010284186693794465,0.0,0.0,0.0,1.5450129981610653e-18,7.105427357601002e-15
46.0,0,0.040692433682331774,2.53111938458854e-13,6.220122896428103e-12,2.53111938458854e-13,4.443876624506664e-15,8.881784197001252e-16
46.0,1,0.0044283014829542165,0.0,0.0,0.0,7.734441519158113e-20,2.220446049250313e-16
46.0,2,0.006430519975628689,0.0,0.0,0.0,2.9897272645593733e-19,4.440892098500626e-16
46.0,3,0.010744286169530964,0.0,0.0,0.0,5.444533119008776e-19,8.881784197001252e-16
46.0,4,0.008120612312841459,0.0,0.0,0.0,1.0733645630223539e-18,8.881784197001252e-16
46.0,5,0.011063676450495047,0.0,0.0,0.0,3.152927478803074e-18,7.105427357601002e-15
50.0,0,0.03752813248157889,7.408003298831045e-13,1.9739866625303957e-11,7.408003298831045e-13,5.60039023804207e-15,8.881784197001252e-16
50.0,1,0.0036546071024233556,0.0,0.0,0.0,4.9742994531583345e-20,2.220446049250313e-16
50.0,2,0.005858730672266893,0.0,0.0,0.0,2.926047520700041e-19,4.440892098500626e-16
50.0,3,0.009512839131304362,0.0,0.0,0.0,5.0556973799498115e-19,8.881784197001252e-16
50.0,4,0.0076856891064279904,0.0,0.0,0.0,1.1441221592156713e-18,8.881784197001252e-16
50.0,5,0.010922985926062872,0.0,0.0,0.0,4.31269142651257e-18,7.105427357601002e-15
54.0,0,0.04027164606996277,0.0,0.0,0.0,3.1925173698186217e-18,8.881784197001252e-16
54.0,1,0.003583303215954876,0.0,0.0,0.0,5.970601132292169e-20,2.220446049250313e-16
54.0,2,0.0062235928526605455,0.0,0.0,0.0,2.958419470311606e-19,4.440892098500626e-16
54.0,3,0.009783588635852289,0.0,0.0,0.0,4.605102962827468e-19,8.881784197001252e-16
54.0,4,0.008317249769550462,0.0,0.0,0.0,1.3161949547299367e-18,8.881784197001252e-16
54.0,5,0.012480816639874206,0.0,0.0,0.0,6.529535379236375e-18,7.105427357601002e-15
58.0,0,0.03922950635879388,0.0,0.0,0.0,2.5445347880553513e-18,8.881784197001252e-16
58.0,1,0.0032301189245916104,0.0,0.0,0.0,8.50993602658273e-20,1.1102230246251565e-16
58.0,2,0.00594346775266669,0.0,0.0,0.0,2.7456655517322205e-19,4.440892098500626e-16
58.0,3,0.009214441708804585,0.0,0.0,0.0,4.553035079245533e-19,8.881784197001252e-16
58.0,4,0.008011136337250473,0.0,0.0,0.0,1.3093789252748728e-18,8.881784197001252e-16
58.0,5,0.012957731814814178,0.0,0.0,0.0,4.907793453419442e-18,7.105427357601002e-15
62.0,0,0.04306605681749276,0.0,0.0,0.0,2.7732486291629245e-18,8.881784197001252e-16
62.0,1,0.0034415988186696357,0.0,0.0,0.0,6.505164159265851e-20,1.1102230246251565e-16
62.0,2,0.0064318388169771175,0.0,0.0,0.0,4.441181127539741e-19,4.440892098500626e-16
62.0,3,0.009871355647464658,0.0,0.0,0.0,4.396622664804626e-19,8.881784197001252e-16
62.0,4,0.008776776317470222,0.0,0.0,0.0,1.4386837220621778e-18,8.881784197001252e-16
62.0,5,0.014873398939853478,0.0,0.0,0.0,6.472177904104112e-18,7.105427357601002e-15
66.0,0,0.04410368716162585,0.0,0.0,0.0,4.822822587868875e-18,8.881784197001252e-16
66.0,1,0.0034137843930764702,0.0,0.0,0.0,0.0,0.0
66.0,2,0.006169039557698644,0.0,0.0,0.0,3.260035288907031e-19,4.440892098500626e-16
66.0,3,0.009949438279270143,0.0,0.0,0.0,4.921833248311133e-19,8.881784197001252e-16
66.0,4,0.009039910715781786,0.0,0.0,0.0,1.7870345123657524e-18,8.881784197001252e-16
66.0,5,0.015393917849110308,0.0,0.0,0.0,1.0983253167155404e-23,1.1102230246251565e-16
70.0,0,0.03748773572237546,0.0,0.0,0.0,4.706714931908217e-18,8.881784197001252e-16
70.0,1,3.2813771415691964e-05,0.0,0.0,0.0,0.0,0.0
70.0,2,0.007965414077057734,0.0,0.0,0.0,3.0562202540348564e-19,4.440892098500626e-16
70.0,3,0.008634292435472021,0.0,0.0,0.0,1.4833022271438677e-19,8.881784197001252e-16
70.0,4,0.0076476348290126245,0.0,0.0,0.0,9.360410427449775e-19,8.881784197001252e-16
70.0,5,0.013370673642602814,0.0,0.0,0.0,9.560484355941089e-21,8.881784197001252e-16
74.0,0,0.03189078016467284,0.0,0.0,0.0,4.593411062802491e-18,8.881784197001252e-16
74.0,1,5.3900618745020915e-11,0.0,0.0,0.0,0.0,0.0
74.0,2,0.006572691905812179,0.0,0.0,0.0,1.6714260508632758e-19,4.440892098500626e-16
74.0,3,0.007582619099545732,0.0,0.0,0.0,2.3870193006283523e-19,8.881784197001252e-16
74.0,4,0.006676391123155708,0.0,0.0,0.0,5.743705506316431e-19,8.881784197001252e-16
74.0,5,0.011230284694641256,0.0,0.0,0.0,1.462130188460976e-19,8.881784197001252e-16
78.0,0,0.02522748886713057,0.0,0.0,0.0,4.415782538331666e-18,8.881784197001252e-16
78.0,1,1.7571866642826544e-12,0.0,0.0,0.0,0.0,0.0
78.0,2,0.004909473806019373,0.0,0.0,0.0,1.6709091610036336e-19,4.440892098500626e-16
78.0,3,0.006108484740449529,0.0,0.0,0.0,4.565427502485437e-20,2.220446049250313e-16
78.0,4,0.005405090668911517,0.0,0.0,0.0,1.247282357360148e-18,8.881784197001252e-16
78.0,5,0.008947041541081764,0.0,0.0,0.0,1.437299939518624e-20,8.881784197001252e-16
82.0,0,0.01630278461400981,0.0,0.0,0.0,2.5425001194225538e-18,1.7763568394002505e-15
82.0,1,2.0642164662261348e-14,0.0,0.0,0.0,0.0,0.0
82.0,2,0.00238883070126852,0.0,0.0,0.0,1.084345471182469e-19,2.220446049250313e-16
82.0,3,0.004217436734077727,0.0,0.0,0.0,7.635077413464056e-20,2.220446049250313e-16
82.0,4,0.0035330396497908053,0.0,0.0,0.0,6.845193149693935e-19,4.440892098500626e-16
82.0,5,0.006367739747886436,0.0,0.0,0.0,2.0818892963889971e-19,1.7763568394002505e-15
