age_node,mass,owner_rate,mean_rooms,mean_liquid_wealth,childless_rate,pre_fertility_mass
18.0,0.06337467034816775,0.1428447398767451,3.8113970494091065,-0.19050827762611808,0.8631680239832044,0.06337467034816774
22.0,0.014337122049139247,0.4127989682358684,4.40450190830482,-0.12072022284430364,0.7450663785144186,0.014337122049139246
26.0,0.044741228127869036,0.47373895400613336,4.855131957374946,-0.009984616788250413,0.6305718805339829,0.044741228127869036
30.0,0.06510271539527185,0.49210049457939,5.317874561556996,0.5035396065724849,0.5198264991848749,0.06510271539527182
34.0,0.07781168019051311,0.4963741536877048,5.5816436078310545,1.040380076126183,0.41598981475221886,0.07781168019051314
38.0,0.08156435185026407,0.4990814961710018,5.822628770688706,1.9658090186932264,0.32151688606204076,0.08156435185026406
42.0,0.08281187458056381,0.5001635633256399,5.990259684726702,2.8366323788521375,0.24901632965433637,0.08281187458056495
46.0,0.08147983007378219,0.5005827375255483,6.088834106335975,3.6372514119080153,0.2140200426013809,0.08147983007378463
50.0,0.07516298442006436,0.5007099203000652,6.170859540676941,4.359067823196888,0.19129681872402624,0.07516298442006614
54.0,0.08066019718385514,0.500724676160059,6.242641667052468,5.0452995590214496,0.17945580018284887,0.08066019718385632
58.0,0.0785864028969214,0.5008105103086393,6.312138662864067,5.6919200723352406,0.1744008080767319,0.07858640289692338
62.0,0.08646102535792789,0.5019020808600217,6.363726928886948,6.141943878393697,0.1727705187699034,0.0864610253579313
66.0,0.08806977795656318,0.4992188218825966,6.4622694159344665,6.582399757259502,0.17277051876992344,0.08806977795656362
70.0,0.07513856447793636,0.5010852818011535,6.575976127245724,5.415657770612341,0.17277051876991198,0.07513856447794127
74.0,0.06395276704172835,0.5013385403032751,6.594740871180914,4.2069958924317925,0.17277051876988642,0.06395276704173457
78.0,0.05059757962534995,0.5014091770015947,6.621126978562105,2.9206983858748514,0.1727705187698626,0.05059757962535738
82.0,0.032809831447053926,0.5031128203045475,6.74615631405286,1.529341579975327,0.17277051876998484,0.03280983144705944
