measurement,own_rate_2534,interpretation
production_whole_nodes,0.4894947784803412,unchanged model age_to_index aggregation
cells_start_at_node,0.48440473270778317,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.48976487465636015,diagnostic uniform density within each four-year cell
