liquid_wealth,valid,first_birth_low,first_birth_middle,first_birth_high,housing_no_birth,housing_birth,ownership_no_birth,ownership_birth,slice_mass
-3.3255813953488373,0,0.07572444115852578,0.2623151667587873,0.41240141347232556,3.658561438716499,5.699007577814631,0.0,0.0,0.0
-3.1860465116279073,0,0.08986346402125317,0.27481604739644827,0.4178667471397067,3.728484878258055,5.791262124616532,0.0,0.0,0.0
-3.046511627906977,0,0.10445095000122237,0.2867348841332353,0.42299332108452214,3.7885272390675784,5.884436769812348,0.0,0.0,0.0
-2.9069767441860463,0,0.11937014389204553,0.2979976096492327,0.42769268675449007,3.849521959779139,5.957477609049344,0.0,0.0,0.0
-2.7674418604651163,0,0.1344339047759425,0.30854443168041285,0.4320106401941642,3.9195177748454975,5.983854577169595,0.0,0.0,0.0
-2.6279069767441863,0,0.1498781587237148,0.3185287725287243,0.4360807839544724,3.9850174674656227,6.0,0.0,0.0,0.0
-2.488372093023256,0,0.16500938813969052,0.32795288275318324,0.4399273743250244,4.030724563938799,6.0,0.0,0.0,0.0
-2.3488372093023258,0,0.17955497946918478,0.3368947374603751,0.4435941002568638,4.057101532059049,6.0,0.0,0.0,0.0
-2.2093023255813953,0,0.19334679474142683,0.3453697682768732,0.4470649008717822,4.1126839605871535,6.0,0.0,0.0,0.0
-2.0697674418604652,0,0.20641403011764464,0.3533968052599155,0.4497501406277278,4.177195190690733,6.0,0.0,0.0,0.0
-1.9302325581395348,0,0.21879133800390088,0.3609216907973862,0.4521288725668456,4.231233741941747,6.0,0.0,0.0,0.0
-1.7906976744186047,0,0.23049522648106552,0.36797454744700486,0.45521583056342846,4.287573207882675,6.0,0.0,0.0,0.0
-1.6511627906976747,0,0.2415873132529452,0.3745787856495518,0.4598491331395361,4.344075247135644,6.0,0.0,0.0,0.0
-1.5116279069767442,0,0.25201393384320453,0.38079221179012285,0.463605801259824,4.405994990668408,6.0,0.0,0.0,0.0
-1.3720930232558142,0,0.26175237802038764,0.38686317216644756,0.4666962443813544,4.465194839222352,6.0,0.0,0.0,0.0
-1.2325581395348837,0,0.27092141513987444,0.3925231086470233,0.46957377978140363,4.487056684926335,6.0,0.0,0.0,0.0
-1.0930232558139537,0,0.27972644514450623,0.39763119801727315,0.4722030342712889,4.533233668669636,6.0,0.0,0.0,0.0
-0.9534883720930232,0,0.28810871681282324,0.40248876410307294,0.4748908525903111,4.604519960524974,6.0,0.0,0.0,0.0
-0.8139534883720927,0,0.2960349625529676,0.4075248460083017,0.477460370781623,4.66723213085309,6.0,0.0,0.0,0.0
-0.6744186046511631,0,0.30341552947954237,0.4125748503932817,0.4797334198694991,4.693609098973339,6.0,0.0,0.0,0.0
-0.5348837209302326,0,0.310547257699616,0.41721013694376496,0.48214364279053123,4.719986067093589,6.0,0.0,0.0,0.0
-0.39534883720930214,0,0.3173102443575159,0.42141548348006425,0.48479157189845096,4.738872057527603,6.0,0.0,0.0,0.0
-0.25581395348837255,0,0.3237448202613001,0.42486608083734595,0.48490859690191307,4.772740003334086,6.0,0.0,0.0,0.0
-0.11627906976744207,0,0.3297644703115153,0.4288675514713753,0.48857879410526844,4.834307531284404,6.0,0.0,0.0,0.0
0.0,1,0.33425625711989976,0.43260031379310626,0.4934102008948661,4.854213157385802,6.0,0.0,0.0,0.0014069129308322743
0.1627906976744189,1,0.35460933321372895,0.43694856278334804,0.4970509736540708,4.8633596117284785,6.0,0.0,0.0,0.0013372326998940586
0.3023255813953485,1,0.3646074989152541,0.4406946644201094,0.4991167913351177,4.976332868732981,6.0,8.363287633983418e-06,0.0,0.00041732399911113013
0.44186046511627897,1,0.3732976075834751,0.4451515056249195,0.5019536956476764,5.015873233692081,6.0,8.017373147595208e-06,0.0,0.0007124271386475219
0.5813953488372094,1,0.3804576542572999,0.44912600874828035,0.5038872000896459,5.094960949240174,6.0000000040103245,0.004352287561232515,1.002581018205717e-09,0.0005019752704835892
0.720930232558139,1,0.3869372245809363,0.45085361929195783,0.5057585987177083,4.954395937609988,6.0000000055366005,0.0031008742735139094,1.3841501278477608e-09,0.0005537644055475991
0.8604651162790695,1,0.39331368419308316,0.4553691693503045,0.5075004240966069,5.194240850426069,5.999999891690754,0.05232661755326262,0.02863107335377313,0.0004913845566952519
1.0,1,0.39929568776791113,0.46072588513850465,0.5092977219736656,5.230946009929798,6.000000081986796,0.05450784872709846,0.014275624424371025,0.0002134146376596272
1.1395348837209305,1,0.40490618213905,0.4658972769051879,0.5211379327349858,5.298031742871393,6.963534682767355,0.05918126296955961,0.48860415345101643,0.00045462316557791225
1.27906976744186,1,0.40936568548735186,0.469962755531208,0.5229283845663422,5.3442741212726705,7.20915772793928,0.061407419066654256,0.6097966174830725,0.00022119006078821356
1.4186046511627906,1,0.41385398633599296,0.47383399322328396,0.524675622224191,5.394394318635443,7.4122430126526915,0.06311408076913949,0.7098871176811015,0.00022535692095381683
1.558139534883721,1,0.4195976078346406,0.477611559613874,0.5263196404923781,5.438095878839018,7.573610958586936,0.06395079008670912,0.7893666506364123,0.0003653508388178219
1.6976744186046506,1,0.42411297010969157,0.48120261445382634,0.5279030813611174,5.486613094511388,7.6848616001988335,0.06457818652904201,0.8441917111947295,0.00018435954545302873
1.837209302325581,1,0.42850484667177663,0.4846420744693858,0.5294403880482351,5.534929540752917,7.764468082120103,0.06600503297815763,0.8834372563250488,0.0001881416533383166
1.9767441860465116,1,0.4324676590434913,0.4879020786594393,0.5309457933290738,5.572172069211425,7.817525412894625,0.06829667723346944,0.9095995778893701,0.00013350841492702618
2.116279069767442,1,0.4363546670898846,0.4909876309020966,0.5324112961782231,5.609894864127364,7.854759398775144,0.07153899638690575,0.9279735322934569,0.00016688312891884467
2.2558139534883717,1,0.4400536220655735,0.49392407943898453,0.5338383291312379,5.650559311522497,7.8815045167507325,0.07594066246949183,0.9411751705757739,0.00017753737272130344
2.395348837209302,1,0.4436878857344772,0.4967144215375484,0.5352384310351664,5.704982832134528,7.900334802450588,0.08165064604963845,0.9504621839500553,0.00024515481513518936
2.5348837209302326,1,0.44739146671317126,0.4993608798256198,0.5366186580583169,5.762627112928176,7.91373727310494,0.08864285965745466,0.9570557829645658,7.501429484370092e-05
2.674418604651163,1,0.45119251434998137,0.5018821312666195,0.5379902047826534,5.823520417337815,7.9235639201078065,0.09699794520145133,0.9618700592111323,9.924511417269742e-05
2.8139534883720927,1,0.45514573988450213,0.5042898344862723,0.5393599512105216,5.8870678105999765,7.930977165605428,0.1067640104520251,0.9654725424609549,9.320566364494569e-05
2.953488372093023,1,0.4591549529350963,0.5065900994210033,0.540729759967609,5.952805310978176,7.937015390925798,0.1178612318751675,0.9683610554930031,0.00010606272794377037
3.0930232558139537,1,0.4630760511812462,0.5087935247133896,0.5421039425931273,6.019987275113606,7.942095108815811,0.1301199978911427,0.9707289309639873,0.00011119784041515324
3.232558139534884,1,0.46690185985240096,0.5109057768370677,0.5434845308765163,6.087422596759997,7.946515229081278,0.1433135968404713,0.9727126478360174,6.442401891955438e-05
3.3720930232558146,1,0.4706005064739022,0.5129284011431928,0.5448743908897707,6.155577517453956,7.950402984852647,0.15736321611484527,0.9743459427314753,3.593787746527422e-05
3.5116279069767433,1,0.4741574530023689,0.5148711552032366,0.5462720152876145,6.224344016899694,7.95390751958193,0.1721052233192495,0.9756519355294802,3.5075252920415174e-05
3.651162790697674,1,0.4775922586009244,0.516745935203306,0.547676660217523,6.292059258862359,7.957360340085573,0.1872895586247978,0.9767390851829243,5.734115617542293e-05
3.7906976744186043,1,0.4808861135134132,0.5185555771367499,0.5490844194532868,6.350912787654124,7.961015203855731,0.2026741893464532,0.9776740377612667,6.455942802022656e-05
3.9302325581395348,1,0.48402795400854465,0.5203020798047886,0.550493217165695,6.384530343121696,7.965050419541112,0.2181995340101821,0.978457927142599,3.6610626403215095e-05
4.069767441860465,1,0.48703961476567725,0.5219916616466471,0.5518980808537713,6.417808194220015,7.969785837349979,0.23357104823526242,0.9791125125218028,2.585263387336342e-05
4.209302325581396,1,0.48993649350693697,0.5236274966325739,0.5532960981799782,6.450456979775026,7.975648792492425,0.24885539685942604,0.9796611205317812,2.989889877497021e-05
4.348837209302326,1,0.49272044360399403,0.5252125576295916,0.5546812365466669,6.4822947582620145,7.9831207080187605,0.26366495373281396,0.9801059102987894,2.6806522631691925e-05
4.488372093023255,1,0.49538760330042503,0.5267505094598792,0.5560558503129753,6.513012591027746,7.992805258170902,0.27809847668982,0.9804605974541256,2.0094845887614424e-05
4.627906976744185,1,0.4979507268865402,0.5282450372020523,0.5574097681994632,6.542505506417456,8.005502745871329,0.2919876001499233,0.9807343391835783,2.0881097894251193e-05
4.767441860465116,1,0.5004099241982339,0.5297010365044429,0.5587306502971022,6.570449278999604,8.022249921723454,0.30516565234051996,0.9809524995116689,1.4247356763212618e-05
4.906976744186046,1,0.5027661092559268,0.5311239180101491,0.5600207190023013,6.5966752162739795,8.044269400070377,0.3175365093898108,0.9811399627806274,9.277819178953752e-06
5.046511627906977,1,0.5050299712191565,0.5325183701287926,0.5612945637793749,6.62121681905046,8.072970826292545,0.32910491055190505,0.9813062507085023,1.1932166906191898e-05
5.186046511627907,1,0.5072079039648101,0.5338895910969665,0.5625400473966483,6.6437136054878465,8.109891687852365,0.33967098053085465,0.9814642348859717,4.916296285377878e-05
5.325581395348838,1,0.5093030867402089,0.5352408038024469,0.5637519360987142,6.663812554055312,8.15659709547225,0.3490246655817373,0.9816290233583657,3.061549687780016e-05
5.4651162790697665,1,0.5113179954856102,0.5365766660131932,0.5649283913236332,6.682553185092729,8.214633728446788,0.3576566576671212,0.9818150668752789,1.013203257542381e-05
5.604651162790697,1,0.5132540989981279,0.5379100706018287,0.5660830569543867,6.698975007695026,8.284715808064599,0.3650483026601705,0.982077475093926,4.874643347573605e-06
5.7441860465116275,1,0.5151117038878128,0.5392260770362288,0.5672105357532141,6.71059140735133,8.369381335589402,0.3699346323721784,0.9823226156540789,4.3991333270516683e-07
5.883720930232558,1,0.5169167742828981,0.5405425589704337,0.5682999744315785,6.722300819641532,8.46718304099206,0.3747110157546558,0.982718048020279,1.0244613420264495e-06
6.023255813953488,1,0.5186477293093559,0.5418726948124,0.5694076638546208,6.731944985176597,8.57636535146155,0.3782616322632748,0.9831750016353852,5.462311346760659e-06
6.162790697674419,1,0.5203326539454919,0.543211788144097,0.5704795062026105,6.739637840127216,8.694835976674227,0.3805657667376181,0.9837537654144415,8.052380922216221e-06
6.302325581395349,1,0.5219640469586287,0.5445590633001199,0.5714784172690602,6.74590818339675,8.81970121360851,0.38182595366470196,0.9844501884582897,1.001811651046847e-05
6.441860465116278,1,0.5235300412538805,0.5459178301525098,0.5724022370452706,6.7513841863656125,8.946675286448857,0.38229796723135223,0.9852408807952756,4.837333291112276e-06
6.581395348837209,1,0.5250612465024367,0.54729706600034,0.5733640882731501,6.758995345947369,9.071599761654701,0.3833344062627475,0.9861076645587068,9.095158530343443e-06
6.720930232558139,1,0.5265500852938929,0.5486776537999382,0.5743334469045339,6.764973527218444,9.190875355260506,0.38295426309446157,0.9870311623828456,7.319754178580904e-06
6.8604651162790695,1,0.5279955915620549,0.5500594947907224,0.5752378500691757,6.770853988040017,9.301722825007449,0.3818704952279859,0.9879990238980811,1.0506889642523145e-06
7.0,1,0.5294062386846311,0.5515297248136334,0.5760901794895118,6.803031528598694,9.402221429029876,0.3927151280208818,0.9889495249442526,7.696418541943807e-07
7.571428571428571,1,0.5350420963680524,0.5570821911962786,0.579478993679763,6.858761731135928,9.698893428533914,0.3893234380852846,0.9927990724102697,8.992058009484163e-06
8.142857142857142,1,0.540332044370332,0.5623021973656742,0.5825611940988937,6.982466633706281,9.84854032546271,0.3972450572973685,0.9950137520452431,2.4744548288553167e-06
8.714285714285714,1,0.5457266545452105,0.5670531090532203,0.5853927677838966,7.192287833219325,9.919730250023367,0.42369952554531665,0.9963844131375523,2.47947764104448e-06
9.285714285714285,1,0.5513208111328397,0.5713065260996976,0.5880197099437056,7.472434935015826,9.953999490540303,0.46816327136252767,0.9972244541144035,5.15565496246711e-07
9.857142857142858,1,0.5568676007009968,0.5750991331006299,0.5904801243159045,7.783831149864909,9.970957724209848,0.5241894512735144,0.9977558824920496,7.941550367377309e-07
10.428571428571429,1,0.5620867665222724,0.5785059716036186,0.5928005239784809,8.085444915910557,9.979809819961828,0.5833092645561919,0.9981116216697816,7.598951922637075e-07
11.0,1,0.5668257494130534,0.5816045607215827,0.5949939370773716,8.35314507132216,9.984667413029795,0.63862872287541,0.9983604393906655,1.7326166850128887e-11
11.571428571428571,1,0.571061199888099,0.5844559926038561,0.5970805629090955,8.58022954276089,9.987456465342442,0.6864926109941507,0.9985388574401903,0.0
12.142857142857142,1,0.5748353737426725,0.5870987806741609,0.5990655733478979,8.76132616458085,9.989095763809763,0.726571702452361,0.9986680100402778,0.0
12.714285714285714,1,0.5782250941065311,0.5895834117315364,0.6009616932695233,8.907231145945616,9.99021921544958,0.759241718303997,0.9987663547203831,0.0
13.285714285714285,1,0.5813023530928334,0.5919282964352997,0.6027459219012746,9.023626051757446,9.990917026379828,0.7860345360394376,0.9988423964482167,0.0
13.857142857142858,1,0.5841381024315956,0.5941463708576635,0.6044639020543281,9.117510703122662,9.991198329920138,0.8081297745045504,0.9989011645328317,0.0
14.428571428571427,1,0.5867302777356462,0.5962944752797622,0.6060959734211967,9.180214018402694,9.990931782123084,0.8242811280442766,0.9989112299975033,0.0
15.474341649025257,1,0.5913282507655826,0.5999191936651292,0.6089264970552596,9.287943528221149,9.991018948643276,0.8513491528347004,0.999105340409103,0.0
16.341640786499873,1,0.5947022420220732,0.6027006623832124,0.6111731349489081,9.36328223470764,9.990684763059356,0.8698770033995515,0.9991154013251329,0.0
17.464751508773247,1,0.5987179927016546,0.605999696956124,0.6138696210860498,9.434433213762759,9.989653858912714,0.8885512406014868,0.9991624064796081,0.0
18.794733192202056,1,0.602941267983338,0.609564614420366,0.6168137711794981,9.490494800888655,9.987755382494903,0.9047010683774488,0.9991830017833028,0.0
20.303300858899107,1,0.6072821130698544,0.613267329384758,0.6199322284587478,9.540371136571139,9.986544984399007,0.9183130236663146,0.9992124222787426,0.0
21.97137002317335,1,0.6115347308567953,0.6169793773996326,0.6231081029794443,9.552365731667805,9.981964555063527,0.9270356210116688,0.9991544510167465,0.0
23.784930278607796,1,0.6156567548654331,0.6206915100612508,0.6262229944178617,9.581582398149521,9.981329965807895,0.9343536460052064,0.9991570914268788,0.0
25.733126291998992,1,0.6198799598296725,0.6241353889409442,0.6291870788892087,9.584947702435556,9.976883031057874,0.9395343944000842,0.9990780802275356,0.0
27.80722452368194,1,0.6237405504177914,0.6273996378467944,0.6319514070531139,9.561408112779645,9.969113235778877,0.9423059683872452,0.9989071137121073,0.0
30.0,1,0.6272913905838942,0.6305378690475012,0.6346244426967056,9.552578566075681,9.963165157655439,0.9452491188148997,0.9988018659657563,0.0
