restriction_id,label,projection,role,target,model,gap,actual_weight,loss_contribution,source_path,provenance_contract
cps_childlessness,"Childless women, ages 40–44",uniform_birth_time,main_diagnostic,0.19827875100684264,0.18058501851824132,-0.017693732488601316,,,/Users/tommasodesanto/Desktop/Projects/Fertility/Fertility_Spring26/output/model/e5f_matched_pf_20260909a/initial_fit_readout/source_initial_measurement_summary.json,/Users/tommasodesanto/Desktop/Projects/Fertility/Fertility_Spring26/output/model/e5f_matched_pf_20260909a/design_research/fertility_contract/fertility_target_contract.json
cps_childlessness,"Childless women, ages 40–44",constant_post_cell,sensitivity_only,0.19827875100684264,0.16737272770332093,-0.030906023303521712,,,/Users/tommasodesanto/Desktop/Projects/Fertility/Fertility_Spring26/output/model/e5f_matched_pf_20260909a/initial_fit_readout/source_initial_measurement_summary.json,/Users/tommasodesanto/Desktop/Projects/Fertility/Fertility_Spring26/output/model/e5f_matched_pf_20260909a/design_research/fertility_contract/fertility_target_contract.json
cps_exactly_one,"Exactly one child among mothers, ages 40–44",uniform_birth_time,main_diagnostic,0.21365532522014702,0.23323606686283196,0.019580741642684946,,,/Users/tommasodesanto/Desktop/Projects/Fertility/Fertility_Spring26/output/model/e5f_matched_pf_20260909a/initial_fit_readout/source_initial_measurement_summary.json,/Users/tommasodesanto/Desktop/Projects/Fertility/Fertility_Spring26/output/model/e5f_matched_pf_20260909a/design_research/fertility_contract/fertility_target_contract.json
cps_exactly_one,"Exactly one child among mothers, ages 40–44",constant_post_cell,sensitivity_only,0.21365532522014702,0.2098417015211266,-0.003813623699020413,,,/Users/tommasodesanto/Desktop/Projects/Fertility/Fertility_Spring26/output/model/e5f_matched_pf_20260909a/initial_fit_readout/source_initial_measurement_summary.json,/Users/tommasodesanto/Desktop/Projects/Fertility/Fertility_Spring26/output/model/e5f_matched_pf_20260909a/design_research/fertility_contract/fertility_target_contract.json
