age,tenure,mass,budget_excess_mass,budget_excess_share,consumption_floor_mass,weighted_positive_budget_gap,maximum_occupied_excess
18.0,0,0.013660667715668227,0.0,0.0,0.0,8.959873555478937e-19,1.7763568394002505e-15
18.0,1,3.9146239539312454e-08,0.0,0.0,0.0,7.3953660342059015e-25,8.881784197001252e-16
18.0,2,1.8015402261365357e-05,0.0,0.0,0.0,2.3516036508651373e-21,8.881784197001252e-16
18.0,3,0.00020363808133532177,0.0,0.0,0.0,9.499215185844921e-21,3.552713678800501e-15
18.0,4,7.372342783606246e-05,0.0,0.0,0.0,1.6805370501470157e-20,1.7763568394002505e-15
18.0,5,0.00038103827579831273,0.0,0.0,0.0,1.1552412739710158e-20,4.440892098500626e-16
22.0,0,0.03840179176199189,0.0,0.0,0.0,1.1588688703981014e-18,1.7763568394002505e-15
22.0,1,1.5125844748610633e-07,0.0,0.0,0.0,6.4278222919787885e-24,8.881784197001252e-16
22.0,2,9.247598591674803e-05,0.0,0.0,0.0,8.003080791648499e-21,1.7763568394002505e-15
22.0,3,0.0017238494191744954,0.0,0.0,0.0,4.2887845115726406e-20,3.552713678800501e-15
22.0,4,0.0006111780097038226,0.0,0.0,0.0,1.2371865137125004e-19,1.7763568394002505e-15
22.0,5,0.00391178169261996,0.0,0.0,0.0,1.8615643137008648e-19,1.7763568394002505e-15
26.0,0,0.05168658911621574,0.0,0.0,0.0,1.5393951517864563e-18,1.7763568394002505e-15
26.0,1,2.5240990674189546e-07,0.0,0.0,0.0,1.0176766274343313e-23,8.881784197001252e-16
26.0,2,0.00016277026123304083,0.0,0.0,0.0,1.3781183604882892e-20,1.7763568394002505e-15
26.0,3,0.004672681310731993,0.0,0.0,0.0,1.4754806819382335e-19,3.552713678800501e-15
26.0,4,0.0016252183982730277,0.0,0.0,0.0,2.3582737213890054e-19,1.7763568394002505e-15
26.0,5,0.006955203898896796,0.0,0.0,0.0,1.2223788891569242e-19,1.7763568394002505e-15
30.0,0,0.054624128251081545,0.0,0.0,0.0,1.7561721755249373e-18,1.7763568394002505e-15
30.0,1,3.569736382674346e-07,0.0,0.0,0.0,1.437182358031038e-23,7.105427357601002e-15
30.0,2,0.00029415472910697193,0.0,0.0,0.0,1.7998289320068268e-20,1.7763568394002505e-15
30.0,3,0.00860388072396619,0.0,0.0,0.0,3.917678699965678e-19,3.552713678800501e-15
