measurement,own_rate_2534,interpretation
production_whole_nodes,0.30414647574198056,unchanged model age_to_index aggregation
cells_start_at_node,0.2642329866229242,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.30350940727530484,diagnostic uniform density within each four-year cell
