coefficient,estimate,standard_error
Dm7,.2974937395052707,.21941456
Dm5,.2498859322178576,.17557164
Dm1,.1207709232858554,.1370952
Dp1,.4873708315650674,.15436794
Dp3,.4265019448816033,.16322643
Dleft,.6182668264974686,.26132181
Dright,.7475627307814551,.18015383
