earnings_tercile,omega_quintile,b_model_units,z_state_1based,z_level,aftertax_period_income_age18,joint_probability,empirical_rank_overlap_probability,candidate_combination_absent_in_ranked_microdata,R_b_plus_Y_period_units,cashflow_positive,within_selected_B_grid_support
1,1,-0.5474846888431297,1,0.05388932006414422,0.1275183105133549,1.220602710351942e-05,8.04604638261208e-06,FALSE,-0.465096723798042,False,True
1,1,-0.5474846888431297,2,0.07889281555450708,0.1866840876666799,0.0001708843794492719,0.000112644649356569,FALSE,-0.405930946644717,False,True
1,1,-0.5474846888431297,3,0.1154973998318959,0.2733015238959796,0.001110748466420267,0.000732190220817699,FALSE,-0.3193135104154172,False,True
1,1,-0.5474846888431297,4,0.1690857307369447,0.4001076036926545,0.004442993865681069,0.0029287608832708,FALSE,-0.1925074306187424,False,True
1,1,-0.5474846888431297,5,0.2475379045801784,0.5857490007761833,0.01221823313062294,0.00862538774487446,FALSE,-0.006866033535213534,False,True
1,1,-0.5474846888431297,6,0.3623902143420616,0.8575240478905105,0.02443646626124588,0.0302255836556028,FALSE,0.2649090135791137,True,True
1,1,-0.5474846888431297,7,0.5305315469710142,1.255396922122118,0.02445194825446666,0.0242108671846847,FALSE,0.6627818878107207,True,True
1,1,-0.5474846888431297,8,0.7766868728573968,1.837874326615869,0,0,FALSE,1.245259292304473,True,True
1,1,-0.5474846888431297,9,1.137053021470861,2.690608827305349,0,0,FALSE,2.097993792993952,True,True
1,1,-0.5474846888431297,10,1.664621379372013,3.938993954447112,0,0,FALSE,3.346378920135715,True,True
1,1,-0.5474846888431297,11,2.436970206611771,5.766603162716104,0,0,FALSE,5.173988128404707,True,True
1,1,-0.5474846888431297,12,3.567672421793519,8.442184075632825,0,0,FALSE,7.849569041321429,True,True
1,1,-0.5474846888431297,13,5.222996356169135,12.35917748383775,0,0,FALSE,11.76656244952635,True,True
1,1,-0.5474846888431297,14,7.646355301544813,18.09357231594741,0,0,FALSE,17.50095728163601,True,True
1,1,-0.5474846888431297,15,11.1941011271058,26.48860408231321,0,0,FALSE,25.89598904800181,True,True
1,2,-0.04280965173549968,1,0.05388932006414422,0.1275183105133549,9.429373059716845e-06,9.1392580401331e-06,FALSE,0.08117976671645022,True,True
1,2,-0.04280965173549968,2,0.07889281555450708,0.1866840876666799,0.0001320112228360358,0.000127949612561863,FALSE,0.1403455438697752,True,True
1,2,-0.04280965173549968,3,0.1154973998318959,0.2733015238959796,0.0008580729484342329,0.000831672481652112,FALSE,0.226962980099075,True,True
1,2,-0.04280965173549968,4,0.1690857307369447,0.4001076036926545,0.003432291793736932,0.00332668992660845,FALSE,0.3537690598957498,True,True
1,2,-0.04280965173549968,5,0.2475379045801784,0.5857490007761833,0.009438802432776562,0.0086562589350218,FALSE,0.5394104569792786,True,True
1,2,-0.04280965173549968,6,0.3623902143420616,0.8575240478905105,0.01887760486555312,0.0213816478065963,FALSE,0.8111855040936058,True,True
1,2,-0.04280965173549968,7,0.5305315469710142,1.255396922122118,0.0188895649807117,0.0173044195966275,FALSE,1.209058378325213,True,True
1,2,-0.04280965173549968,8,0.7766868728573968,1.837874326615869,0,0,FALSE,1.791535782818965,True,True
1,2,-0.04280965173549968,9,1.137053021470861,2.690608827305349,0,0,FALSE,2.644270283508444,True,True
1,2,-0.04280965173549968,10,1.664621379372013,3.938993954447112,0,0,FALSE,3.892655410650207,True,True
1,2,-0.04280965173549968,11,2.436970206611771,5.766603162716104,0,0,FALSE,5.720264618919199,True,True
1,2,-0.04280965173549968,12,3.567672421793519,8.442184075632825,0,0,FALSE,8.395845531835921,True,True
