earnings_tercile,omega_quintile,z_state_1based,candidate_joint_probability,continuous_b,continuous_slack_at_age18_renter_floor,grid_index_0based,grid_b,interpolation_weight,interpolated_probability_mass,grid_support_slack
1,2,1,9.429373059716845e-06,-0.04280965173549968,0.1239894184519499,46,0.0,0.6318369950747034,5.957826739489853e-06,0.12751831051335488
1,2,2,0.0001320112228360358,-0.04280965173549968,0.18315519560527488,45,-0.11627906976744207,0.36816300492529663,4.860164848317788e-05,0.17709895278295892
1,2,2,0.0001320112228360358,-0.04280965173549968,0.18315519560527488,46,0.0,0.6318369950747034,8.340957435285792e-05,0.18668408766667988
1,2,3,0.0008580729484342329,-0.04280965173549968,0.2697726318345746,45,-0.11627906976744207,0.36816300492529663,0.0003159107151406563,0.2637163890122587
1,2,3,0.0008580729484342329,-0.04280965173549968,0.2697726318345746,46,0.0,0.6318369950747034,0.0005421622332935766,0.2733015238959796
1,2,4,0.003432291793736932,-0.04280965173549968,0.39657871163124947,45,-0.11627906976744207,0.36816300492529663,0.0012636428605626254,0.3905224688089335
1,2,4,0.003432291793736932,-0.04280965173549968,0.39657871163124947,46,0.0,0.6318369950747034,0.002168648933174307,0.40010760369265447
1,2,5,0.009438802432776562,-0.04280965173549968,0.5822201087147783,45,-0.11627906976744207,0.36816300492529663,0.0034750178665472193,0.5761638658924624
1,2,5,0.009438802432776562,-0.04280965173549968,0.5822201087147783,46,0.0,0.6318369950747034,0.005963784566229343,0.5857490007761833
1,2,6,0.01887760486555312,-0.04280965173549968,0.8539951558291055,45,-0.11627906976744207,0.36816300492529663,0.006950035733094438,0.8479389130067896
1,2,6,0.01887760486555312,-0.04280965173549968,0.8539951558291055,46,0.0,0.6318369950747034,0.011927569132458684,0.8575240478905105
1,2,7,0.0188895649807117,-0.04280965173549968,1.2518680300607126,45,-0.11627906976744207,0.36816300492529663,0.006954439005030472,1.2458117872383965
1,2,7,0.0188895649807117,-0.04280965173549968,1.2518680300607126,46,0.0,0.6318369950747034,0.011935125975681228,1.2553969221221175
1,3,1,1.509092324237048e-05,0.004514427779676878,0.13240487232607454,46,0.0,0.9722685150676992,1.4672429531860175e-05,0.12751831051335488
1,3,1,1.509092324237048e-05,0.004514427779676878,0.13240487232607454,47,0.1627906976744189,0.027731484932300775,4.184937105103045e-07,0.3037281970249831
1,3,2,0.0002112729253931868,0.004514427779676878,0.19157064947939953,46,0.0,0.9722685150676992,0.00020541401344604252,0.18668408766667988
1,3,2,0.0002112729253931868,0.004514427779676878,0.19157064947939953,47,0.1627906976744189,0.027731484932300775,5.858911947144266e-06,0.3628939741783081
1,3,3,0.001373274015055714,0.004514427779676878,0.27818808570869924,46,0.0,0.9722685150676992,0.001335191087399276,0.2733015238959796
1,3,3,0.001373274015055714,0.004514427779676878,0.27818808570869924,47,0.1627906976744189,0.027731484932300775,3.808292765643772e-05,0.44951141040760784
1,3,4,0.005493096060222856,0.004514427779676878,0.4049941655053741,46,0.0,0.9722685150676992,0.005340764349597104,0.40010760369265447
1,3,4,0.005493096060222856,0.004514427779676878,0.4049941655053741,47,0.1627906976744189,0.027731484932300775,0.0001523317106257509,0.5763174902042827
1,3,5,0.01510601416561285,0.004514427779676878,0.5906355625889029,46,0.0,0.9722685150676992,0.014687101961392035,0.5857490007761833
1,3,5,0.01510601416561285,0.004514427779676878,0.5906355625889029,47,0.1627906976744189,0.027731484932300775,0.00041891220422081486,0.7619588872878116
1,3,6,0.03021202833122571,0.004514427779676878,0.8624106097032301,46,0.0,0.9722685150676992,0.029374203922784076,0.8575240478905105
1,3,6,0.03021202833122571,0.004514427779676878,0.8624106097032301,47,0.1627906976744189,0.027731484932300775,0.0008378244084416298,1.0337339344021388
1,3,7,0.03023116949561542,0.004514427779676878,1.2602834839348371,46,0.0,0.9722685150676992,0.02939281427426193,1.2553969221221175
1,3,7,0.03023116949561542,0.004514427779676878,1.2602834839348371,47,0.1627906976744189,0.027731484932300775,0.0008383552213534898,1.4316068086337457
1,4,1,1.214698353770933e-05,0.06927822125637358,0.20250728518884925,46,0.0,0.5744337837108489,6.977637714239763e-06,0.12751831051335488
1,4,1,1.214698353770933e-05,0.06927822125637358,0.20250728518884925,47,0.1627906976744189,0.4255662162891512,5.169345823469568e-06,0.3037281970249831
1,4,2,0.0001700577695279307,0.06927822125637358,0.26167306234217425,46,0.0,0.5744337837108489,9.768692799935673e-05,0.18668408766667988
1,4,2,0.0001700577695279307,0.06927822125637358,0.26167306234217425,47,0.1627906976744189,0.4255662162891512,7.237084152857398e-05,0.3628939741783081
1,4,3,0.00110537550193155,0.06927822125637358,0.348290498571474,46,0.0,0.5744337837108489,0.000634965031995819,0.2733015238959796
1,4,3,0.00110537550193155,0.06927822125637358,0.348290498571474,47,0.1627906976744189,0.4255662162891512,0.00047041046993573105,0.44951141040760784
1,4,4,0.004421502007726198,0.06927822125637358,0.47509657836814884,46,0.0,0.5744337837108489,0.0025398601279832747,0.40010760369265447
1,4,4,0.004421502007726198,0.06927822125637358,0.47509657836814884,47,0.1627906976744189,0.4255662162891512,0.0018816418797429236,0.5763174902042827
1,4,5,0.01215913052124704,0.06927822125637358,0.6607379754516777,46,0.0,0.5744337837108489,0.006984615351954003,0.5857490007761833
1,4,5,0.01215913052124704,0.06927822125637358,0.6607379754516777,47,0.1627906976744189,0.4255662162891512,0.005174515169293037,0.7619588872878116
1,4,6,0.02431826104249409,0.06927822125637358,0.9325130225660049,46,0.0,0.5744337837108489,0.013969230703908011,0.8575240478905105
1,4,6,0.02431826104249409,0.06927822125637358,0.9325130225660049,47,0.1627906976744189,0.4255662162891512,0.01034903033858608,1.0337339344021388
1,4,7,0.02433366814549237,0.06927822125637358,1.3303858967976119,46,0.0,0.5744337837108489,0.013978081064379337,1.2553969221221175
1,4,7,0.02433366814549237,0.06927822125637358,1.3303858967976119,47,0.1627906976744189,0.4255662162891512,0.010355587081113036,1.4316068086337457
1,5,1,1.216184930668392e-05,1.186195805523339,1.4114947984689226,54,1.1395348837209305,0.6655967270827372,8.094887093802274e-06,1.3609875160947504
1,5,1,1.216184930668392e-05,1.186195805523339,1.4114947984689226,55,1.27906976744186,0.3344032729172628,4.066962212881646e-06,1.512024561676145
1,5,2,0.0001702658902935749,1.186195805523339,1.4706605756222477,54,1.1395348837209305,0.6655967270827372,0.00011332841931323185,1.4201532932480756
1,5,2,0.0001702658902935749,1.186195805523339,1.4706605756222477,55,1.27906976744186,0.3344032729172628,5.693747098034305e-05,1.57119033882947
1,5,3,0.001106728286908237,1.186195805523339,1.5572780118515475,54,1.1395348837209305,0.6655967270827372,0.000736634725536007,1.5067707294773753
1,5,3,0.001106728286908237,1.186195805523339,1.5572780118515475,55,1.27906976744186,0.3344032729172628,0.0003700935613722299,1.6578077750587696
1,5,4,0.004426913147632948,1.186195805523339,1.6840840916482223,54,1.1395348837209305,0.6655967270827372,0.002946538902144028,1.6335768092740501
1,5,4,0.004426913147632948,1.186195805523339,1.6840840916482223,55,1.27906976744186,0.3344032729172628,0.0014803742454889196,1.7846138548554447
1,5,5,0.01217401115599061,1.186195805523339,1.869725488731751,54,1.1395348837209305,0.6655967270827372,0.00810298198089608,1.8192182063575788
1,5,5,0.01217401115599061,1.186195805523339,1.869725488731751,55,1.27906976744186,0.3344032729172628,0.0040710291750945295,1.9702552519389736
1,5,6,0.02434802231198122,1.186195805523339,2.1415005358460784,54,1.1395348837209305,0.6655967270827372,0.01620596396179216,2.0909932534719062
1,5,6,0.02434802231198122,1.186195805523339,2.1415005358460784,55,1.27906976744186,0.3344032729172628,0.008142058350189059,2.2420302990533005
1,5,7,0.02436344827056064,1.186195805523339,2.539373410077685,54,1.1395348837209305,0.6655967270827372,0.016216231429334736,2.4888661277035133
1,5,7,0.02436344827056064,1.186195805523339,2.539373410077685,55,1.27906976744186,0.3344032729172628,0.008147216841225904,2.6399031732849076
2,1,7,0.01217946544137936,-0.5405190825280978,1.2108407666281082,41,-0.6744186046511631,0.040386758118033494,0.0004918891247879363,1.199803139796536
2,1,7,0.01217946544137936,-0.5405190825280978,1.2108407666281082,42,-0.5348837209302326,0.9596132418819665,0.011687576316591425,1.2113053016570012
2,1,8,0.04181114705604063,-0.5405190825280978,1.79331817112186,41,-0.6744186046511631,0.040386758118033494,0.0016886166827898411,1.782280544290288
2,1,8,0.04181114705604063,-0.5405190825280978,1.79331817112186,42,-0.5348837209302326,0.9596132418819665,0.04012253037325079,1.7937827061507532
2,1,9,0.01232990517068692,-0.5405190825280978,2.64605267181134,41,-0.6744186046511631,0.040386758118033494,0.0004979648977468231,2.6350150449797676
2,1,9,0.01232990517068692,-0.5405190825280978,2.64605267181134,42,-0.5348837209302326,0.9596132418819665,0.011831940272940097,2.646517206840233
2,2,7,0.0121303459726429,-0.04089465468366178,1.252025887404089,45,-0.11627906976744207,0.35169403027949075,0.00426617026380337,1.2458117872383965
2,2,7,0.0121303459726429,-0.04089465468366178,1.252025887404089,46,0.0,0.6483059697205092,0.007864175708839528,1.2553969221221175
2,2,8,0.04164252378266798,-0.04089465468366178,1.834503291897841,45,-0.11627906976744207,0.35169403027949075,0.014645427020136046,1.8282891917321484
2,2,8,0.04164252378266798,-0.04089465468366178,1.834503291897841,46,0.0,0.6483059697205092,0.026997096762531935,1.8378743266158695
2,2,9,0.01228017898241782,-0.04089465468366178,2.6872377925873208,45,-0.11627906976744207,0.35169403027949075,0.004318865638880019,2.681023692421628
2,2,9,0.01228017898241782,-0.04089465468366178,2.6872377925873208,46,0.0,0.6483059697205092,0.007961313343537802,2.6906088273053492
2,3,7,0.01218380116527257,0.03306782591227349,1.2911906003508438,46,0.0,0.7968690693960346,0.009708894296277075,1.2553969221221175
2,3,7,0.01218380116527257,0.03306782591227349,1.2911906003508438,47,0.1627906976744189,0.20313093060396534,0.0024749068689954943,1.4316068086337457
2,3,8,0.04182603125520077,0.03306782591227349,1.8736680048445957,46,0.0,0.7968690693960346,0.03332987060286129,1.8378743266158695
2,3,8,0.04182603125520077,0.03306782591227349,1.8736680048445957,47,0.1627906976744189,0.20313093060396534,0.008496160652339473,2.014084213127498
2,3,9,0.01233429444907577,0.03306782591227349,2.7264025055340753,46,0.0,0.7968690693960346,0.009828817739291685,2.6906088273053492
2,3,9,0.01233429444907577,0.03306782591227349,2.7264025055340753,47,0.1627906976744189,0.20313093060396534,0.002505476709784085,2.8668187138169774
2,4,7,0.0123025109989774,0.1163598350268709,1.381348549687497,46,0.0,0.28521815626350855,0.003508899504539869,1.2553969221221175
2,4,7,0.0123025109989774,0.1163598350268709,1.381348549687497,47,0.1627906976744189,0.7147818437364915,0.00879361149443753,1.4316068086337457
2,4,8,0.0422335527788604,0.1163598350268709,1.963825954181249,46,0.0,0.28521815626350855,0.012045776056044141,1.8378743266158695
2,4,8,0.0422335527788604,0.1163598350268709,1.963825954181249,47,0.1627906976744189,0.7147818437364915,0.030187776722816258,2.014084213127498
2,4,9,0.0124544705766286,0.1163598350268709,2.8165604548707286,46,0.0,0.28521815626350855,0.003552241135104125,2.6906088273053492
2,4,9,0.0124544705766286,0.1163598350268709,2.8165604548707286,47,0.1627906976744189,0.7147818437364915,0.008902229441524474,2.8668187138169774
2,5,7,0.01222265149363102,0.8625192332259667,2.1890154787844445,52,0.8604651162790695,0.985278828547237,0.01204271974538591,2.186792036540722
2,5,7,0.01222265149363102,0.8625192332259667,2.1890154787844445,53,1.0,0.014721171452763,0.00017993174824511204,2.3378290821221173
2,5,8,0.04195940137723025,0.8625192332259667,2.771492883278196,52,0.8604651162790695,0.985278828547237,0.04134170983550074,2.769269441034474
2,5,8,0.04195940137723025,0.8625192332259667,2.771492883278196,53,1.0,0.014721171452763,0.0006176915417295065,2.9203064866158694
2,5,9,0.01237362465341153,0.8625192332259667,3.624227383967676,52,0.8604651162790695,0.985278828547237,0.012191470403396524,3.6220039417239533
2,5,9,0.01237362465341153,0.8625192332259667,3.624227383967676,53,1.0,0.014721171452763,0.00018215425001500627,3.7730409873053494
3,1,9,0.02436653478907424,-0.3612938076079079,2.660826598349605,43,-0.39534883720930214,0.7559389545233403,0.018419612833809378,2.658019368700698
3,1,9,0.02436653478907424,-0.3612938076079079,2.660826598349605,44,-0.25581395348837255,0.24406104547665974,0.005946921955264859,2.669521530561163
3,1,10,0.02450214364425669,-0.3612938076079079,3.9092117254913674,43,-0.39534883720930214,0.7559389545233403,0.018522124850020107,3.9064044958424606
3,1,10,0.02450214364425669,-0.3612938076079079,3.9092117254913674,44,-0.25581395348837255,0.24406104547665974,0.005980018794236581,3.9179066577029253
3,1,11,0.01225107182212834,-0.3612938076079079,5.736820933760359,43,-0.39534883720930214,0.7559389545233403,0.00926106242501005,5.734013704111453
3,1,11,0.01225107182212834,-0.3612938076079079,5.736820933760359,44,-0.25581395348837255,0.24406104547665974,0.0029900093971182897,5.745515865971917
3,1,12,0.00445493520804667,-0.3612938076079079,8.412401846677081,43,-0.39534883720930214,0.7559389545233403,0.0033676590636400193,8.409594617028173
3,1,12,0.00445493520804667,-0.3612938076079079,8.412401846677081,44,-0.25581395348837255,0.24406104547665974,0.001087276144406651,8.42109677888864
3,1,13,0.001113733802011668,-0.3612938076079079,12.329395254882003,43,-0.39534883720930214,0.7559389545233403,0.0008419147659100052,12.326588025233097
3,1,13,0.001113733802011668,-0.3612938076079079,12.329395254882003,44,-0.25581395348837255,0.24406104547665974,0.00027181903610166286,12.338090187093561
3,1,14,0.0001713436618479489,-0.3612938076079079,18.06379008699166,43,-0.39534883720930214,0.7559389545233403,0.00012952534860153925,18.060982857342754
3,1,14,0.0001713436618479489,-0.3612938076079079,18.06379008699166,44,-0.25581395348837255,0.24406104547665974,4.181831324640967e-05,18.07248501920322
3,1,15,1.22388329891392e-05,-0.3612938076079079,26.45882185335746,43,-0.39534883720930214,0.7559389545233403,9.251810614395654e-06,26.456014623708555
3,1,15,1.22388329891392e-05,-0.3612938076079079,26.45882185335746,44,-0.25581395348837255,0.24406104547665974,2.987022374743546e-06,26.467516785569018
3,2,9,0.02441798040218298,0.03289360941447789,2.726213927994059,46,0.0,0.7979392564539219,0.019484065126224324,2.6906088273053492
3,2,9,0.02441798040218298,0.03289360941447789,2.726213927994059,47,0.1627906976744189,0.2020607435460781,0.004933915275958656,2.8668187138169774
3,2,10,0.02455387557139236,0.03289360941447789,3.9745990551358212,46,0.0,0.7979392564539219,0.01959250121649894,3.9389939544471115
3,2,10,0.02455387557139236,0.03289360941447789,3.9745990551358212,47,0.1627906976744189,0.2020607435460781,0.004961374354893423,4.11520384095874
3,2,11,0.01227693778569618,0.03289360941447789,5.802208263404813,46,0.0,0.7979392564539219,0.00979625060824947,5.766603162716104
3,2,11,0.01227693778569618,0.03289360941447789,5.802208263404813,47,0.1627906976744189,0.2020607435460781,0.0024806871774467115,5.942813049227732
3,2,12,0.004464341012980429,0.03289360941447789,8.477789176321535,46,0.0,0.7979392564539219,0.0035622729484543524,8.442184075632825
3,2,12,0.004464341012980429,0.03289360941447789,8.477789176321535,47,0.1627906976744189,0.2020607435460781,0.000902068064526077,8.618393962144454
3,2,13,0.001116085253245107,0.03289360941447789,12.394782584526457,46,0.0,0.7979392564539219,0.0008905682371135878,12.359177483837748
3,2,13,0.001116085253245107,0.03289360941447789,12.394782584526457,47,0.1627906976744189,0.2020607435460781,0.00022551701613151916,12.535387370349376
3,2,14,0.0001717054235761703,0.03289360941447789,18.129177416636114,46,0.0,0.7979392564539219,0.00013701049801747507,18.093572315947405
3,2,14,0.0001717054235761703,0.03289360941447789,18.129177416636114,47,0.1627906976744189,0.2020607435460781,3.469492555869526e-05,18.269782202459034
3,2,15,1.22646731125836e-05,0.03289360941447789,26.524209183001915,46,0.0,0.7979392564539219,9.786464144105366e-06,26.488604082313206
3,2,15,1.22646731125836e-05,0.03289360941447789,26.524209183001915,47,0.1627906976744189,0.2020607435460781,2.478208968478234e-06,26.664813968824834
3,3,9,0.02403599801328959,0.1180001902362579,2.8183360281031926,46,0.0,0.2751416885487027,0.006613305079329761,2.6906088273053492
3,3,9,0.02403599801328959,0.1180001902362579,2.8183360281031926,47,0.1627906976744189,0.7248583114512973,0.01742269293395983,2.8668187138169774
3,3,10,0.02416976730801965,0.1180001902362579,4.066721155244955,46,0.0,0.2751416885487027,0.006650110588957758,3.9389939544471115
3,3,10,0.02416976730801965,0.1180001902362579,4.066721155244955,47,0.1627906976744189,0.7248583114512973,0.01751965671906189,4.11520384095874
3,3,11,0.01208488365400982,0.1180001902362579,5.894330363513947,46,0.0,0.2751416885487027,0.003325055294478878,5.766603162716104
3,3,11,0.01208488365400982,0.1180001902362579,5.894330363513947,47,0.1627906976744189,0.7248583114512973,0.008759828359530942,5.942813049227732
3,3,12,0.004394503146912664,0.1180001902362579,8.56991127643067,46,0.0,0.2751416885487027,0.001209111016174138,8.442184075632825
3,3,12,0.004394503146912664,0.1180001902362579,8.56991127643067,47,0.1627906976744189,0.7248583114512973,0.0031853921307385255,8.618393962144454
3,3,13,0.001098625786728166,0.1180001902362579,12.486904684635592,46,0.0,0.2751416885487027,0.0003022777540435345,12.359177483837748
3,3,13,0.001098625786728166,0.1180001902362579,12.486904684635592,47,0.1627906976744189,0.7248583114512973,0.0007963480326846314,12.535387370349376
3,3,14,0.0001690193518043332,0.1180001902362579,18.221299516745248,46,0.0,0.2751416885487027,4.650426985285146e-05,18.093572315947405
3,3,14,0.0001690193518043332,0.1180001902362579,18.221299516745248,47,0.1627906976744189,0.7248583114512973,0.00012251508195148175,18.269782202459034
3,3,15,1.207281084316666e-05,0.1180001902362579,26.616331283111048,46,0.0,0.2751416885487027,3.321733560917962e-06,26.488604082313206
3,3,15,1.207281084316666e-05,0.1180001902362579,26.616331283111048,47,0.1627906976744189,0.7248583114512973,8.751077282248699e-06,26.664813968824834
3,4,9,0.02424542309716006,0.3124237066301519,3.028786294908231,48,0.3023255813953485,0.927630102483909,0.02249078431238432,3.017855759398372
3,4,9,0.02424542309716006,0.3124237066301519,3.028786294908231,49,0.44186046511627897,0.07236989751609099,0.001754638784775739,3.1688928049797678
3,4,10,0.02438035792060054,0.3124237066301519,4.277171422049993,48,0.3023255813953485,0.927630102483909,0.02261595391648106,4.2662408865401344
3,4,10,0.02438035792060054,0.3124237066301519,4.277171422049993,49,0.44186046511627897,0.07236989751609099,0.0017644040041194782,4.41727793212153
3,4,11,0.01219017896030027,0.3124237066301519,6.104780630318985,48,0.3023255813953485,0.927630102483909,0.01130797695824053,6.0938500948091265
3,4,11,0.01219017896030027,0.3124237066301519,6.104780630318985,49,0.44186046511627897,0.07236989751609099,0.0008822020020597391,6.244887140390522
3,4,12,0.004432792349200098,0.3124237066301519,8.780361543235706,48,0.3023255813953485,0.927630102483909,0.004111991621178375,8.769431007725847
3,4,12,0.004432792349200098,0.3124237066301519,8.780361543235706,49,0.44186046511627897,0.07236989751609099,0.00032080072802172336,8.920468053307244
3,4,13,0.001108198087300025,0.3124237066301519,12.697354951440628,48,0.3023255813953485,0.927630102483909,0.0010279979052945942,12.68642441593077
3,4,13,0.001108198087300025,0.3124237066301519,12.697354951440628,49,0.44186046511627897,0.07236989751609099,8.020018200543087e-05,12.837461461512166
3,4,14,0.000170492013430773,0.3124237066301519,18.431749783550288,48,0.3023255813953485,0.927630102483909,0.00015815352389147595,18.420819248040427
3,4,14,0.000170492013430773,0.3124237066301519,18.431749783550288,49,0.44186046511627897,0.07236989751609099,1.233848953929705e-05,18.571856293621824
3,4,15,1.217800095934093e-05,0.3124237066301519,26.826781549916088,48,0.3023255813953485,0.927630102483909,1.129668027796257e-05,26.815851014406228
3,4,15,1.217800095934093e-05,0.3124237066301519,26.826781549916088,49,0.44186046511627897,0.07236989751609099,8.813206813783609e-07,26.966888059987625
3,5,9,0.02445016408482251,1.566825426257669,4.386591057792359,57,1.558139534883721,0.9377511118200388,0.02292816855472469,4.377189169630931
3,5,9,0.02445016408482251,1.566825426257669,4.386591057792359,58,1.6976744186046506,0.06224888817996124,0.0015219955300978208,4.528226215212325
3,5,10,0.02458623836823078,1.566825426257669,5.634976184934121,57,1.558139534883721,0.9377511118200388,0.02305577236528091,5.625574296772693
3,5,10,0.02458623836823078,1.566825426257669,5.634976184934121,58,1.6976744186046506,0.06224888817996124,0.0015304660029498705,5.776611342354087
3,5,11,0.01229311918411539,1.566825426257669,7.462585393203113,57,1.558139534883721,0.9377511118200388,0.011527886182640454,7.453183505041685
3,5,11,0.01229311918411539,1.566825426257669,7.462585393203113,58,1.6976744186046506,0.06224888817996124,0.0007652330014749352,7.604220550623079
3,5,12,0.004470225157860141,1.566825426257669,10.138166306119835,57,1.558139534883721,0.9377511118200388,0.004191958611869256,10.128764417958408
3,5,12,0.004470225157860141,1.566825426257669,10.138166306119835,58,1.6976744186046506,0.06224888817996124,0.00027826654599088553,10.279801463539801
3,5,13,0.001117556289465035,1.566825426257669,14.055159714324757,57,1.558139534883721,0.9377511118200388,0.0010479896529673137,14.045757826163328
3,5,13,0.001117556289465035,1.566825426257669,14.055159714324757,58,1.6976744186046506,0.06224888817996124,6.956663649772137e-05,14.196794871744723
3,5,14,0.0001719317368407747,1.566825426257669,19.789554546434413,57,1.558139534883721,0.9377511118200388,0.0001612291773795868,19.780152658272986
3,5,14,0.0001719317368407747,1.566825426257669,19.789554546434413,58,1.6976744186046506,0.06224888817996124,1.0702559461187908e-05,19.931189703854383
3,5,15,1.228083834576962e-05,1.566825426257669,28.184586312800214,57,1.558139534883721,0.9377511118200388,1.1516369812827626e-05,28.175184424638786
3,5,15,1.228083834576962e-05,1.566825426257669,28.184586312800214,58,1.6976744186046506,0.06224888817996124,7.644685329419933e-07,28.326221470220183
