case,moment,target,model,gap,weight,loss_contribution
rebated_tax1_baseline,tfr,1.918,1.9801543327972255,0.0621543327972256,1425.7389910084596,5.507859388098682
rebated_tax1_baseline,childless_rate,0.188,0.102083556458709,-0.08591644354129101,17180.743822072007,126.82198457530838
rebated_tax1_baseline,mean_age_first_birth,25.310560799362,25.520042403897676,0.2094816045356751,16.0,0.7021206822214556
rebated_tax1_baseline,share_first_births_age30plus,0.270062376851342,0.3245277040613759,0.05446532721003389,15625.0,46.3511229390009
rebated_tax1_baseline,housing_increment_0to1,0.664435,0.6542924759610961,-0.010142524038903922,906.0558911497827,0.09320668882199698
rebated_tax1_baseline,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3231150214933791,-0.044584537316620876,2958.514988007638,5.880879785926712
rebated_tax1_baseline,own_family_gap,0.16766167,0.11997886398139523,-0.04768280601860478,14229.590955975675,32.353109332024566
rebated_tax1_baseline,own_rate,0.575472,0.643325658658739,0.06785365865873905,1207.8460856134493,5.561067103848548
rebated_tax1_baseline,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.736642931130386,0.9566724491884182,11.973159013172177,10.958100634089323
rebated_tax1_baseline,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,5.884517505711321,-0.9885824942886794,6.287669427540395,6.144910081385247
rebated_tax1_baseline,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008860801800825761,6.0801800825760824e-05,5165289.256198346,0.019095345989956037
rebated_tax1_baseline,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,2.020365154392002,-1.4277456000535182,56.95977216091135,116.11007467267673
rebated_tax2,tfr,1.918,1.9859769154349873,0.0679769154349874,1425.7389910084596,6.588141745433017
rebated_tax2,childless_rate,0.188,0.10130299915308687,-0.08669700084691313,17180.743822072007,129.13682668337162
rebated_tax2,mean_age_first_birth,25.310560799362,25.49801299409123,0.1874521947292287,16.0,0.5622132049408748
rebated_tax2,share_first_births_age30plus,0.270062376851342,0.3232486201587196,0.05318624330737759,15625.0,44.199632455493244
rebated_tax2,housing_increment_0to1,0.664435,0.6165485476073658,-0.04788645239263423,906.0558911497827,2.0776879290976336
rebated_tax2,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3323429788747454,-0.035356579935254595,2958.514988007638,3.69840332907301
rebated_tax2,own_family_gap,0.16766167,0.07767555781906987,-0.08998611218093014,14229.590955975675,115.22411825065153
rebated_tax2,own_rate,0.575472,0.719085459195795,0.14361345919579505,1207.8460856134493,24.911614942526693
rebated_tax2,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.722314404570944,0.942343922628976,11.973159013172177,10.632309701955208
rebated_tax2,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,5.92758236014205,-0.9455176398579503,6.287669427540395,5.621199149621311
rebated_tax2,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008812221494391913,1.2221494391912585e-05,5165289.256198346,0.0007715130432414811
rebated_tax2,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,2.001490993652153,-1.446619760793367,56.95977216091135,119.20021259197483
rebated_tax2_grant0p4_Hge6,tfr,1.918,1.9935059766743202,0.07550597667432024,1425.7389910084596,8.12835543224413
rebated_tax2_grant0p4_Hge6,childless_rate,0.188,0.09983826530765634,-0.08816173469234366,17180.743822072007,133.53718470159302
rebated_tax2_grant0p4_Hge6,mean_age_first_birth,25.310560799362,25.475625983132584,0.165065183770583,16.0,0.43594423829146134
rebated_tax2_grant0p4_Hge6,share_first_births_age30plus,0.270062376851342,0.3218948791886879,0.05183250233734593,15625.0,41.97825466485893
rebated_tax2_grant0p4_Hge6,housing_increment_0to1,0.664435,0.8480820629273079,0.18364706292730792,906.0558911497827,30.557861810514364
rebated_tax2_grant0p4_Hge6,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.5457735905859025,0.17807403177590247,2958.514988007638,93.81557768099874
rebated_tax2_grant0p4_Hge6,own_family_gap,0.16766167,0.30703874542621584,0.13937707542621583,14229.590955975675,276.42359499001543
rebated_tax2_grant0p4_Hge6,own_rate,0.575472,0.627495135107531,0.05202313510753098,1207.8460856134493,3.268922601481534
rebated_tax2_grant0p4_Hge6,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.694390237147192,0.9144197552052242,11.973159013172177,10.011518411328625
rebated_tax2_grant0p4_Hge6,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,6.166706258300626,-0.7063937416993742,6.287669427540395,3.1374974868942473
rebated_tax2_grant0p4_Hge6,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008588297288406321,-0.0002117027115936792,5165289.256198346,0.23149813066175878
rebated_tax2_grant0p4_Hge6,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,1.9744242434287822,-1.4736865110167379,56.95977216091135,123.70249527961187
