case,annual_property_tax_rate,purchase_grant,tfr,childless_rate,price,population_scale,entry_probability,normalized_births,total_births,lump_sum_transfer_period_units,scaled_property_tax_revenue,scaled_grant_outlays,scaled_transfer_outlays,scaled_fiscal_residual,market_residual,joint_model_evaluations,tfr_change_percent,price_change_percent,population_change_percent,total_births_change_percent
rebated_tax1_baseline,0.01,False,1.9801543327972255,0.102083556458709,0.7760885998264645,1.0000205740846564,0.9692276639196067,0.11194514500155094,0.11194744817044107,0.20913025128252563,0.20913357384140263,0.0,0.20913455394601937,-9.801046167415474e-07,2.350521949813069e-07,4,0.0,0.0,0.0020574084656388436,0.0
rebated_tax2,0.02,False,1.9859769154349873,0.10130299915308687,0.6592864802379035,1.0998011357401312,0.9821290472100086,0.11223603436216545,0.12343731806247794,0.35455003482235004,0.3899394200358139,0.0,0.38993453097432323,4.889061490655345e-06,2.3523286323040088e-05,6,0.29404691045149534,-15.050101188791887,9.980113574013117,10.26362822897351
rebated_tax2_grant0p4_Hge6,0.02,True,1.9935059766743202,0.09983826530765634,0.6581529669452629,1.101037657951158,0.9794224815290687,0.112625782027251,0.12400522726820207,0.3009631295824152,0.3880878341850501,0.05671657574145409,0.3313717393250729,-4.808814769235281e-07,-4.027321245024766e-06,7,0.674272891559613,-15.196155813598121,10.103765795115805,10.770928051350403
