case,entry_flow,mature_cityborn_flow,births_per_normalized_household
rebated_tax1_baseline,0.061733456180748894,0.05292942076730084,0.1119450891663667
rebated_tax2,0.06173345618074825,0.05311689236126725,0.11233547006048133
rebated_tax2_grant0p4_Hge6,0.06173345618074804,0.053308089328617005,0.11273849652400633
