measurement,own_rate_2534,interpretation
production_whole_nodes,0.4124469606840276,unchanged model age_to_index aggregation
cells_start_at_node,0.36261229805956086,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.41307207555181263,diagnostic uniform density within each four-year cell
