measurement,own_rate_2534,interpretation
production_whole_nodes,0.3894412366877628,unchanged model age_to_index aggregation
cells_start_at_node,0.34218512033331855,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.38983958645221994,diagnostic uniform density within each four-year cell
