age,tenure,mass,budget_excess_mass,budget_excess_share,consumption_floor_mass,weighted_positive_budget_gap,maximum_occupied_excess
18.0,0,0.012283269952344952,0.0,0.0,0.0,1.7843920564567625e-19,8.881784197001252e-16
18.0,1,0.0010204185472640597,0.0,0.0,2.076566233394289e-06,1.0060465184361523e-20,4.440892098500626e-16
18.0,2,0.0006546791718529399,0.0,0.0,0.0,0.0,0.0
18.0,3,0.00013916583644722587,0.0,0.0,0.0,0.0,0.0
18.0,4,5.8124264295983835e-05,0.0,0.0,0.0,0.0,0.0
18.0,5,0.0001814642769340406,0.0,0.0,0.0,2.78205882023169e-20,4.440892098500626e-16
22.0,0,0.02568384751104619,0.0,0.0,0.0,3.500251268272958e-19,8.881784197001252e-16
22.0,1,0.011156265625564297,0.0,0.0,1.751994248061085e-05,7.590209136624455e-20,4.440892098500626e-16
22.0,2,0.004434495568978739,0.0,0.0,0.0,1.2299920644681671e-20,8.881784197001252e-16
22.0,3,0.0012844689848063153,0.0,0.0,0.0,4.446711673126342e-20,8.881784197001252e-16
22.0,4,0.0006366046559307719,0.0,0.0,0.0,2.4864003579247076e-21,1.7763568394002505e-15
22.0,5,0.0015455457815425355,0.0,0.0,0.0,7.768036885936119e-20,1.7763568394002505e-15
26.0,0,0.03353264693010864,0.0,0.0,0.0,5.260389150663444e-19,8.881784197001252e-16
26.0,1,0.015339329504845971,0.0,0.0,0.0,1.9427906373351765e-19,4.440892098500626e-16
26.0,2,0.008464561878098258,0.0,0.0,0.0,4.862084060958579e-20,1.7763568394002505e-15
26.0,3,0.0036800502804245675,0.0,0.0,0.0,1.1152229630227323e-19,8.881784197001252e-16
26.0,4,0.0008327293575350156,0.0,0.0,0.0,2.6719931220213395e-20,1.7763568394002505e-15
26.0,5,0.0032533974442593054,0.0,0.0,0.0,4.987198378482532e-20,1.7763568394002505e-15
30.0,0,0.0391552223684223,0.0,0.0,0.0,5.7094398059708615e-19,7.105427357601002e-15
30.0,1,0.012541533813601704,0.0,0.0,0.0,3.5338469908692065e-20,4.440892098500626e-16
30.0,2,0.012733089205972707,0.0,0.0,0.0,8.822779060301595e-20,1.7763568394002505e-15
30.0,3,0.007032772429142703,0.0,0.0,0.0,1.481501448021355e-19,8.881784197001252e-16
30.0,4,0.0014888766968079294,0.0,0.0,0.0,5.3829978802675334e-20,1.7763568394002505e-15
30.0,5,0.004860185676565555,0.0,0.0,0.0,7.735352782004036e-20,1.7763568394002505e-15
34.0,0,0.04084001998450551,0.0,0.0,0.0,1.3558591468991718e-18,7.105427357601002e-15
34.0,1,0.01084780671464667,0.0,0.0,0.0,3.336593207418579e-20,4.440892098500626e-16
34.0,2,0.012324554453132928,0.0,0.0,0.0,1.8946114339224862e-19,8.881784197001252e-16
34.0,3,0.009844400405556553,0.0,0.0,0.0,1.8053860876264826e-19,8.881784197001252e-16
34.0,4,0.0019279730804764724,0.0,0.0,0.0,1.2470022736163078e-19,1.7763568394002505e-15
34.0,5,0.005779597211945066,0.0,0.0,0.0,1.1999678105034394e-19,7.105427357601002e-15
38.0,0,0.04136739406632579,0.0,0.0,0.0,2.4465315994286356e-18,7.105427357601002e-15
38.0,1,0.008562117148008986,0.0,0.0,0.0,4.1675470312285397e-20,4.440892098500626e-16
38.0,2,0.011786542226906963,0.0,0.0,0.0,1.7794900557862674e-19,8.881784197001252e-16
38.0,3,0.01200333264385216,0.0,0.0,0.0,2.305659156842834e-19,4.440892098500626e-16
38.0,4,0.0027231884396697404,0.0,0.0,0.0,2.753717736872588e-19,1.7763568394002505e-15
38.0,5,0.006369300055800873,0.0,0.0,0.0,2.2244867118091123e-19,7.105427357601002e-15
42.0,0,0.040665005582688,0.0,0.0,0.0,3.130646987402986e-18,7.105427357601002e-15
42.0,1,0.007211998289782263,0.0,0.0,0.0,4.332265676542614e-20,4.440892098500626e-16
42.0,2,0.01095953310773866,0.0,0.0,0.0,1.7827576745685942e-19,8.881784197001252e-16
42.0,3,0.0125465500850598,0.0,0.0,0.0,1.883188392634674e-19,4.440892098500626e-16
42.0,4,0.0034080531001284076,0.0,0.0,0.0,3.93532558069877e-19,1.7763568394002505e-15
42.0,5,0.006688689908386489,0.0,0.0,0.0,3.9368518481121453e-19,7.105427357601002e-15
46.0,0,0.03750167680282298,0.0,0.0,2.4263726707816733e-10,5.201254716556954e-18,7.105427357601002e-15
46.0,1,0.0061632853204998195,0.0,0.0,0.0,6.017219269581479e-20,4.440892098500626e-16
46.0,2,0.009839632785363027,0.0,0.0,0.0,1.7928767038305962e-19,8.881784197001252e-16
46.0,3,0.01146622708216882,0.0,0.0,0.0,1.558491020256316e-19,4.440892098500626e-16
46.0,4,0.0037724650173539347,0.0,0.0,0.0,2.55461800372423e-19,1.7763568394002505e-15
