measurement,own_rate_2534,interpretation
production_whole_nodes,0.49425996634545716,unchanged model age_to_index aggregation
cells_start_at_node,0.48811719016594374,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.49452254196654927,diagnostic uniform density within each four-year cell
