measurement,own_rate_2534,interpretation
production_whole_nodes,0.32440291970333063,unchanged model age_to_index aggregation
cells_start_at_node,0.2787170502326368,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.32463815649211364,diagnostic uniform density within each four-year cell
